#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.96365     2.96365           0
           2     2.91247     2.93806   0.0180945
           3     2.96192     2.94601   0.0137001
           4     3.04308     2.97028    0.023394
           5     3.07798     2.99182   0.0268597
           6     3.01823     2.99622   0.0227408
           7     2.87569       2.979   0.0251807
           8     3.00685     2.98248   0.0222723
           9     2.94059     2.97783   0.0202783
          10     2.92833     2.97288   0.0188449
          11     2.96414     2.97208   0.0171485
          12     2.97188     2.97207   0.0157195
          13      2.8562     2.96315   0.0168485
          14     2.89565     2.95833   0.0163205
          15     3.06725     2.96559   0.0167701
          16      2.8855     2.96059   0.0164522
          17     2.98504     2.96203   0.0155471
          18      3.0395     2.96633   0.0152676
          19     2.95849     2.96592   0.0144696
          20     2.90026     2.96263   0.0141136
          21     3.02997     2.96584   0.0138009
          22     2.84443     2.96032   0.0142343
          23     3.01837     2.96285   0.0138374
          24     3.04544     2.96629   0.0136821
          25     2.88931     2.96321   0.0134769
          26     3.02455     2.96557   0.0131634
          27     3.00772     2.96713   0.0127681
          28     2.94165     2.96622   0.0123445
          29     3.12307     2.97163   0.0130501
          30     2.97518     2.97175   0.0126156
          31     2.99893     2.97262   0.0122391
          32     2.93147     2.97134    0.011924
          33      3.0164      2.9727   0.0116406
          34     2.99496     2.97336   0.0113167
          35     2.87394     2.97052   0.0113442
          36     3.15087     2.97553   0.0120848
          37     3.01264     2.97653   0.0117997
          38     2.98027     2.97663   0.0114896
          39     2.84214     2.97318    0.011701
          40     2.99181     2.97365   0.0114177
          41     3.03301     2.97509   0.0112307
          42     3.02359     2.97625   0.0110225
          43      3.0048     2.97691   0.0107862
          44     2.91706     2.97555   0.0106264
          45     3.06223     2.97748   0.0105634
          46     2.90322     2.97586   0.0104564
          47     2.95649     2.97545    0.010242
          48     3.03761     2.97675   0.0101102
          49      2.9299     2.97579  0.00994897
          50     2.92041     2.97468  0.00981145
