#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.614277   -0.614277           0
           2   -0.613768   -0.614023 0.000180077
           3   -0.615312   -0.614452 0.000370879
           4   -0.614771   -0.614532 0.000286565
           5   -0.613627   -0.614351 0.000280686
           6    -0.61296   -0.614119  0.00031543
           7   -0.614448   -0.614166 0.000273846
           8   -0.615013   -0.614272 0.000259286
           9   -0.612597   -0.614086 0.000289648
          10   -0.610885   -0.613766 0.000400187
          11   -0.614845   -0.613864 0.000375646
          12   -0.613395   -0.613825 0.000346372
          13   -0.613856   -0.613827 0.000319736
          14   -0.611571   -0.613666 0.000335073
          15   -0.614491   -0.613721 0.000317212
          16   -0.611883   -0.613606 0.000317514
          17   -0.615075   -0.613693 0.000310365
          18   -0.613179   -0.613664 0.000294433
          19   -0.613416   -0.613651 0.000279226
          20   -0.613744   -0.613656 0.000265303
          21   -0.614384    -0.61369 0.000254927
          22    -0.61224   -0.613624 0.000251719
          23   -0.610875   -0.613505 0.000267663
          24   -0.613115   -0.613489 0.000257004
          25   -0.613627   -0.613494 0.000246783
          26   -0.613691   -0.613502 0.000237407
          27   -0.614099   -0.613524 0.000229642
          28   -0.612544   -0.613489  0.00022409
          29   -0.613845   -0.613501   0.0002167
          30   -0.614128   -0.613522 0.000210482
          31   -0.614264   -0.613546 0.000205049
          32   -0.613339   -0.613539 0.000198743
          33   -0.614208    -0.61356 0.000193751
          34   -0.615235   -0.613609 0.000194214
          35   -0.613512   -0.613606 0.000188685
          36   -0.614672   -0.613636 0.000185752
          37   -0.613413    -0.61363 0.000180829
          38   -0.616656   -0.613709 0.000192811
          39   -0.613701   -0.613709 0.000187867
          40   -0.613787   -0.613711  0.00018318
          41   -0.613715   -0.613711 0.000178713
          42   -0.613395   -0.613704 0.000174616
          43   -0.613997   -0.613711 0.000170689
          44   -0.611987   -0.613671 0.000171247
          45   -0.612928   -0.613655 0.000168236
          46   -0.613635   -0.613654  0.00016458
          47   -0.613496   -0.613651 0.000161112
          48   -0.613616    -0.61365 0.000157757
          49   -0.611419   -0.613605 0.000160978
          50   -0.612253   -0.613578 0.000160011
