#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.315747    0.315747           0
           2    0.315061    0.315404 0.000242517
           3    0.312245    0.314351 0.000874871
           4    0.316497    0.314887 0.000804008
           5    0.317179    0.315346 0.000762709
           6    0.323008    0.316623  0.00132776
           7     0.31585    0.316512  0.00114266
           8    0.314196    0.316223  0.00103587
           9    0.318499    0.316476 0.000951143
          10      0.3175    0.316578 0.000861524
          11    0.316909    0.316608 0.000783727
          12    0.320185    0.316906 0.000773023
          13    0.314123    0.316692  0.00074262
          14    0.320541    0.316967 0.000738718
          15    0.318899    0.317096 0.000700611
          16    0.311544    0.316749 0.000737772
          17    0.321261    0.317014  0.00074059
          18    0.317365    0.317034 0.000699703
          19    0.317536     0.31706 0.000663376
          20    0.315932    0.317004   0.0006326
          21    0.319185    0.317108  0.00061094
          22    0.320064    0.317242 0.000597765
          23     0.31596    0.317186 0.000574368
          24    0.315514    0.317117 0.000554644
          25    0.319105    0.317196 0.000538132
          26    0.320857    0.317337 0.000535535
          27    0.313226    0.317185 0.000536909
          28    0.323442    0.317408 0.000562318
          29    0.319757    0.317489 0.000548732
          30    0.317716    0.317497 0.000530493
          31    0.313879     0.31738  0.00052606
          32     0.31655    0.317354  0.00051026
          33    0.318823    0.317399 0.000496736
          34     0.32215    0.317538 0.000501398
          35    0.317253     0.31753 0.000487139
          36    0.316762    0.317509 0.000474075
          37    0.320025    0.317577 0.000466115
          38     0.31363    0.317473 0.000465275
          39    0.319227    0.317518 0.000455514
          40     0.31944    0.317566 0.000446652
          41    0.314924    0.317502 0.000440382
          42    0.318628    0.317528 0.000430713
          43    0.315639    0.317484 0.000422933
          44    0.323023     0.31761 0.000431647
          45    0.318185    0.317623 0.000422244
          46    0.317549    0.317622 0.000413068
          47    0.319375    0.317659 0.000405961
          48    0.319428    0.317696 0.000399174
          49    0.320549    0.317754 0.000395251
          50    0.313149    0.317662  0.00039793
