#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     49.0365     49.0365           0
           2     39.8588     44.4476     3.24483
           3     40.3816     43.0923     2.42984
           4     44.5728     43.4624     1.85036
           5     43.5177     43.4735     1.48032
           6     43.3758     43.4572     1.23369
           7     45.5851     43.7612     1.09426
           8     44.2672     43.8244    0.959302
           9     44.7687     43.9294    0.858432
          10     41.5998     43.6964    0.803576
          11     46.5502     43.9558    0.771267
          12     41.6627     43.7648    0.730285
          13      46.099     43.9443    0.695834
          14     42.9404     43.8726    0.649816
          15     44.5952     43.9208    0.608278
          16     43.1849     43.8748    0.571997
          17     43.8086     43.8709    0.538363
          18     46.1261     43.9962     0.52283
          19     43.0363     43.9457    0.497747
          20     41.4234     43.8195    0.488576
          21     41.5521     43.7116    0.477092
          22     42.5435     43.6585    0.458351
          23     44.1426     43.6795    0.438906
          24      45.512     43.7559    0.427207
          25     47.0476     43.8875    0.429931
          26     45.1743      43.937    0.416234
          27     40.5202     43.8105    0.419615
          28     44.5218     43.8359    0.405397
          29     44.7839     43.8686    0.392733
          30     42.8963     43.8362    0.380977
          31     45.0706      43.876    0.370763
          32     44.6059     43.8988    0.359877
          33     41.9729     43.8404    0.353672
          34     43.6281     43.8342    0.343325
          35     47.3898     43.9358    0.348222
          36     46.9424     44.0193     0.34842
          37     45.1786     44.0506    0.340409
          38     46.1703     44.1064     0.33599
          39     44.5032     44.1166    0.327529
          40     45.9163     44.1616    0.322416
          41     45.4144     44.1921    0.315997
          42     46.2829     44.2419     0.31237
          43     46.9099      44.304    0.311206
          44     43.5416     44.2866    0.304616
          45     43.4585     44.2682    0.298402
          46      44.184     44.2664     0.29192
          47     45.5293     44.2933    0.286943
          48     48.1203      44.373    0.291832
          49     46.1773     44.4098     0.28819
          50     44.3479     44.4086    0.282429
