#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.940629   -0.940629           0
           2   -0.929123   -0.934876  0.00406822
           3   -0.929699    -0.93315  0.00305635
           4    -0.93584   -0.933823  0.00236508
           5   -0.932923   -0.933643   0.0018989
           6   -0.934603   -0.933803  0.00158914
           7     -0.9366   -0.934202  0.00141148
           8   -0.933541    -0.93412  0.00123746
           9   -0.935701   -0.934295  0.00111237
          10   -0.930987   -0.933965  0.00104919
          11    -0.93772   -0.934306  0.00100783
          12    -0.93292    -0.93419 0.000930435
          13   -0.937323   -0.934431 0.000889512
          14   -0.934763   -0.934455  0.00082629
          15   -0.934411   -0.934452 0.000771209
          16   -0.932685   -0.934342 0.000730871
          17   -0.935165    -0.93439 0.000689483
          18   -0.937216   -0.934547 0.000668813
          19   -0.935547     -0.9346 0.000635678
          20   -0.931803    -0.93446 0.000619087
          21   -0.932072   -0.934346 0.000599958
          22   -0.932896    -0.93428 0.000576297
          23   -0.934285    -0.93428 0.000551241
          24   -0.936283   -0.934364 0.000534548
          25   -0.938899   -0.934545 0.000543071
          26   -0.936517   -0.934621 0.000527454
          27   -0.931776   -0.934516 0.000518337
          28   -0.934651   -0.934521 0.000499848
          29   -0.935835   -0.934566 0.000484661
          30   -0.931603   -0.934467 0.000478465
          31   -0.936941   -0.934547 0.000469641
          32   -0.934099   -0.934533 0.000455173
          33   -0.931368   -0.934437 0.000451371
          34   -0.932824    -0.93439 0.000440581
          35   -0.939379   -0.934532 0.000450463
          36   -0.938667   -0.934647 0.000452354
          37   -0.938315   -0.934746 0.000450859
          38   -0.937784   -0.934826 0.000446025
          39      -0.935    -0.93483 0.000434611
          40   -0.936789   -0.934879 0.000426496
          41   -0.935605   -0.934897 0.000416461
          42   -0.938901   -0.934993 0.000417315
          43   -0.938147   -0.935066 0.000414006
          44   -0.934597   -0.935055 0.000404734
          45   -0.934224   -0.935037 0.000396161
          46   -0.936184   -0.935062 0.000388333
          47   -0.937632   -0.935116 0.000383902
          48   -0.939979   -0.935218 0.000389039
          49   -0.936757   -0.935249 0.000382367
          50   -0.933069   -0.935205 0.000377196
