#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.504723   -0.504723           0
           2   -0.504307   -0.504515 0.000147078
           3    -0.50532   -0.504783 0.000240116
           4   -0.504877   -0.504807 0.000181239
           5   -0.504976   -0.504841 0.000148122
           6   -0.503776   -0.504663 0.000203638
           7   -0.503688   -0.504524 0.000217024
           8   -0.505029   -0.504587 0.000198883
           9   -0.504701     -0.5046  0.00017719
          10   -0.503299    -0.50447 0.000201656
          11   -0.504952   -0.504513 0.000188032
          12    -0.50432   -0.504497 0.000173052
          13   -0.504504   -0.504498 0.000159741
          14   -0.504072   -0.504467   0.0001512
          15   -0.505125   -0.504511 0.000147344
          16    -0.50432   -0.504499 0.000138619
          17   -0.505307   -0.504547 0.000138361
          18   -0.503467   -0.504487 0.000143097
          19   -0.505384   -0.504534 0.000143145
          20   -0.503035   -0.504459 0.000154376
          21   -0.505211   -0.504495 0.000151116
          22   -0.505171   -0.504526 0.000147337
          23   -0.504176    -0.50451 0.000141712
          24    -0.50432   -0.504502  0.00013603
          25   -0.504507   -0.504503 0.000130589
          26   -0.504904   -0.504518 0.000126475
          27   -0.505691   -0.504561 0.000129032
          28   -0.504037   -0.504543 0.000125775
          29   -0.503776   -0.504516 0.000124185
          30    -0.50436   -0.504511 0.000120155
          31   -0.503829   -0.504489 0.000118275
          32   -0.505331   -0.504515 0.000117466
          33   -0.504453   -0.504514 0.000113922
          34   -0.506917   -0.504584 0.000130681
          35   -0.503877   -0.504564 0.000128498
          36   -0.504112   -0.504551 0.000125541
          37   -0.504381   -0.504547 0.000122232
          38   -0.504901   -0.504556 0.000119371
          39   -0.504867   -0.504564 0.000116575
          40   -0.504509   -0.504563 0.000113669
          41   -0.504253   -0.504555 0.000111147
          42   -0.504688   -0.504558 0.000108545
          43    -0.50724   -0.504621 0.000122634
          44    -0.50508   -0.504631  0.00012029
          45   -0.505261   -0.504645 0.000118429
          46   -0.504813   -0.504649 0.000115911
          47   -0.505032   -0.504657 0.000113731
          48   -0.502376    -0.50461 0.000120883
          49   -0.503048   -0.504578 0.000122544
          50   -0.504211    -0.50457 0.000120313
