#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.23436     0.23436           0
           2    0.230402    0.232381  0.00139954
           3    0.225958     0.23024  0.00198148
           4    0.227045    0.229441  0.00163921
           5    0.228945    0.229342  0.00131437
           6    0.235306    0.230336  0.00142233
           7    0.230893    0.230416  0.00122136
           8    0.230385    0.230412   0.0010687
           9    0.231131    0.230492 0.000952933
          10    0.228555    0.230298 0.000877104
          11    0.231189    0.230379 0.000801096
          12    0.229674     0.23032 0.000736488
          13    0.231662    0.230423 0.000687032
          14    0.229952     0.23039 0.000638785
          15    0.228961    0.230294  0.00060326
          16    0.230043    0.230279 0.000565761
          17    0.229932    0.230258 0.000532847
          18    0.231212    0.230311 0.000505872
          19    0.228127    0.230196 0.000492136
          20    0.229988    0.230186 0.000467639
          21    0.229685    0.230162  0.00044598
          22    0.228847    0.230102 0.000429697
          23    0.228788    0.230045 0.000414799
          24    0.226125    0.229882 0.000428468
          25    0.226518    0.229747 0.000431941
          26    0.229836    0.229751 0.000415342
          27    0.229459     0.22974 0.000400099
          28    0.234165    0.229898 0.000415852
          29    0.231658    0.229959 0.000405918
          30    0.226681    0.229849 0.000406824
          31    0.228274    0.229799 0.000396861
          32    0.229703    0.229796  0.00038447
          33    0.231483    0.229847 0.000376206
          34    0.228799    0.229816 0.000366401
          35    0.231603    0.229867 0.000359474
          36    0.230956    0.229897 0.000350758
          37    0.232077    0.229956 0.000346192
          38    0.226474    0.229864 0.000349001
          39    0.230062     0.22987 0.000340089
          40    0.227464    0.229809 0.000336862
          41     0.22929    0.229797 0.000328884
          42    0.228349    0.229762 0.000322855
          43    0.227957     0.22972 0.000318067
          44    0.230537    0.229739 0.000311379
          45    0.229724    0.229739 0.000304459
          46    0.231539    0.229778 0.000300345
          47    0.229869     0.22978 0.000293961
          48    0.231707     0.22982 0.000290567
          49    0.228938    0.229802 0.000285194
          50    0.228413    0.229774 0.000280839
