#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0345547   0.0345547           0
           2   0.0393213    0.036938  0.00168527
           3   0.0335493   0.0358084  0.00145358
           4    0.029188   0.0341533  0.00180084
           5    0.039208   0.0351643  0.00170092
           6   0.0362347   0.0353427  0.00142676
           7    0.031904   0.0348514  0.00130477
           8   0.0331853   0.0346432  0.00115817
           9     0.03774   0.0349873  0.00107939
          10   0.0328773   0.0347763  0.00099186
          11   0.0384627   0.0351114 0.000956633
          12   0.0349107   0.0350947  0.00087706
          13   0.0360187   0.0351657 0.000812469
          14   0.0245267   0.0344058  0.00105139
          15   0.0283107   0.0339995  0.00105691
          16   0.0357733   0.0341103 0.000996648
          17   0.0284907   0.0337798 0.000991329
          18    0.035476    0.033874 0.000940723
          19   0.0305867    0.033701 0.000906983
          20   0.0313307   0.0335825 0.000869342
          21    0.026972   0.0332677 0.000883099
          22    0.034344   0.0333166 0.000844312
          23   0.0273947   0.0330591 0.000845951
          24    0.037272   0.0332347 0.000828715
          25   0.0288573   0.0330596 0.000813854
          26      0.0321   0.0330227 0.000783388
          27    0.034984   0.0330953 0.000757734
          28   0.0336547   0.0331153 0.000730935
          29   0.0373253   0.0332605 0.000720003
          30   0.0377253   0.0334093 0.000711219
          31   0.0353373   0.0334715  0.00069099
          32   0.0410213   0.0337074 0.000708532
          33   0.0328147   0.0336804 0.000687577
          34   0.0334053   0.0336723 0.000667402
          35    0.027436   0.0334941 0.000671697
          36   0.0346027   0.0335249 0.000653744
          37    0.026384   0.0333319 0.000663953
          38    0.031028   0.0332713 0.000649242
          39    0.037608   0.0333825 0.000642047
          40   0.0313253    0.033331 0.000628052
          41   0.0309627   0.0332733 0.000615385
          42   0.0388467    0.033406 0.000614874
          43   0.0330867   0.0333985 0.000600619
          44    0.028256   0.0332817 0.000598232
          45    0.036036   0.0333429 0.000588061
          46   0.0302187    0.033275 0.000579186
          47    0.024356   0.0330852 0.000597142
          48   0.0312773   0.0330475 0.000585888
          49    0.036528   0.0331186  0.00057822
          50   0.0352693   0.0331616 0.000568254
