#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.461539   -0.461539           0
           2    -0.46076   -0.461149   0.0002753
           3   -0.462208   -0.461502 0.000341621
           4   -0.462821   -0.461832 0.000383682
           5   -0.461917   -0.461849 0.000307325
           6   -0.461861   -0.461851 0.000256111
           7   -0.461069   -0.461739 0.000242655
           8   -0.463357   -0.461942 0.000284375
           9   -0.463096    -0.46207 0.000280213
          10   -0.461219   -0.461985 0.000264806
          11   -0.463163   -0.462092 0.000261488
          12   -0.461456   -0.462039 0.000245007
          13   -0.462597   -0.462082 0.000229896
          14   -0.461781    -0.46206 0.000214474
          15   -0.461448    -0.46202 0.000204025
          16   -0.462371   -0.462042  0.00019245
          17   -0.462525    -0.46207 0.000183221
          18   -0.460835   -0.462001  0.00018545
          19   -0.463056   -0.462057 0.000183809
          20   -0.460989   -0.462003 0.000182204
          21   -0.462477   -0.462026 0.000174919
          22     -0.4632   -0.462079 0.000174919
          23   -0.461411    -0.46205 0.000169713
          24   -0.461485   -0.462027 0.000164266
          25   -0.461861    -0.46202 0.000157829
          26   -0.462677   -0.462045 0.000153769
          27   -0.462757   -0.462072 0.000150317
          28   -0.461056   -0.462036 0.000149262
          29   -0.462704   -0.462059 0.000145884
          30    -0.46244   -0.462071 0.000141575
          31   -0.461901   -0.462066 0.000137114
          32   -0.462992   -0.462095  0.00013585
          33   -0.461224   -0.462068 0.000134271
          34   -0.463507   -0.462111 0.000136824
          35   -0.461448   -0.462092 0.000134218
          36   -0.462035    -0.46209 0.000130499
          37   -0.460987    -0.46206 0.000130335
          38   -0.461725   -0.462052 0.000127203
          39   -0.462744   -0.462069 0.000125175
          40   -0.461616   -0.462058 0.000122557
          41   -0.462131    -0.46206 0.000119581
          42   -0.462475    -0.46207 0.000117141
          43   -0.464259    -0.46212 0.000124991
          44   -0.461995   -0.462118 0.000122183
          45   -0.462216    -0.46212 0.000119487
          46   -0.462389   -0.462126 0.000117033
          47   -0.463008   -0.462144 0.000116039
          48   -0.461557   -0.462132 0.000114264
          49   -0.460483   -0.462099 0.000116786
          50    -0.46208   -0.462098 0.000114451
