#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.35297     1.35297           0
           2     1.34103       1.347  0.00421813
           3     1.31963     1.33788  0.00796279
           4      1.3499     1.34088  0.00651448
           5     1.34776     1.34226    0.005355
           6     1.35666     1.34466  0.00497122
           7      1.3409     1.34412  0.00428994
           8       1.389     1.34973  0.00645199
           9     1.33418       1.348  0.00596184
          10     1.33596      1.3468  0.00548589
          11     1.37005     1.34891  0.00537898
          12     1.36957     1.35063  0.00519885
          13      1.3417     1.34995  0.00484412
          14     1.33242      1.3487    0.004657
          15     1.37348     1.35035  0.00463033
          16     1.36118     1.35102  0.00439014
          17     1.36773     1.35201  0.00424047
          18     1.39938     1.35464  0.00475181
          19     1.36148       1.355  0.00451535
          20     1.38676     1.35659  0.00456028
          21     1.35397     1.35646  0.00434483
          22     1.35814     1.35654  0.00414801
          23     1.37306     1.35726  0.00402937
          24     1.39635     1.35889  0.00417782
          25      1.3272     1.35762  0.00419854
          26     1.37117     1.35814   0.0040693
          27     1.40887     1.36002  0.00433063
          28     1.34741     1.35957  0.00419933
          29      1.3661     1.35979  0.00406057
          30     1.39797     1.36107  0.00411983
          31     1.38699      1.3619  0.00407092
          32     1.37397     1.36228  0.00396113
          33     1.36256     1.36229   0.0038411
          34     1.39412     1.36322  0.00384054
          35     1.34961     1.36283  0.00375046
          36     1.38333      1.3634  0.00368924
          37      1.3591     1.36329  0.00359136
          38     1.35251       1.363  0.00350803
          39     1.33468     1.36228  0.00349245
          40     1.32482     1.36134  0.00352847
          41     1.37985     1.36179  0.00347119
          42     1.35681     1.36167  0.00339056
          43     1.40594      1.3627  0.00346448
          44     1.38197     1.36314  0.00341331
          45     1.34402     1.36272  0.00336382
          46     1.35564     1.36256  0.00329421
          47     1.37858      1.3629   0.0032417
          48      1.3997     1.36367  0.00326355
          49     1.38021     1.36401  0.00321435
          50      1.3305     1.36334  0.00321917
