#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         288    0.717192    0.783508   0.0200362
         289    0.718809    0.783284   0.0199682
         290    0.720445    0.783067   0.0199005
         291      0.7221    0.782858   0.0198332
         292    0.723771    0.782655   0.0197663
         293    0.725458     0.78246   0.0196998
         294     0.72716    0.782272   0.0196337
         295    0.728876    0.782091    0.019568
         296    0.730605    0.781917   0.0195026
         297    0.732347     0.78175   0.0194377
         298    0.734099     0.78159   0.0193731
         299    0.735862    0.781437   0.0193089
         300    0.737633    0.781291   0.0192451
         301    0.739411    0.781152   0.0191817
         302    0.741197     0.78102   0.0191186
         303    0.742989    0.780894   0.0190559
         304    0.744786    0.780775   0.0189936
         305    0.746585    0.780663   0.0189317
         306    0.748387    0.780558   0.0188701
         307    0.750189    0.780459   0.0188089
         308    0.751993    0.780367   0.0187481
         309    0.753796    0.780281   0.0186876
         310    0.755597    0.780201   0.0186275
         311    0.757395    0.780128   0.0185677
         312    0.759188     0.78006   0.0185083
         313    0.760975    0.779999   0.0184493
         314    0.762756    0.779945   0.0183906
         315     0.76453    0.779896   0.0183323
         316    0.766295    0.779853   0.0182743
         317     0.76805    0.779815   0.0182167
         318    0.769795    0.779784   0.0181595
         319    0.771528    0.779758   0.0181026
         320    0.773248    0.779738    0.018046
         321    0.774955    0.779723   0.0179898
         322    0.776648    0.779713   0.0179339
         323    0.778324    0.779709   0.0178784
         324    0.779982     0.77971   0.0178232
         325    0.781624    0.779716   0.0177684
         326    0.783247    0.779726   0.0177139
         327    0.784851    0.779742   0.0176597
         328    0.786433    0.779763   0.0176059
         329    0.787994    0.779788   0.0175524
         330    0.789532    0.779817   0.0174992
         331    0.791047    0.779851   0.0174464
         332    0.792538    0.779889   0.0173939
         333    0.794002    0.779932   0.0173417
         334     0.79544    0.779978   0.0172898
         335    0.796852    0.780028   0.0172383
         336    0.798235    0.780083   0.0171871
         337     0.79959     0.78014   0.0171362
         338    0.800917    0.780202   0.0170856
         339    0.802214    0.780267   0.0170353
         340     0.80348    0.780335   0.0169854
         341    0.804715    0.780407   0.0169357
         342    0.805917    0.780481   0.0168863
         343    0.807087    0.780559   0.0168373
         344    0.808223    0.780639   0.0167885
         345    0.809327    0.780722   0.0167401
         346    0.810396    0.780808   0.0166919
         347    0.811431    0.780896    0.016644
         348     0.81243    0.780987   0.0165965
         349    0.813395     0.78108   0.0165492
         350    0.814325    0.781175   0.0165022
         351    0.815219    0.781272   0.0164554
         352    0.816077    0.781371    0.016409
         353    0.816898    0.781471   0.0163628
         354    0.817682    0.781574   0.0163169
         355     0.81843    0.781677   0.0162713
         356    0.819141    0.781783   0.0162259
         357    0.819814    0.781889   0.0161808
         358     0.82045    0.781997    0.016136
         359     0.82105    0.782106   0.0160914
         360    0.821612    0.782215   0.0160471
         361    0.822137    0.782326    0.016003
         362    0.822625    0.782437   0.0159592
         363    0.823075    0.782549   0.0159156
         364    0.823489    0.782662   0.0158723
         365    0.823866    0.782775   0.0158292
         366    0.824207    0.782888   0.0157863
         367    0.824511    0.783001   0.0157437
         368    0.824778    0.783115   0.0157014
         369     0.82501    0.783228   0.0156592
         370    0.825208    0.783342   0.0156173
         371    0.825371    0.783455   0.0155756
         372    0.825499    0.783568   0.0155342
         373    0.825593    0.783681   0.0154929
         374    0.825654    0.783793   0.0154519
         375    0.825681    0.783905   0.0154111
         376    0.825676    0.784016   0.0153705
         377    0.825639    0.784126   0.0153301
         378    0.825572    0.784236     0.01529
         379    0.825472    0.784345     0.01525
         380    0.825342    0.784453   0.0152103
         381    0.825181    0.784559   0.0151707
         382    0.824991    0.784665   0.0151314
         383     0.82477     0.78477   0.0150922
         384    0.824521    0.784874   0.0150533
         385    0.824243    0.784976   0.0150145
         386    0.823937    0.785077    0.014976
         387    0.823604    0.785176   0.0149376
         388    0.823245    0.785274   0.0148994
         389    0.822858    0.785371   0.0148614
         390    0.822444    0.785466   0.0148236
         391    0.822004     0.78556    0.014786
         392    0.821538    0.785651   0.0147486
         393    0.821047    0.785741   0.0147113
         394    0.820531     0.78583   0.0146743
         395     0.81999    0.785916   0.0146374
         396    0.819426    0.786001   0.0146007
         397    0.818839    0.786083   0.0145641
         398    0.818228    0.786164   0.0145277
         399    0.817595    0.786243   0.0144915
         400    0.816939     0.78632   0.0144555
         401    0.816263    0.786394   0.0144197
         402    0.815566    0.786467    0.014384
         403    0.814847    0.786537   0.0143485
         404    0.814108    0.786606   0.0143131
         405    0.813348    0.786672   0.0142779
         406    0.812568    0.786735   0.0142429
         407    0.811768    0.786797    0.014208
         408    0.810949    0.786856   0.0141733
         409     0.81011    0.786913   0.0141388
         410    0.809253    0.786968   0.0141044
         411     0.80838     0.78702   0.0140702
         412     0.80749    0.787069   0.0140361
         413    0.806584    0.787117   0.0140022
         414     0.80566    0.787161   0.0139685
         415    0.804721    0.787204   0.0139349
         416    0.803765    0.787243   0.0139014
         417    0.802794    0.787281   0.0138681
         418    0.801807    0.787316    0.013835
         419    0.800806    0.787348    0.013802
         420     0.79979    0.787377   0.0137692
         421    0.798761    0.787404   0.0137365
         422    0.797717    0.787429    0.013704
         423     0.79666    0.787451   0.0136716
         424     0.79559     0.78747   0.0136394
         425    0.794507    0.787486   0.0136073
         426    0.793411      0.7875   0.0135754
         427    0.792302    0.787512   0.0135436
         428    0.791182     0.78752   0.0135119
         429    0.790053    0.787526   0.0134804
         430    0.788915    0.787529   0.0134491
         431    0.787768     0.78753   0.0134179
         432     0.78661    0.787528   0.0133868
         433    0.785444    0.787523   0.0133559
         434     0.78427    0.787515   0.0133251
         435    0.783088    0.787505   0.0132945
         436    0.781898    0.787492    0.013264
         437    0.780703    0.787477   0.0132337
         438    0.779502    0.787459   0.0132035
         439    0.778296    0.787438   0.0131734
         440    0.777087    0.787414   0.0131435
         441    0.775875    0.787388   0.0131137
         442    0.774659    0.787359   0.0130841
         443    0.773442    0.787328   0.0130546
         444    0.772223    0.787294   0.0130252
         445    0.771003    0.787257    0.012996
         446    0.769783    0.787218   0.0129669
         447    0.768565    0.787176    0.012938
         448    0.767349    0.787132   0.0129092
         449    0.766137    0.787085   0.0128805
         450    0.764928    0.787036    0.012852
         451    0.763723    0.786984   0.0128236
         452    0.762524     0.78693   0.0127953
         453    0.761332    0.786874   0.0127672
         454    0.760148    0.786815   0.0127392
         455    0.758972    0.786754   0.0127114
         456    0.757804     0.78669   0.0126837
         457    0.756647    0.786624   0.0126561
         458      0.7555    0.786556   0.0126286
         459    0.754365    0.786486   0.0126013
         460    0.753243    0.786414   0.0125741
         461    0.752137     0.78634   0.0125471
         462    0.751045    0.786263   0.0125201
         463    0.749969    0.786185   0.0124933
         464    0.748909    0.786105   0.0124667
         465    0.747867    0.786022   0.0124401
         466    0.746842    0.785938   0.0124137
         467    0.745837    0.785852   0.0123874
         468    0.744852    0.785765   0.0123613
         469    0.743888    0.785676   0.0123353
         470    0.742946    0.785585   0.0123093
         471    0.742027    0.785492   0.0122836
         472    0.741131    0.785398   0.0122579
         473    0.740259    0.785303   0.0122323
         474    0.739411    0.785206   0.0122069
         475    0.738588    0.785108   0.0121816
         476    0.737791    0.785008   0.0121564
         477    0.737021    0.784908   0.0121314
         478    0.736278    0.784806   0.0121064
         479    0.735563    0.784703   0.0120816
         480    0.734876    0.784599   0.0120568
         481    0.734219    0.784495   0.0120322
         482     0.73359    0.784389   0.0120077
         483    0.732992    0.784283   0.0119833
         484    0.732425    0.784175   0.0119591
         485    0.731889    0.784068   0.0119349
         486    0.731383    0.783959   0.0119108
         487    0.730909     0.78385   0.0118869
         488    0.730465    0.783741    0.011863
         489    0.730053    0.783631   0.0118393
         490    0.729673    0.783521   0.0118156
         491    0.729325    0.783411   0.0117921
         492     0.72901      0.7833   0.0117686
         493    0.728728    0.783189   0.0117453
         494    0.728479    0.783079    0.011722
         495    0.728263    0.782968   0.0116989
         496    0.728082    0.782857   0.0116758
         497    0.727934    0.782747   0.0116528
         498    0.727821    0.782636   0.0116299
         499    0.727743    0.782526   0.0116072
         500    0.727699    0.782417   0.0115845
         501     0.72769    0.782308   0.0115619
         502    0.727716    0.782199   0.0115393
         503    0.727776    0.782091   0.0115169
         504    0.727872    0.781983   0.0114946
         505    0.728002    0.781876   0.0114723
         506    0.728168     0.78177   0.0114501
         507     0.72837    0.781665    0.011428
         508    0.728608     0.78156    0.011406
         509    0.728881    0.781457    0.011384
         510    0.729189    0.781354   0.0113622
         511    0.729534    0.781253   0.0113404
         512    0.729916    0.781153   0.0113187
         513    0.730336    0.781054   0.0112971
         514    0.730792    0.780956   0.0112755
         515    0.731285    0.780859    0.011254
         516    0.731814    0.780764   0.0112326
         517    0.732381    0.780671   0.0112113
         518    0.732985    0.780579     0.01119
         519    0.733627    0.780488   0.0111688
         520    0.734304    0.780399   0.0111477
         521    0.735018    0.780312   0.0111266
         522    0.735767    0.780227   0.0111057
         523    0.736551    0.780143   0.0110847
         524    0.737371    0.780062   0.0110639
         525    0.738225    0.779982   0.0110431
         526    0.739115    0.779904   0.0110224
         527    0.740038    0.779829   0.0110017
         528    0.740996    0.779755   0.0109811
         529    0.741988    0.779684   0.0109606
         530    0.743012    0.779615   0.0109401
         531    0.744068    0.779548   0.0109197
         532    0.745157    0.779483   0.0108994
         533    0.746277    0.779421   0.0108791
         534    0.747427    0.779361   0.0108589
         535    0.748606    0.779303   0.0108388
         536    0.749814    0.779248   0.0108187
         537    0.751049    0.779196   0.0107987
         538    0.752309    0.779146   0.0107787
         539    0.753594    0.779098   0.0107588
         540    0.754902    0.779054    0.010739
         541    0.756232    0.779011   0.0107192
         542    0.757582    0.778972   0.0106995
         543    0.758951    0.778935   0.0106799
         544    0.760338    0.778901   0.0106603
         545    0.761741    0.778869   0.0106408
         546    0.763158    0.778841   0.0106213
         547     0.76459    0.778814    0.010602
         548    0.766032    0.778791   0.0105826
         549    0.767483    0.778771   0.0105634
         550    0.768941    0.778753   0.0105442
         551    0.770406    0.778738   0.0105251
         552    0.771873    0.778725    0.010506
         553    0.773342    0.778715    0.010487
         554    0.774811    0.778708   0.0104681
         555    0.776278    0.778704   0.0104492
         556    0.777742    0.778702   0.0104304
         557    0.779202    0.778703   0.0104117
         558    0.780654    0.778707    0.010393
         559    0.782098    0.778713   0.0103745
         560     0.78353    0.778721   0.0103559
         561     0.78495    0.778732   0.0103375
         562    0.786356    0.778746   0.0103191
         563    0.787746    0.778762   0.0103008
         564     0.78912     0.77878   0.0102825
         565    0.790474    0.778801   0.0102644
         566    0.791807    0.778824   0.0102462
         567    0.793118    0.778849   0.0102282
         568    0.794407    0.778877   0.0102102
         569    0.795672    0.778906   0.0101923
         570    0.796912    0.778938   0.0101745
         571    0.798124    0.778971   0.0101567
         572     0.79931    0.779007    0.010139
         573    0.800467    0.779044   0.0101214
         574    0.801595    0.779084   0.0101039
         575    0.802695    0.779125   0.0100864
         576    0.803764    0.779167    0.010069
         577    0.804802    0.779212   0.0100516
         578    0.805809    0.779258   0.0100343
         579    0.806785    0.779305   0.0100171
         580    0.807729    0.779354  0.00999995
         581    0.808641    0.779405  0.00998286
         582    0.809522    0.779457  0.00996584
         583     0.81037     0.77951  0.00994889
         584    0.811187    0.779564    0.009932
         585    0.811974    0.779619  0.00991518
         586    0.812731    0.779676  0.00989842
         587    0.813457    0.779733  0.00988172
         588    0.814153    0.779792  0.00986509
         589    0.814819    0.779851  0.00984852
         590    0.815456    0.779912  0.00983201
         591    0.816064    0.779973  0.00981557
         592    0.816644    0.780035  0.00979918
         593    0.817197    0.780097  0.00978286
         594    0.817724    0.780161   0.0097666
         595    0.818227    0.780225  0.00975039
         596    0.818706    0.780289  0.00973424
         597    0.819161    0.780354  0.00971816
         598    0.819595     0.78042  0.00970213
         599    0.820008    0.780486  0.00968616
         600    0.820401    0.780553  0.00967024
         601    0.820776     0.78062  0.00965438
         602    0.821134    0.780687  0.00963858
         603    0.821475    0.780754  0.00962283
         604    0.821801    0.780822  0.00960714
         605    0.822113    0.780891   0.0095915
         606    0.822412    0.780959  0.00957592
         607      0.8227    0.781028  0.00956039
         608    0.822978    0.781097  0.00954492
         609    0.823246    0.781166  0.00952949
         610    0.823506    0.781236  0.00951412
         611    0.823757    0.781305  0.00949881
         612    0.824001    0.781375  0.00948354
         613     0.82424    0.781445  0.00946833
         614    0.824474    0.781515  0.00945317
         615    0.824704    0.781585  0.00943806
         616    0.824932    0.781656    0.009423
         617    0.825159    0.781726  0.00940799
         618    0.825385    0.781797  0.00939303
         619    0.825611    0.781867  0.00937812
         620    0.825838    0.781938  0.00936327
         621    0.826066    0.782009  0.00934846
         622    0.826296    0.782081   0.0093337
         623    0.826528    0.782152  0.00931899
         624    0.826765    0.782224  0.00930433
         625    0.827006    0.782295  0.00928972
         626    0.827253    0.782367  0.00927516
         627    0.827505    0.782439  0.00926064
         628    0.827765    0.782511  0.00924618
         629    0.828031    0.782584  0.00923176
         630    0.828305    0.782656  0.00921739
         631    0.828588    0.782729  0.00920307
         632    0.828879    0.782802   0.0091888
         633    0.829179    0.782875  0.00917458
         634    0.829488    0.782949   0.0091604
         635    0.829808    0.783022  0.00914627
         636    0.830139    0.783097  0.00913219
         637     0.83048    0.783171  0.00911816
         638    0.830833    0.783246  0.00910417
         639    0.831196    0.783321  0.00909023
         640    0.831571    0.783396  0.00907634
         641    0.831957    0.783472   0.0090625
         642    0.832356    0.783548   0.0090487
         643    0.832766    0.783625  0.00903495
         644    0.833188    0.783701  0.00902125
         645    0.833622    0.783779   0.0090076
         646    0.834069    0.783857  0.00899399
         647    0.834528    0.783935  0.00898043
         648       0.835    0.784014  0.00896692
         649    0.835483    0.784093  0.00895345
         650    0.835978    0.784173  0.00894003
         651    0.836484    0.784253  0.00892666
         652    0.837001    0.784334  0.00891334
         653    0.837529    0.784416  0.00890006
         654    0.838066    0.784498  0.00888683
         655    0.838614     0.78458  0.00887365
         656    0.839171    0.784664  0.00886051
         657    0.839736    0.784747  0.00884742
         658    0.840309    0.784832  0.00883438
         659     0.84089    0.784917  0.00882138
         660    0.841479    0.785003  0.00880843
         661    0.842076    0.785089  0.00879553
         662    0.842678    0.785176  0.00878267
         663    0.843285    0.785264  0.00876986
         664    0.843895    0.785352   0.0087571
         665    0.844508    0.785441  0.00874438
         666    0.845123     0.78553  0.00873171
         667    0.845738    0.785621  0.00871909
         668    0.846354    0.785712  0.00870651
         669     0.84697    0.785803  0.00869398
         670    0.847583    0.785895  0.00868149
         671    0.848192    0.785988  0.00866905
         672    0.848798    0.786082  0.00865665
         673    0.849399    0.786176   0.0086443
         674    0.849993    0.786271  0.00863199
         675    0.850581    0.786366  0.00861973
         676     0.85116    0.786462  0.00860751
         677     0.85173    0.786558  0.00859534
         678     0.85229    0.786655  0.00858321
         679    0.852839    0.786752  0.00857112
         680    0.853375     0.78685  0.00855907
         681    0.853896    0.786949  0.00854707
         682    0.854402    0.787048  0.00853511
         683    0.854893    0.787147  0.00852319
         684    0.855367    0.787247  0.00851132
         685    0.855824    0.787347  0.00849948
         686    0.856262    0.787447  0.00848768
         687    0.856682    0.787548  0.00847593
         688    0.857082    0.787649  0.00846421
         689    0.857461    0.787751  0.00845253
         690     0.85782    0.787852  0.00844089
         691    0.858156    0.787954  0.00842929
         692    0.858468    0.788056  0.00841772
         693    0.858757    0.788158   0.0084062
         694    0.859023     0.78826   0.0083947
         695    0.859266    0.788362  0.00838325
         696    0.859483    0.788464  0.00837182
         697    0.859675    0.788566  0.00836044
         698    0.859843    0.788669  0.00834908
         699    0.859983    0.788771  0.00833776
         700    0.860097    0.788872  0.00832647
         701    0.860184    0.788974  0.00831522
         702    0.860243    0.789076  0.00830399
         703    0.860275    0.789177   0.0082928
         704    0.860278    0.789278  0.00828163
         705    0.860255    0.789379   0.0082705
         706    0.860205    0.789479  0.00825939
         707    0.860128    0.789579  0.00824831
         708    0.860023    0.789678  0.00823726
         709     0.85989    0.789777  0.00822624
         710     0.85973    0.789876  0.00821524
         711    0.859542    0.789974  0.00820427
         712    0.859327    0.790071  0.00819333
         713    0.859084    0.790168  0.00818241
         714    0.858814    0.790264  0.00817151
         715    0.858517     0.79036  0.00816064
         716    0.858193    0.790454   0.0081498
         717    0.857843    0.790548  0.00813897
         718    0.857468    0.790642  0.00812817
         719    0.857067    0.790734  0.00811739
         720    0.856641    0.790826  0.00810663
         721    0.856189    0.790916  0.00809589
         722    0.855713    0.791006  0.00808518
         723    0.855213    0.791095  0.00807448
         724    0.854689    0.791183  0.00806381
         725    0.854141    0.791269  0.00805315
         726     0.85357    0.791355  0.00804252
         727    0.852978     0.79144   0.0080319
         728    0.852365    0.791524  0.00802131
         729    0.851729    0.791606  0.00801073
         730    0.851072    0.791688  0.00800017
         731    0.850394    0.791768  0.00798963
         732    0.849695    0.791847   0.0079791
         733    0.848976    0.791925   0.0079686
         734    0.848239    0.792002  0.00795811
         735    0.847482    0.792077  0.00794764
         736    0.846707    0.792152  0.00793719
