#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         429    -6.63013    -6.63286   0.0207868
         430    -6.62873    -6.63285   0.0207384
         431    -6.62699    -6.63284   0.0206903
         432    -6.62524    -6.63282   0.0206424
         433    -6.62381     -6.6328   0.0205948
         434    -6.62203    -6.63277   0.0205473
         435    -6.62025    -6.63275   0.0205001
         436    -6.61878    -6.63271   0.0204531
         437    -6.61633    -6.63268   0.0204064
         438    -6.61517    -6.63264   0.0203598
         439      -6.614    -6.63259   0.0203135
         440    -6.61154    -6.63255   0.0202674
         441    -6.61004    -6.63249   0.0202215
         442    -6.60821    -6.63244   0.0201758
         443    -6.60638    -6.63238   0.0201303
         444    -6.60455    -6.63232   0.0200851
         445     -6.6024    -6.63225   0.0200401
         446    -6.60025    -6.63218   0.0199953
         447    -6.59907     -6.6321   0.0199507
         448    -6.59693    -6.63203   0.0199063
         449    -6.59511    -6.63194   0.0198621
         450    -6.59298    -6.63186   0.0198182
         451    -6.59216    -6.63177   0.0197744
         452    -6.59102    -6.63168   0.0197309
         453    -6.58924    -6.63159   0.0196876
         454    -6.58715    -6.63149   0.0196444
         455    -6.58572    -6.63139   0.0196015
         456    -6.58334    -6.63128   0.0195588
         457    -6.58194    -6.63117   0.0195163
         458    -6.58056    -6.63106    0.019474
         459    -6.57856    -6.63095   0.0194319
         460     -6.5769    -6.63083     0.01939
         461    -6.57494    -6.63071   0.0193484
         462    -6.57332    -6.63059   0.0193069
         463    -6.57173    -6.63046   0.0192656
         464    -6.57049    -6.63033   0.0192245
         465    -6.56831     -6.6302   0.0191836
         466     -6.5668    -6.63006   0.0191429
         467    -6.56597    -6.62992   0.0191024
         468    -6.56452    -6.62978   0.0190621
         469    -6.56343    -6.62964    0.019022
         470    -6.56238     -6.6295   0.0189821
         471    -6.56168    -6.62935   0.0189423
         472     -6.5607    -6.62921   0.0189028
         473    -6.55943    -6.62906   0.0188634
         474    -6.55819    -6.62891   0.0188242
         475      -6.557    -6.62876   0.0187851
         476    -6.55519    -6.62861   0.0187463
         477    -6.55376    -6.62845   0.0187077
         478    -6.55204    -6.62829   0.0186692
         479    -6.55068    -6.62813   0.0186309
         480    -6.55002    -6.62796   0.0185928
         481     -6.5494     -6.6278   0.0185549
         482     -6.5485    -6.62764   0.0185171
         483      -6.547    -6.62747   0.0184796
         484    -6.54588     -6.6273   0.0184421
         485    -6.54512    -6.62713   0.0184049
