#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        5824     9.79624     9.65386  0.00845052
        5825     9.79602     9.65389   0.0084491
        5826     9.79456     9.65391  0.00844768
        5827     9.79185     9.65394  0.00844627
        5828        9.79     9.65396  0.00844485
        5829     9.78476     9.65398  0.00844343
        5830     9.77967       9.654  0.00844201
        5831     9.77684     9.65403  0.00844059
        5832     9.77275     9.65405  0.00843917
        5833     9.76739     9.65406  0.00843774
        5834     9.76078     9.65408  0.00843632
        5835     9.75363      9.6541  0.00843489
        5836     9.74594     9.65412  0.00843346
        5837     9.73772     9.65413  0.00843202
        5838     9.72968     9.65414  0.00843059
        5839     9.72115     9.65415  0.00842915
        5840     9.71141     9.65416  0.00842772
        5841     9.70192     9.65417  0.00842628
        5842     9.69337     9.65418  0.00842484
        5843     9.68369     9.65418   0.0084234
        5844     9.67288     9.65419  0.00842196
        5845     9.66168     9.65419  0.00842052
        5846     9.65011     9.65419  0.00841907
        5847     9.63749     9.65419  0.00841764
        5848     9.62456     9.65418   0.0084162
        5849     9.61133     9.65417  0.00841476
        5850     9.59784     9.65416  0.00841333
        5851     9.58341     9.65415   0.0084119
        5852      9.5702     9.65414  0.00841047
        5853     9.55681     9.65412  0.00840905
        5854     9.54258      9.6541  0.00840764
        5855     9.52895     9.65408  0.00840623
        5856     9.51524     9.65406  0.00840483
        5857      9.5022     9.65403  0.00840343
        5858     9.48844       9.654  0.00840205
        5859     9.47611     9.65397  0.00840067
        5860     9.46172     9.65394   0.0083993
        5861     9.44741      9.6539  0.00839794
        5862     9.43392     9.65387  0.00839659
        5863     9.42058     9.65383  0.00839525
        5864     9.40811     9.65378  0.00839392
        5865     9.39443     9.65374  0.00839261
        5866     9.38098     9.65369  0.00839131
        5867     9.36638     9.65364  0.00839002
        5868     9.35346     9.65359  0.00838875
        5869     9.34156     9.65354  0.00838749
        5870      9.3307     9.65349  0.00838624
        5871     9.32019     9.65343    0.008385
        5872     9.30794     9.65337  0.00838378
        5873     9.29749     9.65331  0.00838257
        5874     9.28746     9.65325  0.00838138
        5875     9.27716     9.65318  0.00838019
        5876       9.268     9.65312  0.00837902
        5877     9.26072     9.65305  0.00837786
        5878     9.25181     9.65298  0.00837672
        5879     9.24408     9.65291  0.00837558
        5880     9.23545     9.65284  0.00837446
        5881     9.23156     9.65277  0.00837334
        5882     9.22536      9.6527  0.00837223
        5883     9.21969     9.65262  0.00837113
        5884     9.21597     9.65255  0.00837004
        5885     9.21067     9.65247  0.00836895
        5886     9.20663      9.6524  0.00836787
        5887     9.20242     9.65232   0.0083668
        5888     9.19948     9.65225  0.00836573
        5889     9.19708     9.65217  0.00836467
        5890     9.19736     9.65209  0.00836361
        5891     9.19607     9.65201  0.00836254
        5892     9.19535     9.65194  0.00836148
        5893     9.19588     9.65186  0.00836042
        5894     9.19555     9.65178  0.00835936
        5895      9.1986      9.6517   0.0083583
        5896     9.20007     9.65163  0.00835723
        5897     9.20207     9.65155  0.00835616
        5898     9.20602     9.65148  0.00835509
        5899     9.20839      9.6514  0.00835401
        5900     9.21057     9.65133  0.00835293
        5901     9.21539     9.65125  0.00835184
        5902     9.22001     9.65118  0.00835074
        5903     9.22584     9.65111  0.00834964
        5904     9.23146     9.65104  0.00834853
        5905     9.23827     9.65097  0.00834741
        5906     9.24486      9.6509  0.00834628
        5907     9.25122     9.65083  0.00834514
        5908     9.25874     9.65076  0.00834399
        5909     9.26601      9.6507  0.00834283
        5910     9.27584     9.65063  0.00834166
        5911      9.2854     9.65057  0.00834048
        5912     9.29608     9.65051  0.00833928
        5913     9.30576     9.65045  0.00833808
        5914     9.31585      9.6504  0.00833686
        5915     9.32633     9.65034  0.00833563
        5916     9.33719     9.65029  0.00833439
        5917     9.34771     9.65024  0.00833314
        5918      9.3593     9.65019  0.00833187
        5919     9.37195     9.65014   0.0083306
        5920     9.38351      9.6501  0.00832931
        5921     9.39611     9.65006  0.00832802
        5922     9.40903     9.65001  0.00832671
        5923     9.42225     9.64998  0.00832539
        5924     9.43576     9.64994  0.00832407
        5925     9.44955     9.64991  0.00832273
        5926      9.4629     9.64987  0.00832138
        5927     9.47864     9.64985  0.00832003
        5928     9.49321     9.64982  0.00831867
        5929     9.50731      9.6498   0.0083173
        5930     9.52165     9.64977  0.00831593
        5931     9.53691     9.64975  0.00831455
        5932     9.55308     9.64974  0.00831316
        5933     9.57086     9.64972  0.00831177
        5934     9.58671     9.64971  0.00831038
        5935     9.60133     9.64971  0.00830898
        5936     9.61612      9.6497  0.00830758
        5937     9.63318      9.6497  0.00830618
        5938      9.6504      9.6497  0.00830478
        5939     9.66775      9.6497  0.00830339
        5940     9.68524     9.64971  0.00830199
        5941     9.70144     9.64972   0.0083006
        5942     9.71846     9.64973  0.00829921
        5943     9.73558     9.64974  0.00829782
        5944     9.75209     9.64976  0.00829645
        5945      9.7708     9.64978  0.00829508
        5946     9.78889      9.6498  0.00829371
        5947     9.80634     9.64983  0.00829236
        5948     9.82315     9.64986  0.00829102
        5949     9.84071     9.64989  0.00828969
        5950     9.85761     9.64993  0.00828837
        5951     9.87525     9.64996  0.00828706
        5952     9.89291        9.65  0.00828577
        5953     9.91129     9.65005  0.00828449
        5954     9.92897     9.65009  0.00828323
        5955     9.94736     9.65014  0.00828199
        5956     9.96502      9.6502  0.00828077
        5957     9.98126     9.65025  0.00827957
        5958     9.99886     9.65031  0.00827839
        5959      10.015     9.65037  0.00827722
        5960     10.0332     9.65044  0.00827608
        5961       10.05      9.6505  0.00827497
        5962     10.0666     9.65057  0.00827387
        5963     10.0825     9.65065   0.0082728
        5964     10.1004     9.65072  0.00827176
        5965     10.1181      9.6508  0.00827074
        5966     10.1358     9.65088  0.00826976
        5967     10.1526     9.65097   0.0082688
        5968     10.1692     9.65105  0.00826787
        5969     10.1864     9.65114  0.00826697
        5970     10.2035     9.65123   0.0082661
        5971      10.221     9.65133  0.00826527
        5972     10.2369     9.65143  0.00826447
        5973     10.2526     9.65153   0.0082637
        5974      10.268     9.65163  0.00826296
        5975     10.2825     9.65174  0.00826225
        5976     10.2975     9.65185  0.00826157
        5977     10.3135     9.65196  0.00826093
        5978     10.3272     9.65207  0.00826032
        5979     10.3405     9.65218  0.00825974
        5980     10.3549      9.6523   0.0082592
        5981     10.3682     9.65242  0.00825868
        5982     10.3811     9.65254   0.0082582
        5983     10.3951     9.65267  0.00825775
        5984     10.4073     9.65279  0.00825734
        5985     10.4204     9.65292  0.00825695
        5986     10.4317     9.65305   0.0082566
        5987     10.4418     9.65318  0.00825627
        5988     10.4521     9.65332  0.00825597
        5989     10.4619     9.65345  0.00825569
        5990      10.472     9.65359  0.00825545
        5991     10.4808     9.65373  0.00825522
        5992     10.4904     9.65387  0.00825503
        5993     10.4967     9.65401  0.00825485
        5994     10.5052     9.65415  0.00825469
        5995     10.5124     9.65429  0.00825456
        5996     10.5182     9.65444  0.00825444
        5997     10.5235     9.65458  0.00825433
        5998     10.5281     9.65473  0.00825424
        5999     10.5313     9.65487  0.00825416
        6000     10.5346     9.65502  0.00825408
        6001     10.5365     9.65517  0.00825402
        6002     10.5391     9.65531  0.00825395
        6003     10.5403     9.65546   0.0082539
        6004     10.5415     9.65561  0.00825384
        6005     10.5392     9.65576  0.00825378
        6006     10.5382      9.6559  0.00825371
        6007     10.5365     9.65605  0.00825364
        6008     10.5341      9.6562  0.00825356
        6009     10.5303     9.65634  0.00825347
        6010     10.5264     9.65649  0.00825336
        6011     10.5218     9.65663  0.00825324
        6012     10.5165     9.65677  0.00825311
        6013     10.5111     9.65691  0.00825296
        6014     10.5043     9.65706  0.00825279
        6015     10.4961     9.65719   0.0082526
        6016     10.4872     9.65733  0.00825238
        6017     10.4775     9.65747  0.00825213
        6018     10.4672      9.6576  0.00825186
        6019     10.4569     9.65774  0.00825156
        6020     10.4466     9.65787  0.00825123
        6021     10.4349       9.658  0.00825087
        6022     10.4233     9.65812  0.00825047
        6023     10.4111     9.65825  0.00825005
        6024     10.3976     9.65837   0.0082496
        6025     10.3827     9.65849   0.0082491
        6026      10.368     9.65861  0.00824857
        6027      10.352     9.65872  0.00824801
        6028     10.3361     9.65884   0.0082474
        6029     10.3198     9.65895  0.00824676
        6030      10.303     9.65905  0.00824609
        6031     10.2842     9.65916  0.00824537
        6032     10.2665     9.65926  0.00824462
        6033     10.2497     9.65936  0.00824384
        6034     10.2311     9.65945  0.00824301
        6035     10.2114     9.65954  0.00824215
        6036     10.1928     9.65963  0.00824126
        6037     10.1725     9.65972  0.00824034
        6038     10.1525      9.6598  0.00823937
        6039     10.1323     9.65987  0.00823838
        6040     10.1126     9.65995  0.00823736
        6041     10.0919     9.66002  0.00823631
        6042      10.071     9.66009  0.00823522
        6043     10.0493     9.66015  0.00823411
        6044     10.0288     9.66021  0.00823298
        6045     10.0083     9.66027  0.00823182
        6046      9.9855     9.66033  0.00823063
        6047     9.96408     9.66038  0.00822942
        6048      9.9412     9.66042  0.00822819
        6049     9.91903     9.66047  0.00822694
        6050     9.89757      9.6605  0.00822568
        6051     9.87686     9.66054  0.00822439
        6052      9.8555     9.66057   0.0082231
        6053     9.83211      9.6606  0.00822179
        6054     9.81095     9.66063  0.00822047
        6055     9.79062     9.66065  0.00821914
        6056     9.76974     9.66067   0.0082178
        6057     9.74973     9.66068  0.00821646
        6058     9.72921     9.66069  0.00821511
        6059      9.7082      9.6607  0.00821376
        6060     9.68601      9.6607   0.0082124
        6061     9.66689      9.6607  0.00821105
        6062     9.64733      9.6607  0.00820969
        6063     9.62735      9.6607  0.00820834
        6064     9.60838     9.66069  0.00820699
        6065     9.59043     9.66068  0.00820565
        6066     9.57211     9.66066  0.00820431
        6067     9.55484     9.66064  0.00820297
        6068     9.53653     9.66062  0.00820165
        6069     9.52001      9.6606  0.00820033
        6070     9.50317     9.66057  0.00819902
        6071     9.48603     9.66055  0.00819772
        6072     9.47142     9.66051  0.00819643
        6073     9.45511     9.66048  0.00819515
        6074     9.44135     9.66045  0.00819388
        6075     9.42732     9.66041  0.00819262
        6076     9.41305     9.66037  0.00819137
        6077     9.39924     9.66032  0.00819014
        6078      9.3845     9.66028  0.00818892
        6079     9.37164     9.66023  0.00818771
        6080     9.35787     9.66018  0.00818651
        6081      9.3467     9.66013  0.00818533
        6082     9.33533     9.66008  0.00818415
        6083     9.32447     9.66002    0.008183
        6084     9.31413     9.65996  0.00818185
        6085     9.30288      9.6599  0.00818071
        6086     9.29357     9.65984  0.00817959
        6087     9.28478     9.65978  0.00817848
        6088     9.27581     9.65972  0.00817738
        6089     9.26878     9.65966  0.00817629
        6090     9.26158     9.65959  0.00817521
        6091     9.25631     9.65952  0.00817413
        6092     9.24946     9.65946  0.00817307
        6093     9.24385     9.65939  0.00817201
        6094     9.23806     9.65932  0.00817096
        6095      9.2328     9.65925  0.00816992
        6096     9.22948     9.65918  0.00816889
        6097     9.22527     9.65911  0.00816786
        6098     9.22229     9.65904  0.00816683
        6099     9.22124     9.65896  0.00816581
        6100     9.21929     9.65889  0.00816479
        6101     9.21855     9.65882  0.00816377
        6102     9.21761     9.65875  0.00816275
        6103     9.21646     9.65868  0.00816173
        6104      9.2172      9.6586  0.00816072
        6105     9.21702     9.65853   0.0081597
        6106     9.21801     9.65846  0.00815868
        6107     9.21876     9.65839  0.00815767
        6108     9.22138     9.65832  0.00815664
        6109     9.22303     9.65824  0.00815562
        6110     9.22652     9.65817  0.00815459
        6111     9.22903      9.6581  0.00815356
        6112     9.23195     9.65803  0.00815252
        6113     9.23598     9.65796  0.00815148
        6114     9.23899      9.6579  0.00815044
        6115      9.2445     9.65783  0.00814938
        6116     9.24967     9.65776  0.00814832
        6117      9.2552      9.6577  0.00814726
        6118     9.26106     9.65763  0.00814618
        6119     9.26796     9.65757   0.0081451
        6120     9.27164      9.6575  0.00814402
        6121     9.27845     9.65744  0.00814292
        6122     9.28553     9.65738  0.00814182
        6123     9.29289     9.65732   0.0081407
        6124     9.30051     9.65726  0.00813958
        6125     9.30836     9.65721  0.00813845
        6126     9.31644     9.65715  0.00813732
        6127     9.32403      9.6571  0.00813617
        6128     9.33463     9.65704  0.00813501
        6129      9.3433     9.65699  0.00813385
        6130     9.34931     9.65694  0.00813267
        6131     9.35616     9.65689   0.0081315
        6132     9.36528     9.65685  0.00813031
        6133     9.37451      9.6568  0.00812911
        6134     9.38385     9.65676  0.00812791
        6135     9.39398     9.65671   0.0081267
        6136      9.4049     9.65667  0.00812548
        6137     9.41517     9.65663  0.00812425
        6138     9.42479     9.65659  0.00812301
        6139     9.43444     9.65656  0.00812177
        6140     9.44412     9.65652  0.00812052
        6141     9.45522     9.65649  0.00811926
        6142      9.4649     9.65646    0.008118
        6143     9.47597     9.65643  0.00811673
        6144      9.4849      9.6564  0.00811546
        6145      9.4952     9.65638  0.00811418
        6146     9.50403     9.65635   0.0081129
        6147     9.51351     9.65633  0.00811161
        6148      9.5229     9.65631  0.00811032
        6149      9.5322     9.65629  0.00810903
        6150     9.54141     9.65627  0.00810773
        6151     9.55121     9.65625  0.00810643
        6152     9.55947     9.65623  0.00810513
        6153      9.5683     9.65622  0.00810383
        6154     9.57629     9.65621  0.00810252
        6155     9.58554      9.6562  0.00810121
        6156     9.59462     9.65619   0.0080999
        6157     9.60352     9.65618  0.00809859
        6158     9.61225     9.65617  0.00809728
        6159     9.62078     9.65616  0.00809596
        6160     9.62911     9.65616  0.00809465
        6161     9.63723     9.65616  0.00809334
        6162     9.64442     9.65616  0.00809203
        6163     9.65139     9.65615  0.00809071
        6164     9.65812     9.65615   0.0080894
        6165     9.66461     9.65616  0.00808809
        6166     9.67156     9.65616  0.00808678
        6167     9.67825     9.65616  0.00808547
        6168     9.68396     9.65617  0.00808416
        6169      9.6894     9.65617  0.00808285
        6170     9.69456     9.65618  0.00808154
        6171     9.70014     9.65619  0.00808023
        6172     9.70401     9.65619  0.00807893
        6173     9.70829      9.6562  0.00807762
        6174     9.71227     9.65621  0.00807632
        6175     9.71594     9.65622  0.00807502
        6176     9.72001     9.65623  0.00807372
        6177     9.72234     9.65624  0.00807242
        6178     9.72505     9.65625  0.00807112
        6179     9.72744     9.65626  0.00806982
        6180     9.73021     9.65628  0.00806852
        6181     9.73123     9.65629  0.00806723
        6182     9.73192      9.6563  0.00806593
        6183     9.73438     9.65631  0.00806464
        6184      9.7358     9.65633  0.00806334
        6185     9.73688     9.65634  0.00806205
        6186     9.73692     9.65635  0.00806076
        6187      9.7352     9.65636  0.00805946
        6188     9.73456     9.65638  0.00805817
        6189     9.73287     9.65639  0.00805688
        6190     9.73156      9.6564  0.00805559
        6191     9.72991     9.65641  0.00805429
        6192     9.72865     9.65643    0.008053
        6193     9.72636     9.65644  0.00805171
        6194     9.72447     9.65645  0.00805042
        6195     9.72156     9.65646  0.00804912
        6196     9.71906     9.65647  0.00804783
        6197     9.71485     9.65648  0.00804654
        6198     9.71176     9.65649  0.00804525
        6199      9.7077     9.65649  0.00804395
        6200     9.70266      9.6565  0.00804266
        6201     9.69737     9.65651  0.00804136
        6202     9.69183     9.65651  0.00804007
        6203     9.68535     9.65652  0.00803877
        6204     9.68007     9.65652  0.00803748
        6205     9.67458     9.65653  0.00803618
        6206     9.67173     9.65653  0.00803489
        6207     9.66375     9.65653   0.0080336
        6208     9.65632     9.65653   0.0080323
        6209     9.65087     9.65653  0.00803101
        6210       9.646     9.65653  0.00802972
        6211      9.6389     9.65652  0.00802842
        6212     9.63099     9.65652  0.00802713
        6213     9.62443     9.65651  0.00802584
        6214     9.61709     9.65651  0.00802455
        6215     9.61043      9.6565  0.00802326
        6216     9.60303     9.65649  0.00802198
        6217     9.59493     9.65648  0.00802069
        6218     9.58825     9.65647  0.00801941
        6219     9.58161     9.65646  0.00801813
        6220     9.57502     9.65645  0.00801685
        6221      9.5692     9.65643  0.00801558
        6222     9.56206     9.65642   0.0080143
        6223     9.55643      9.6564  0.00801303
        6224     9.55092     9.65638  0.00801176
        6225     9.54413     9.65637  0.00801049
        6226     9.53891     9.65635  0.00800923
        6227     9.53314     9.65633  0.00800797
        6228     9.52756     9.65631  0.00800671
        6229     9.52358     9.65629  0.00800545
        6230      9.5198     9.65626   0.0080042
        6231     9.51625     9.65624  0.00800294
        6232     9.51151     9.65622  0.00800169
        6233      9.5056     9.65619  0.00800045
        6234     9.50135     9.65617   0.0079992
        6235     9.49595     9.65614  0.00799796
        6236     9.49294     9.65612  0.00799672
        6237     9.48949     9.65609  0.00799548
        6238     9.48631     9.65606  0.00799425
        6239     9.48342     9.65604  0.00799301
        6240     9.48082     9.65601  0.00799178
        6241      9.4785     9.65598  0.00799055
        6242     9.47505     9.65595  0.00798932
        6243      9.4733     9.65592   0.0079881
        6244     9.47254     9.65589  0.00798687
        6245     9.47065     9.65586  0.00798565
        6246     9.46974     9.65583  0.00798443
        6247      9.4684      9.6558   0.0079832
        6248     9.46663     9.65577  0.00798198
        6249     9.46583     9.65574  0.00798076
        6250     9.46598     9.65571  0.00797955
        6251     9.46427     9.65568  0.00797833
        6252     9.46563     9.65565  0.00797711
        6253      9.4651     9.65562  0.00797589
        6254     9.46831     9.65559  0.00797467
        6255     9.46892     9.65556  0.00797345
        6256     9.46902     9.65553  0.00797224
        6257     9.47283      9.6555  0.00797101
        6258     9.47471     9.65547  0.00796979
        6259     9.47604     9.65544  0.00796857
        6260     9.47682     9.65541  0.00796735
        6261     9.47845     9.65539  0.00796613
        6262     9.48091     9.65536   0.0079649
        6263     9.48419     9.65533  0.00796368
        6264     9.48687      9.6553  0.00796245
        6265     9.48965     9.65528  0.00796123
        6266      9.4918     9.65525     0.00796
        6267     9.49472     9.65523  0.00795877
        6268      9.4984      9.6552  0.00795754
        6269     9.50071     9.65518  0.00795631
        6270     9.50446     9.65515  0.00795507
        6271     9.50753     9.65513  0.00795384
        6272     9.51132     9.65511  0.00795261
        6273      9.5144     9.65508  0.00795137
        6274     9.51747     9.65506  0.00795013
        6275     9.52194     9.65504  0.00794889
        6276     9.52498     9.65502  0.00794765
        6277     9.52868       9.655  0.00794641
        6278     9.53164     9.65498  0.00794517
        6279     9.53527     9.65496  0.00794393
        6280     9.53884     9.65494  0.00794269
        6281     9.54235     9.65492  0.00794144
        6282     9.54439     9.65491   0.0079402
        6283     9.54707     9.65489  0.00793895
        6284     9.55039     9.65487  0.00793771
        6285     9.55293     9.65486  0.00793646
        6286     9.55539     9.65484  0.00793521
        6287     9.55637     9.65482  0.00793397
        6288     9.55798     9.65481  0.00793272
        6289     9.55951     9.65479  0.00793147
        6290     9.56237     9.65478  0.00793023
        6291     9.56515     9.65477  0.00792898
        6292     9.56573     9.65475  0.00792773
        6293     9.56835     9.65474  0.00792648
        6294     9.56949     9.65472  0.00792523
        6295     9.57054     9.65471  0.00792399
        6296     9.57082      9.6547  0.00792274
        6297     9.57243     9.65468  0.00792149
        6298     9.57326     9.65467  0.00792024
        6299     9.57545     9.65466    0.007919
        6300     9.57615     9.65465  0.00791775
        6301     9.57467     9.65463   0.0079165
        6302     9.57666     9.65462  0.00791526
        6303     9.57789     9.65461  0.00791401
        6304     9.57977      9.6546  0.00791276
        6305     9.58089     9.65459  0.00791152
        6306     9.58197     9.65457  0.00791027
        6307     9.58441     9.65456  0.00790903
        6308      9.5854     9.65455  0.00790778
        6309     9.58564     9.65454  0.00790653
        6310     9.58725     9.65453  0.00790529
        6311     9.58741     9.65452  0.00790404
        6312     9.58824     9.65451   0.0079028
        6313     9.58834      9.6545  0.00790155
        6314     9.58911     9.65449  0.00790031
        6315     9.59056     9.65448  0.00789906
        6316     9.59269     9.65447  0.00789782
        6317     9.59479     9.65446  0.00789657
        6318     9.59616     9.65445  0.00789533
        6319     9.59752     9.65444  0.00789408
        6320     9.59884     9.65443  0.00789284
        6321     9.59944     9.65442   0.0078916
        6322     9.60073     9.65441  0.00789035
        6323     9.60057     9.65441  0.00788911
        6324      9.6004      9.6544  0.00788787
        6325      9.6002     9.65439  0.00788662
        6326     9.59999     9.65438  0.00788538
        6327     9.60046     9.65437  0.00788414
        6328     9.60302     9.65436   0.0078829
        6329     9.60345     9.65436  0.00788166
        6330     9.60244     9.65435  0.00788042
        6331     9.60424     9.65434  0.00787918
        6332     9.60389     9.65433  0.00787794
        6333     9.60352     9.65432   0.0078767
        6334     9.60313     9.65432  0.00787546
        6335     9.60412     9.65431  0.00787422
        6336     9.60438      9.6543  0.00787298
        6337      9.6046     9.65429  0.00787174
        6338     9.60481     9.65428   0.0078705
        6339     9.60427     9.65428  0.00786926
        6340     9.60441     9.65427  0.00786803
        6341     9.60522     9.65426  0.00786679
        6342      9.6046     9.65425  0.00786555
        6343     9.60393     9.65424  0.00786432
        6344     9.60394     9.65424  0.00786308
        6345     9.60321     9.65423  0.00786185
        6346     9.60243     9.65422  0.00786061
        6347     9.60163     9.65421  0.00785938
        6348     9.60078      9.6542  0.00785814
        6349     9.60201      9.6542  0.00785691
        6350      9.6018     9.65419  0.00785568
        6351     9.60083     9.65418  0.00785445
        6352     9.60054     9.65417  0.00785321
        6353     9.60091     9.65416  0.00785198
        6354     9.60125     9.65415  0.00785075
        6355     9.60013     9.65415  0.00784952
        6356      9.6011     9.65414  0.00784829
        6357     9.60203     9.65413  0.00784706
        6358     9.60151     9.65412  0.00784583
        6359     9.60237     9.65411   0.0078446
        6360     9.60179      9.6541  0.00784337
        6361     9.59906      9.6541  0.00784214
        6362      9.5977     9.65409  0.00784091
        6363     9.59702     9.65408  0.00783969
        6364     9.59914     9.65407  0.00783846
        6365     9.59771     9.65406  0.00783723
        6366     9.59697     9.65405  0.00783601
        6367     9.59691     9.65404  0.00783478
        6368     9.59754     9.65403  0.00783356
        6369     9.59674     9.65402  0.00783233
        6370     9.59734     9.65402  0.00783111
        6371     9.59652     9.65401  0.00782988
        6372     9.59499       9.654  0.00782866
        6373     9.59345     9.65399  0.00782744
        6374     9.59402     9.65398  0.00782622
        6375     9.59247     9.65397  0.00782499
        6376     9.59163     9.65396  0.00782377
        6377     9.59079     9.65395  0.00782255
        6378     9.58995     9.65394  0.00782133
        6379     9.58912     9.65393  0.00782011
        6380     9.58759     9.65392  0.00781889
        6381     9.58677     9.65391  0.00781767
        6382     9.58596      9.6539  0.00781646
        6383     9.58516     9.65389  0.00781524
        6384     9.58508     9.65388  0.00781402
        6385     9.58288     9.65386  0.00781281
        6386     9.58352     9.65385  0.00781159
        6387     9.58204     9.65384  0.00781038
        6388     9.58199     9.65383  0.00780916
        6389     9.58124     9.65382  0.00780795
        6390     9.58121     9.65381  0.00780673
        6391     9.58048      9.6538  0.00780552
        6392     9.58046     9.65379  0.00780431
        6393     9.58044     9.65377   0.0078031
        6394     9.58044     9.65376  0.00780188
        6395     9.57972     9.65375  0.00780067
        6396     9.57831     9.65374  0.00779946
        6397     9.57831     9.65373  0.00779825
        6398     9.57831     9.65372  0.00779704
        6399      9.5776      9.6537  0.00779583
        6400     9.57617     9.65369  0.00779462
        6401     9.57757     9.65368  0.00779342
        6402     9.57755     9.65367  0.00779221
        6403     9.57681     9.65366    0.007791
        6404     9.57607     9.65364  0.00778979
        6405     9.57461     9.65363  0.00778859
        6406     9.57385     9.65362  0.00778738
        6407     9.57378     9.65361  0.00778617
        6408     9.57299     9.65359  0.00778497
        6409     9.57219     9.65358  0.00778377
        6410     9.57137     9.65357  0.00778256
        6411     9.56983     9.65356  0.00778136
        6412     9.56757     9.65354  0.00778016
        6413      9.5667     9.65353  0.00777896
        6414      9.5651     9.65351  0.00777775
        6415      9.5642      9.6535  0.00777655
        6416     9.56186     9.65349  0.00777536
        6417     9.56021     9.65347  0.00777416
        6418     9.55854     9.65346  0.00777296
        6419     9.55827     9.65344  0.00777176
        6420     9.55869     9.65343  0.00777057
        6421     9.55697     9.65341  0.00776937
        6422     9.55595      9.6534  0.00776818
        6423     9.55562     9.65338  0.00776698
        6424     9.55457     9.65337  0.00776579
        6425     9.55493     9.65335  0.00776459
        6426     9.55245     9.65334   0.0077634
        6427     9.55209     9.65332  0.00776221
        6428     9.55102      9.6533  0.00776102
        6429     9.55065     9.65329  0.00775983
        6430     9.54888     9.65327  0.00775864
        6431     9.54851     9.65326  0.00775745
        6432     9.54745     9.65324  0.00775626
        6433     9.54427     9.65322  0.00775507
        6434     9.54321     9.65321  0.00775389
        6435     9.54146     9.65319   0.0077527
        6436     9.54113     9.65317  0.00775152
        6437     9.54011     9.65315  0.00775033
        6438      9.5384     9.65313  0.00774915
        6439     9.53741     9.65312  0.00774797
        6440     9.53503      9.6531  0.00774678
        6441     9.53407     9.65308   0.0077456
        6442     9.53313     9.65306  0.00774442
        6443     9.53151     9.65304  0.00774324
        6444     9.53062     9.65302  0.00774207
        6445     9.53045       9.653  0.00774089
        6446      9.5296     9.65299  0.00773971
        6447     9.52806     9.65297  0.00773853
        6448     9.52795     9.65295  0.00773736
        6449     9.52785     9.65293  0.00773618
        6450     9.52777     9.65291  0.00773501
        6451     9.52701     9.65289  0.00773383
        6452     9.52555     9.65287  0.00773266
        6453     9.52552     9.65285  0.00773149
        6454     9.52408     9.65283  0.00773032
        6455     9.51983     9.65281  0.00772915
        6456     9.52052     9.65279  0.00772798
        6457     9.52122     9.65277  0.00772681
        6458     9.52192     9.65275  0.00772564
        6459      9.5212     9.65273  0.00772447
        6460     9.51977     9.65271   0.0077233
        6461     9.51976     9.65269  0.00772213
        6462     9.51902     9.65266  0.00772096
        6463     9.51898     9.65264   0.0077198
        6464     9.51821     9.65262  0.00771863
        6465     9.52025      9.6526  0.00771746
        6466     9.51944     9.65258   0.0077163
        6467     9.51932     9.65256  0.00771513
        6468     9.51845     9.65254  0.00771397
        6469     9.51685     9.65252   0.0077128
        6470     9.51451      9.6525  0.00771164
        6471     9.51284     9.65248  0.00771048
        6472     9.51042     9.65246  0.00770932
        6473     9.50936     9.65243  0.00770816
        6474     9.50756     9.65241    0.007707
        6475     9.50641     9.65239  0.00770584
        6476     9.50521     9.65237  0.00770469
        6477     9.50396     9.65234  0.00770353
        6478     9.50124     9.65232  0.00770238
        6479     9.50059      9.6523  0.00770122
        6480     9.49846     9.65227  0.00770007
        6481      9.4984     9.65225  0.00769892
        6482     9.49757     9.65222  0.00769777
        6483     9.49668      9.6522  0.00769662
        6484     9.49643     9.65218  0.00769547
        6485     9.49471     9.65215  0.00769432
        6486     9.49363     9.65213  0.00769317
        6487      9.4925      9.6521  0.00769203
        6488     9.49201     9.65208  0.00769088
        6489     9.49006     9.65205  0.00768974
        6490     9.48805     9.65203  0.00768859
        6491     9.48528       9.652  0.00768745
        6492     9.48317     9.65198  0.00768631
        6493      9.4803     9.65195  0.00768517
        6494     9.47809     9.65192  0.00768404
        6495     9.47584      9.6519   0.0076829
        6496     9.47214     9.65187  0.00768177
        6497     9.46981     9.65184  0.00768064
        6498     9.46956     9.65181  0.00767951
        6499     9.46787     9.65178  0.00767838
        6500     9.46615     9.65176  0.00767725
        6501     9.46441     9.65173  0.00767612
        6502     9.46264      9.6517    0.007675
        6503     9.46016     9.65167  0.00767387
        6504     9.45837     9.65164  0.00767275
        6505     9.45516     9.65161  0.00767163
        6506     9.45265     9.65158  0.00767051
        6507     9.44874     9.65155   0.0076694
        6508     9.44624     9.65152  0.00766828
        6509     9.44376     9.65148  0.00766717
        6510     9.44199     9.65145  0.00766606
        6511     9.44025     9.65142  0.00766495
        6512     9.43712     9.65139  0.00766385
        6513     9.43473     9.65135  0.00766274
        6514     9.43237     9.65132  0.00766164
        6515     9.42864     9.65128  0.00766054
        6516     9.42566     9.65125  0.00765944
        6517     9.42343     9.65121  0.00765835
        6518     9.42126     9.65118  0.00765725
        6519     9.41915     9.65114  0.00765616
        6520     9.41639     9.65111  0.00765507
        6521     9.41441     9.65107  0.00765398
        6522      9.4125     9.65104   0.0076529
