#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.392364    0.392364           0
           2    0.403232    0.397798  0.00384258
           3    0.392687    0.396095  0.00291503
           4    0.400407    0.397173  0.00237728
           5    0.396022    0.396943  0.00191294
           6    0.395467    0.396697  0.00160983
           7    0.391851    0.396004  0.00152145
           8    0.399108    0.396392  0.00137985
           9    0.397101    0.396471  0.00122878
          10    0.394213    0.396245  0.00112645
          11    0.397043    0.396318  0.00102638
          12    0.411275    0.397564  0.00151963
          13    0.403968    0.398057  0.00148043
          14    0.393986    0.397766  0.00140294
          15    0.399702    0.397895  0.00131534
          16     0.40017    0.398037  0.00124079
          17    0.393371    0.397763  0.00119777
          18     0.39613    0.397672  0.00113466
          19     0.40186    0.397893  0.00109614
          20    0.403647     0.39818  0.00107843
          21    0.394464    0.398003   0.0010415
          22    0.395787    0.397903 0.000999018
          23    0.390805    0.397594   0.0010021
          24    0.392067    0.397364  0.00098646
          25    0.401237    0.397519 0.000959093
          26    0.396581    0.397483 0.000922882
          27    0.401062    0.397615 0.000898172
          28     0.38491    0.397161 0.000973995
          29     0.39909    0.397228 0.000942677
          30    0.404361    0.397466 0.000940765
          31    0.399057    0.397517 0.000911817
          32    0.391369    0.397325 0.000903338
          33    0.397524    0.397331 0.000875984
          34    0.403737    0.397519 0.000870249
          35    0.395748    0.397469 0.000846855
          36    0.399899    0.397536 0.000826016
          37    0.398407     0.39756 0.000804027
          38    0.398144    0.397575 0.000783015
          39    0.403433    0.397725  0.00077721
          40    0.401185    0.397812 0.000762577
          41    0.404031    0.397964 0.000758913
          42    0.404346    0.398115 0.000755904
          43    0.404178    0.398256  0.00075136
          44    0.398972    0.398273  0.00073446
          45    0.400301    0.398318  0.00071952
          46    0.385939    0.398049 0.000752519
          47    0.395174    0.397988  0.00073899
          48    0.410632    0.398251 0.000769114
          49    0.399338    0.398273 0.000753737
          50    0.392228    0.398152 0.000748298
