#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.109985    0.109985           0
           2    0.112987    0.111486  0.00106113
           3    0.114827      0.1126    0.001152
           4    0.099928    0.109432  0.00287631
           5    0.118648    0.111275  0.00283071
           6    0.116163     0.11209  0.00247336
           7    0.102075    0.110659   0.0024998
           8     0.12494    0.112444  0.00275187
           9    0.121652    0.113467  0.00262943
          10    0.120345    0.114155   0.0024548
          11   0.0991547    0.112791  0.00258277
          12    0.101209    0.111826  0.00254149
          13    0.106464    0.111414  0.00237922
          14    0.119855    0.112017   0.0022844
          15    0.104559    0.111519  0.00218554
          16    0.102685    0.110967  0.00211754
          17    0.118401    0.111405  0.00203763
          18    0.122733    0.112034  0.00201929
          19    0.112629    0.112065  0.00191326
          20    0.104855    0.111705  0.00185125
          21    0.119199    0.112062  0.00179716
          22    0.104273    0.111708  0.00174999
          23    0.115183    0.111859  0.00168041
          24    0.113223    0.111915  0.00161136
          25    0.102853    0.111553  0.00158715
          26    0.125085    0.112073  0.00160919
          27    0.116831     0.11225   0.0015592
          28    0.101109    0.111852  0.00155345
          29    0.116363    0.112007  0.00150765
          30    0.090424    0.111288  0.00161998
          31    0.100516     0.11094  0.00160456
          32    0.109353    0.110891  0.00155518
          33      0.1053    0.110721  0.00151726
          34     0.11354    0.110804   0.0014749
          35    0.096112    0.110385   0.0014913
          36    0.111376    0.110412  0.00145013
          37    0.107435    0.110332  0.00141317
          38    0.101773    0.110106  0.00139381
          39    0.116136    0.110261  0.00136662
          40    0.109737    0.110248  0.00133251
          41    0.139353    0.110958  0.00147705
          42    0.132608    0.111473  0.00152919
          43    0.118849    0.111645  0.00150322
          44    0.106331    0.111524   0.0014739
          45    0.115215    0.111606  0.00144343
          46    0.120304    0.111795  0.00142438
          47   0.0961747    0.111463  0.00143232
          48    0.101889    0.111263   0.0014163
          49   0.0953267    0.110938  0.00142425
          50    0.103647    0.110792  0.00140321
