#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.445142    0.445142           0
           2     0.45066    0.447901  0.00195076
           3    0.456011    0.450604  0.00256201
           4    0.450788     0.45065  0.00192191
           5    0.438062    0.448133  0.00272664
           6    0.454558    0.449203   0.0024736
           7    0.436081    0.447329  0.00273999
           8      0.4407      0.4465  0.00251968
           9    0.427039    0.444338   0.0030286
          10    0.444087    0.444313  0.00272585
          11    0.449115    0.444749  0.00251276
          12    0.436931    0.444098  0.00238635
          13     0.45083    0.444616  0.00225827
          14    0.431964    0.443712   0.0022706
          15    0.441354    0.443555  0.00212466
          16    0.436987    0.443144  0.00203114
          17    0.447784    0.443417   0.0019299
          18    0.443954    0.443447  0.00182292
          19      0.4379    0.443155   0.0017502
          20    0.434734    0.442734  0.00171259
          21      0.4252    0.441899  0.00182325
          22    0.434218     0.44155  0.00177349
          23    0.434026    0.441223  0.00172629
          24    0.425574    0.440571  0.00177323
          25    0.438296     0.44048  0.00170463
          26    0.429847    0.440071  0.00168741
          27    0.445466    0.440271   0.0016367
          28    0.446183    0.440482  0.00159181
          29    0.447919    0.440738  0.00155745
          30    0.441358    0.440759  0.00150567
          31    0.444062    0.440865  0.00146087
          32    0.445691    0.441016  0.00142297
          33    0.446388    0.441179  0.00138913
          34    0.435927    0.441025  0.00135684
          35      0.4337    0.440815  0.00133411
          36    0.439093    0.440767  0.00129791
          37    0.438179    0.440697  0.00126472
          38     0.43538    0.440558  0.00123915
          39    0.445275    0.440678  0.00121327
          40    0.433087    0.440489  0.00119768
          41     0.42325    0.440068  0.00124008
          42     0.44483    0.440182  0.00121573
          43    0.449133     0.44039  0.00120515
          44    0.430392    0.440163  0.00119899
          45    0.446976    0.440314  0.00118187
          46    0.434226    0.440182  0.00116356
          47     0.42985    0.439962  0.00115938
          48    0.455918    0.440294  0.00118193
          49     0.42516    0.439985  0.00119748
          50    0.433535    0.439856  0.00118046
