#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     15.4253     15.4253           0
           2     15.2207      15.323   0.0723394
           3     15.7083     15.4515    0.115422
           4     16.4263     15.6952    0.228115
           5     14.8874     15.5336    0.232772
           6     15.4907     15.5265    0.194086
           7      14.823      15.426    0.190609
           8     14.9529     15.3668    0.175717
           9     15.1516     15.3429    0.157811
          10     15.1635      15.325    0.143047
          11     15.4377     15.3352    0.130409
          12     15.7277     15.3679    0.123574
          13     15.9565     15.4132    0.122081
          14      14.051     15.3159    0.147112
          15     13.8222     15.2163    0.167653
          16     14.4617     15.1692    0.163675
          17     14.8651     15.1513    0.155021
          18     15.3317     15.1613    0.146732
          19     15.3418     15.1708    0.139317
          20     15.0781     15.1662    0.132428
          21     14.6674     15.1424    0.128234
          22     15.0899       15.14    0.122427
          23     15.7616     15.1671     0.12005
          24     14.1457     15.1245    0.122359
          25     15.8455     15.1533    0.120815
          26     14.4901     15.1278    0.118831
          27     15.2026     15.1306    0.114462
          28      15.225      15.134    0.110424
          29     14.8722     15.1249    0.106985
          30     14.7674      15.113     0.10408
          31     15.4313     15.1233    0.101228
          32     15.8952     15.1474    0.100898
          33     15.0757     15.1452   0.0978641
          34     14.7573     15.1338   0.0956485
          35     15.2169     15.1362   0.0929451
          36     15.4674     15.1454   0.0908174
          37     14.9157     15.1392   0.0885749
          38     15.2303     15.1416   0.0862765
          39     14.6383     15.1287    0.085024
          40     15.0613      15.127   0.0829151
          41      14.133     15.1028   0.0843628
          42     15.9576     15.1231    0.084774
          43      15.654     15.1355   0.0836967
          44     15.3934     15.1413   0.0819995
          45     15.8732     15.1576   0.0817745
          46     14.6959     15.1476   0.0806103
          47     15.1671      15.148   0.0788963
          48     14.7926     15.1406   0.0775992
          49     14.6296     15.1301   0.0767129
          50     15.2995     15.1335   0.0752534
