#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0314027   0.0314027           0
           2   0.0356667   0.0335347  0.00150755
           3   0.0273813   0.0314836  0.00195315
           4    0.023152   0.0294007  0.00232371
           5    0.035812   0.0306829  0.00218429
           6   0.0341893   0.0312673  0.00189681
           7    0.030096      0.0311   0.0016332
           8   0.0274547   0.0306443  0.00149126
           9   0.0353987   0.0311726  0.00141604
          10   0.0272267    0.030778  0.00132828
          11   0.0350867   0.0311697  0.00126396
          12   0.0310573   0.0311603  0.00115867
          13   0.0312653   0.0311684  0.00106957
          14    0.021212   0.0304572  0.00120666
          15     0.02596   0.0301574  0.00116287
          16   0.0310747   0.0302148   0.0010916
          17   0.0235227   0.0298211  0.00109607
          18   0.0326213   0.0299767  0.00104616
          19   0.0288627    0.029918  0.00099274
          20   0.0278933   0.0298168 0.000948251
          21    0.024708   0.0295735 0.000933782
          22     0.03108    0.029642 0.000893844
          23    0.023568   0.0293779 0.000893142
          24   0.0334467   0.0295474 0.000871869
          25   0.0250387   0.0293671 0.000855444
          26   0.0286893    0.029341  0.00082294
          27   0.0323693   0.0294532 0.000800067
          28   0.0307667   0.0295001 0.000772867
          29   0.0341787   0.0296614 0.000762869
          30   0.0347133   0.0298298 0.000755798
          31    0.031892   0.0298963 0.000734339
          32   0.0370973   0.0301214 0.000745073
          33     0.03074   0.0301401 0.000722731
          34   0.0296693   0.0301263 0.000701606
          35   0.0217053   0.0298857 0.000721636
          36    0.028452   0.0298459 0.000702688
          37   0.0247187   0.0297073 0.000697226
          38   0.0257453    0.029603  0.00068663
          39   0.0337707   0.0297099 0.000677288
          40   0.0273627   0.0296512 0.000662893
          41    0.027836   0.0296069 0.000648202
          42    0.031432   0.0296504 0.000634224
          43   0.0280307   0.0296127 0.000620592
          44    0.026004   0.0295307 0.000611883
          45    0.032288    0.029592 0.000601346
          46    0.026528   0.0295254  0.00059195
          47   0.0206933   0.0293374 0.000608452
          48    0.028672   0.0293236 0.000595934
          49    0.032296   0.0293842 0.000586851
          50    0.030112   0.0293988 0.000575295
