#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.482677   -0.482677           0
           2   -0.481888   -0.482283 0.000279071
           3   -0.482731   -0.482432 0.000222443
           4   -0.482472   -0.482442 0.000167057
           5   -0.482568   -0.482467 0.000135533
           6   -0.482285   -0.482437 0.000116284
           7   -0.481083   -0.482243 0.000204975
           8   -0.483688   -0.482424 0.000246369
           9   -0.482715   -0.482456 0.000221102
          10   -0.481581   -0.482369  0.00021561
          11   -0.483416   -0.482464 0.000216006
          12   -0.482355   -0.482455 0.000198198
          13   -0.483128   -0.482507 0.000189594
          14   -0.482133    -0.48248 0.000177917
          15   -0.482677   -0.482493 0.000166542
          16   -0.483259   -0.482541 0.000162861
          17   -0.482872    -0.48256  0.00015444
          18   -0.481355   -0.482493 0.000159729
          19   -0.483669   -0.482555 0.000162871
          20   -0.481149   -0.482485 0.000169221
          21   -0.483048   -0.482512 0.000163272
          22   -0.483797    -0.48257 0.000165977
          23   -0.482491   -0.482567 0.000158797
          24   -0.482211   -0.482552 0.000152872
          25   -0.481995    -0.48253 0.000148374
          26   -0.482749   -0.482538 0.000142907
          27   -0.483083   -0.482558  0.00013903
          28   -0.482088   -0.482542 0.000135076
          29   -0.482155   -0.482528 0.000131075
          30   -0.482549   -0.482529 0.000126708
          31   -0.482269   -0.482521 0.000122897
          32   -0.483608   -0.482555 0.000123666
          33   -0.481459   -0.482521 0.000124297
          34   -0.483989   -0.482564 0.000127921
          35   -0.481939   -0.482547 0.000125509
          36   -0.482523   -0.482546 0.000122025
          37   -0.482163   -0.482536 0.000119165
          38   -0.482165   -0.482526 0.000116427
          39     -0.4824   -0.482523 0.000113486
          40   -0.482221   -0.482515 0.000110899
          41   -0.482883   -0.482524 0.000108556
          42   -0.482795    -0.48253 0.000106162
          43   -0.485877   -0.482608 0.000129111
          44   -0.482728   -0.482611 0.000126205
          45   -0.482816   -0.482616 0.000123483
          46   -0.482829    -0.48262 0.000120886
          47   -0.482851   -0.482625 0.000118413
          48   -0.481051   -0.482592 0.000120403
          49   -0.481328   -0.482567 0.000120679
          50   -0.482045   -0.482556 0.000118715
