#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        6030   0.0341722    0.046691 8.27759e-05
        6031   0.0342081    0.046689  8.2788e-05
        6032   0.0342453   0.0466869    8.28e-05
        6033   0.0342833   0.0466848 8.28118e-05
        6034   0.0343219   0.0466828 8.28234e-05
        6035   0.0343613   0.0466807 8.28348e-05
        6036   0.0344016   0.0466787 8.28461e-05
        6037   0.0344428   0.0466767 8.28571e-05
        6038    0.034485   0.0466747  8.2868e-05
        6039   0.0345278   0.0466727 8.28787e-05
        6040   0.0345718   0.0466707 8.28892e-05
        6041   0.0346164   0.0466687 8.28995e-05
        6042   0.0346619   0.0466667 8.29096e-05
        6043    0.034708   0.0466647 8.29195e-05
        6044   0.0347553   0.0466627 8.29292e-05
        6045   0.0348034   0.0466608 8.29387e-05
        6046   0.0348525   0.0466588 8.29479e-05
        6047   0.0349025   0.0466569  8.2957e-05
        6048    0.034953   0.0466549 8.29658e-05
        6049   0.0350048    0.046653 8.29745e-05
        6050   0.0350576   0.0466511 8.29829e-05
        6051   0.0351113   0.0466492 8.29911e-05
        6052    0.035166   0.0466473 8.29991e-05
        6053   0.0352216   0.0466454 8.30068e-05
        6054   0.0352782   0.0466435 8.30143e-05
        6055    0.035336   0.0466416 8.30216e-05
        6056   0.0353945   0.0466398 8.30287e-05
        6057    0.035454   0.0466379 8.30355e-05
        6058   0.0355143   0.0466361 8.30421e-05
        6059   0.0355755   0.0466343 8.30485e-05
        6060   0.0356379   0.0466325 8.30546e-05
        6061   0.0357015   0.0466307 8.30605e-05
        6062   0.0357657   0.0466289 8.30661e-05
        6063   0.0358311   0.0466271 8.30715e-05
        6064   0.0358975   0.0466253 8.30766e-05
        6065   0.0359649   0.0466236 8.30815e-05
        6066   0.0360333   0.0466218 8.30862e-05
        6067   0.0361029   0.0466201 8.30906e-05
        6068   0.0361733   0.0466184 8.30947e-05
        6069   0.0362447   0.0466167 8.30986e-05
        6070   0.0363171    0.046615 8.31022e-05
        6071    0.036391   0.0466133 8.31056e-05
        6072   0.0364654   0.0466116 8.31087e-05
        6073   0.0365408   0.0466099 8.31116e-05
        6074   0.0366174   0.0466083 8.31142e-05
        6075   0.0366945   0.0466067 8.31165e-05
        6076   0.0367729    0.046605 8.31186e-05
        6077   0.0368522   0.0466034 8.31204e-05
        6078   0.0369326   0.0466019 8.31219e-05
        6079   0.0370139   0.0466003 8.31232e-05
        6080   0.0370959   0.0465987 8.31243e-05
        6081   0.0371789   0.0465972  8.3125e-05
        6082   0.0372631   0.0465956 8.31255e-05
        6083   0.0373483   0.0465941 8.31258e-05
        6084   0.0374344   0.0465926 8.31257e-05
        6085   0.0375214   0.0465911 8.31254e-05
        6086   0.0376093   0.0465896 8.31249e-05
        6087   0.0376982   0.0465882  8.3124e-05
        6088   0.0377879   0.0465867  8.3123e-05
        6089   0.0378783   0.0465853 8.31216e-05
        6090   0.0379696   0.0465839   8.312e-05
        6091    0.038062   0.0465825 8.31181e-05
        6092   0.0381552   0.0465811  8.3116e-05
        6093    0.038249   0.0465797 8.31136e-05
        6094   0.0383439   0.0465784  8.3111e-05
        6095   0.0384395    0.046577  8.3108e-05
        6096   0.0385362   0.0465757 8.31049e-05
        6097   0.0386334   0.0465744 8.31015e-05
        6098   0.0387313   0.0465731 8.30978e-05
        6099   0.0388302   0.0465719 8.30939e-05
        6100   0.0389296   0.0465706 8.30897e-05
        6101   0.0390296   0.0465694 8.30852e-05
        6102   0.0391303   0.0465682 8.30806e-05
        6103   0.0392316    0.046567 8.30757e-05
        6104   0.0393335   0.0465658 8.30705e-05
        6105   0.0394362   0.0465646 8.30651e-05
        6106   0.0395392   0.0465635 8.30595e-05
        6107   0.0396425   0.0465623 8.30536e-05
        6108   0.0397468   0.0465612 8.30475e-05
        6109   0.0398511   0.0465601 8.30412e-05
        6110    0.039956    0.046559 8.30346e-05
        6111   0.0400615    0.046558 8.30278e-05
        6112   0.0401674   0.0465569 8.30208e-05
        6113   0.0402732   0.0465559 8.30136e-05
        6114   0.0403794   0.0465549 8.30062e-05
        6115    0.040486   0.0465539 8.29985e-05
        6116   0.0405927   0.0465529 8.29907e-05
        6117   0.0406994    0.046552 8.29826e-05
        6118   0.0408067    0.046551 8.29744e-05
        6119   0.0409138   0.0465501 8.29659e-05
        6120    0.041021   0.0465492 8.29573e-05
        6121   0.0411282   0.0465483 8.29485e-05
        6122   0.0412359   0.0465474 8.29395e-05
        6123   0.0413432   0.0465466 8.29303e-05
        6124   0.0414504   0.0465458 8.29209e-05
        6125   0.0415572   0.0465449 8.29114e-05
        6126   0.0416638   0.0465441 8.29017e-05
        6127   0.0417699   0.0465434 8.28918e-05
        6128   0.0418759   0.0465426 8.28818e-05
        6129   0.0419815   0.0465419 8.28716e-05
        6130   0.0420867   0.0465411 8.28613e-05
        6131   0.0421915   0.0465404 8.28508e-05
        6132   0.0422957   0.0465397 8.28402e-05
        6133   0.0423993   0.0465391 8.28294e-05
        6134   0.0425019   0.0465384 8.28185e-05
        6135   0.0426044   0.0465378 8.28075e-05
        6136    0.042706   0.0465371 8.27964e-05
        6137   0.0428068   0.0465365 8.27851e-05
        6138   0.0429067   0.0465359 8.27737e-05
        6139   0.0430057   0.0465354 8.27622e-05
        6140    0.043104   0.0465348 8.27506e-05
        6141   0.0432012   0.0465343 8.27389e-05
        6142   0.0432971   0.0465337 8.27272e-05
        6143   0.0433919   0.0465332 8.27153e-05
        6144   0.0434854   0.0465327 8.27033e-05
        6145   0.0435777   0.0465322 8.26912e-05
        6146   0.0436687   0.0465318 8.26791e-05
        6147   0.0437582   0.0465313 8.26669e-05
        6148   0.0438463   0.0465309 8.26546e-05
        6149   0.0439329   0.0465305 8.26422e-05
        6150    0.044018   0.0465301 8.26298e-05
        6151   0.0441013   0.0465297 8.26173e-05
        6152   0.0441833   0.0465293 8.26048e-05
        6153   0.0442632   0.0465289 8.25921e-05
        6154   0.0443414   0.0465286 8.25795e-05
        6155   0.0444177   0.0465282 8.25668e-05
        6156    0.044492   0.0465279  8.2554e-05
        6157   0.0445644   0.0465276 8.25412e-05
        6158   0.0446349   0.0465273 8.25284e-05
        6159   0.0447032    0.046527 8.25155e-05
        6160    0.044769   0.0465267 8.25026e-05
        6161   0.0448329   0.0465264 8.24897e-05
        6162   0.0448945   0.0465261 8.24767e-05
        6163   0.0449538   0.0465259 8.24638e-05
        6164    0.045011   0.0465256 8.24507e-05
        6165   0.0450656   0.0465254 8.24377e-05
        6166   0.0451177   0.0465252 8.24247e-05
        6167   0.0451673   0.0465249 8.24116e-05
        6168   0.0452149   0.0465247 8.23985e-05
        6169   0.0452592   0.0465245 8.23854e-05
        6170   0.0453012   0.0465243 8.23723e-05
        6171   0.0453404   0.0465241 8.23592e-05
        6172   0.0453771    0.046524  8.2346e-05
        6173    0.045411   0.0465238 8.23329e-05
        6174   0.0454422   0.0465236 8.23197e-05
        6175   0.0454709   0.0465234 8.23066e-05
        6176   0.0454963   0.0465233 8.22934e-05
        6177   0.0455189   0.0465231 8.22803e-05
        6178   0.0455392   0.0465229 8.22671e-05
        6179   0.0455567   0.0465228 8.22539e-05
        6180   0.0455712   0.0465226 8.22408e-05
        6181    0.045583   0.0465225 8.22276e-05
        6182   0.0455918   0.0465223 8.22144e-05
        6183   0.0455977   0.0465222 8.22013e-05
        6184   0.0456008    0.046522 8.21881e-05
        6185   0.0456014   0.0465219  8.2175e-05
        6186   0.0455989   0.0465217 8.21618e-05
        6187   0.0455936   0.0465216 8.21487e-05
        6188   0.0455855   0.0465214 8.21355e-05
        6189   0.0455747   0.0465213 8.21224e-05
        6190    0.045561   0.0465211 8.21093e-05
        6191   0.0455448    0.046521 8.20962e-05
        6192   0.0455257   0.0465208 8.20831e-05
        6193   0.0455042   0.0465206   8.207e-05
        6194   0.0454801   0.0465205 8.20569e-05
        6195   0.0454536   0.0465203 8.20438e-05
        6196   0.0454247   0.0465201 8.20308e-05
        6197   0.0453935   0.0465199 8.20178e-05
        6198   0.0453596   0.0465198 8.20047e-05
        6199   0.0453234   0.0465196 8.19917e-05
        6200    0.045285   0.0465194 8.19788e-05
        6201   0.0452443   0.0465192 8.19658e-05
        6202   0.0452015   0.0465189 8.19528e-05
        6203   0.0451567   0.0465187 8.19399e-05
        6204   0.0451098   0.0465185  8.1927e-05
        6205   0.0450611   0.0465183 8.19142e-05
        6206   0.0450105    0.046518 8.19013e-05
        6207   0.0449581   0.0465178 8.18885e-05
        6208   0.0449038   0.0465175 8.18757e-05
        6209   0.0448483   0.0465172  8.1863e-05
        6210   0.0447909    0.046517 8.18503e-05
        6211   0.0447322   0.0465167 8.18376e-05
        6212   0.0446722   0.0465164  8.1825e-05
        6213   0.0446107   0.0465161 8.18124e-05
        6214   0.0445482   0.0465158 8.17998e-05
        6215   0.0444847   0.0465154 8.17873e-05
        6216   0.0444198   0.0465151 8.17749e-05
        6217   0.0443546   0.0465147 8.17624e-05
        6218   0.0442885   0.0465144 8.17501e-05
        6219   0.0442212    0.046514 8.17378e-05
        6220   0.0441534   0.0465136 8.17255e-05
        6221   0.0440851   0.0465132 8.17133e-05
        6222   0.0440163   0.0465128 8.17012e-05
        6223   0.0439472   0.0465124 8.16891e-05
        6224   0.0438772    0.046512  8.1677e-05
        6225   0.0438075   0.0465116 8.16651e-05
        6226   0.0437375   0.0465111 8.16532e-05
        6227   0.0436676   0.0465107 8.16413e-05
        6228   0.0435981   0.0465102 8.16296e-05
        6229   0.0435284   0.0465097 8.16179e-05
        6230   0.0434591   0.0465092 8.16062e-05
        6231   0.0433899   0.0465087 8.15947e-05
        6232   0.0433211   0.0465082 8.15832e-05
        6233   0.0432527   0.0465077 8.15718e-05
        6234    0.043185   0.0465072 8.15604e-05
        6235   0.0431178   0.0465066 8.15492e-05
        6236   0.0430514   0.0465061  8.1538e-05
        6237   0.0429855   0.0465055 8.15268e-05
        6238   0.0429204   0.0465049 8.15158e-05
        6239   0.0428562   0.0465043 8.15048e-05
        6240    0.042793   0.0465038 8.14939e-05
        6241   0.0427307   0.0465031 8.14831e-05
        6242   0.0426695   0.0465025 8.14724e-05
        6243   0.0426094   0.0465019 8.14617e-05
        6244   0.0425503   0.0465013 8.14511e-05
        6245   0.0424926   0.0465006 8.14406e-05
        6246   0.0424362      0.0465 8.14302e-05
        6247   0.0423812   0.0464993 8.14198e-05
        6248   0.0423275   0.0464987 8.14095e-05
        6249   0.0422753    0.046498 8.13993e-05
        6250   0.0422248   0.0464973 8.13891e-05
        6251   0.0421756   0.0464966 8.13791e-05
        6252    0.042128   0.0464959  8.1369e-05
        6253   0.0420819   0.0464952 8.13591e-05
        6254   0.0420373   0.0464945 8.13492e-05
        6255   0.0419946   0.0464938 8.13394e-05
        6256   0.0419534    0.046493 8.13296e-05
        6257   0.0419144   0.0464923 8.13199e-05
        6258   0.0418771   0.0464916 8.13103e-05
        6259   0.0418412   0.0464908 8.13007e-05
        6260   0.0418074   0.0464901 8.12911e-05
        6261   0.0417752   0.0464893 8.12816e-05
        6262   0.0417451   0.0464886 8.12722e-05
        6263   0.0417169   0.0464878 8.12628e-05
        6264   0.0416904    0.046487 8.12534e-05
        6265   0.0416661   0.0464863 8.12441e-05
        6266   0.0416437   0.0464855 8.12348e-05
        6267   0.0416233   0.0464847 8.12255e-05
        6268   0.0416049   0.0464839 8.12163e-05
        6269   0.0415887   0.0464832 8.12071e-05
        6270   0.0415743   0.0464824 8.11979e-05
        6271   0.0415618   0.0464816 8.11888e-05
        6272   0.0415512   0.0464808 8.11796e-05
        6273   0.0415431     0.04648 8.11705e-05
        6274   0.0415368   0.0464792 8.11614e-05
        6275   0.0415325   0.0464785 8.11523e-05
        6276   0.0415302   0.0464777 8.11432e-05
        6277     0.04153   0.0464769 8.11341e-05
        6278   0.0415316   0.0464761  8.1125e-05
        6279   0.0415354   0.0464753 8.11159e-05
        6280   0.0415415   0.0464745 8.11068e-05
        6281   0.0415492   0.0464737 8.10976e-05
        6282   0.0415588   0.0464729 8.10885e-05
        6283   0.0415715   0.0464722 8.10794e-05
        6284   0.0415854   0.0464714 8.10702e-05
        6285   0.0416013   0.0464706  8.1061e-05
        6286   0.0416192   0.0464698 8.10518e-05
        6287   0.0416391   0.0464691 8.10425e-05
        6288   0.0416607   0.0464683 8.10332e-05
        6289   0.0416844   0.0464675 8.10239e-05
        6290   0.0417099   0.0464668 8.10146e-05
        6291   0.0417375    0.046466 8.10052e-05
        6292   0.0417672   0.0464653 8.09957e-05
        6293   0.0417981   0.0464646 8.09863e-05
        6294   0.0418314   0.0464638 8.09767e-05
        6295   0.0418667   0.0464631 8.09672e-05
        6296   0.0419035   0.0464624 8.09576e-05
        6297   0.0419422   0.0464616 8.09479e-05
        6298   0.0419824   0.0464609 8.09382e-05
        6299   0.0420248   0.0464602 8.09284e-05
        6300   0.0420687   0.0464595 8.09185e-05
        6301   0.0421143   0.0464588 8.09086e-05
        6302   0.0421618   0.0464582 8.08987e-05
        6303   0.0422107   0.0464575 8.08886e-05
        6304   0.0422614   0.0464568 8.08785e-05
        6305   0.0423135   0.0464562 8.08684e-05
        6306   0.0423671   0.0464555 8.08582e-05
        6307   0.0424217   0.0464549 8.08479e-05
        6308   0.0424783   0.0464542 8.08375e-05
        6309   0.0425364   0.0464536 8.08271e-05
        6310   0.0425959    0.046453 8.08166e-05
        6311    0.042657   0.0464524  8.0806e-05
        6312   0.0427192   0.0464518 8.07954e-05
        6313   0.0427829   0.0464512 8.07847e-05
        6314   0.0428477   0.0464507 8.07739e-05
        6315   0.0429135   0.0464501  8.0763e-05
        6316   0.0429807   0.0464496 8.07521e-05
        6317   0.0430484    0.046449 8.07411e-05
        6318   0.0431179   0.0464485 8.07301e-05
        6319   0.0431886    0.046448 8.07189e-05
        6320   0.0432609   0.0464475 8.07077e-05
        6321   0.0433334    0.046447 8.06965e-05
        6322    0.043407   0.0464465 8.06852e-05
        6323   0.0434816    0.046446 8.06738e-05
        6324    0.043557   0.0464456 8.06623e-05
        6325   0.0436336   0.0464451 8.06508e-05
        6326   0.0437112   0.0464447 8.06392e-05
        6327    0.043789   0.0464443 8.06275e-05
        6328   0.0438677   0.0464439 8.06158e-05
        6329   0.0439472   0.0464435  8.0604e-05
        6330   0.0440272   0.0464431 8.05922e-05
        6331   0.0441078   0.0464427 8.05803e-05
        6332   0.0441894   0.0464424 8.05684e-05
        6333   0.0442711    0.046442 8.05564e-05
        6334    0.044353   0.0464417 8.05443e-05
        6335   0.0444357   0.0464414 8.05322e-05
        6336   0.0445187   0.0464411 8.05201e-05
        6337   0.0446022   0.0464408 8.05079e-05
        6338   0.0446853   0.0464405 8.04957e-05
        6339   0.0447694   0.0464402 8.04834e-05
        6340   0.0448537     0.04644 8.04711e-05
        6341   0.0449384   0.0464398 8.04588e-05
        6342   0.0450234   0.0464395 8.04464e-05
        6343    0.045108   0.0464393  8.0434e-05
        6344   0.0451931   0.0464391 8.04216e-05
        6345   0.0452789   0.0464389 8.04091e-05
        6346   0.0453642   0.0464388 8.03966e-05
        6347   0.0454494   0.0464386 8.03841e-05
        6348   0.0455348   0.0464385 8.03716e-05
        6349     0.04562   0.0464383  8.0359e-05
        6350   0.0457057   0.0464382 8.03464e-05
        6351    0.045791   0.0464381 8.03338e-05
        6352   0.0458763    0.046438 8.03212e-05
        6353   0.0459616    0.046438 8.03086e-05
        6354   0.0460469   0.0464379  8.0296e-05
        6355   0.0461321   0.0464379 8.02834e-05
        6356   0.0462169   0.0464378 8.02708e-05
        6357   0.0463015   0.0464378 8.02581e-05
        6358   0.0463862   0.0464378 8.02455e-05
        6359   0.0464705   0.0464378 8.02329e-05
        6360   0.0465548   0.0464378 8.02203e-05
        6361   0.0466387   0.0464378 8.02077e-05
        6362   0.0467223   0.0464379 8.01951e-05
        6363   0.0468057    0.046438 8.01825e-05
        6364   0.0468886    0.046438 8.01699e-05
        6365   0.0469713   0.0464381 8.01574e-05
        6366   0.0470544   0.0464382 8.01449e-05
        6367   0.0471366   0.0464383 8.01323e-05
        6368   0.0472187   0.0464384 8.01199e-05
        6369   0.0473006   0.0464386 8.01074e-05
        6370    0.047382   0.0464387 8.00949e-05
        6371   0.0474634   0.0464389 8.00825e-05
        6372   0.0475443   0.0464391 8.00702e-05
        6373   0.0476252   0.0464392 8.00578e-05
        6374   0.0477056   0.0464394 8.00455e-05
        6375   0.0477861   0.0464396 8.00332e-05
        6376   0.0478663   0.0464399  8.0021e-05
        6377   0.0479461   0.0464401 8.00088e-05
        6378   0.0480259   0.0464404 7.99966e-05
        6379   0.0481055   0.0464406 7.99845e-05
        6380   0.0481849   0.0464409 7.99724e-05
        6381   0.0482645   0.0464412 7.99604e-05
        6382   0.0483438   0.0464415 7.99484e-05
        6383   0.0484228   0.0464418 7.99365e-05
        6384   0.0485017   0.0464421 7.99247e-05
        6385   0.0485803   0.0464424 7.99128e-05
        6386   0.0486588   0.0464428 7.99011e-05
        6387   0.0487372   0.0464432 7.98894e-05
        6388   0.0488163   0.0464435 7.98777e-05
        6389   0.0488949   0.0464439 7.98661e-05
        6390   0.0489735   0.0464443 7.98546e-05
        6391   0.0490521   0.0464447 7.98432e-05
        6392   0.0491305   0.0464451 7.98318e-05
        6393    0.049209   0.0464456 7.98205e-05
        6394   0.0492875    0.046446 7.98092e-05
        6395   0.0493664   0.0464465 7.97981e-05
        6396   0.0494452   0.0464469  7.9787e-05
        6397   0.0495244   0.0464474 7.97759e-05
        6398   0.0496038   0.0464479  7.9765e-05
        6399   0.0496834   0.0464484 7.97541e-05
        6400   0.0497632   0.0464489 7.97433e-05
        6401   0.0498432   0.0464495 7.97327e-05
        6402   0.0499236     0.04645  7.9722e-05
        6403   0.0500042   0.0464506 7.97115e-05
        6404   0.0500854   0.0464511 7.97011e-05
        6405    0.050167   0.0464517 7.96908e-05
        6406   0.0502479   0.0464523 7.96805e-05
        6407     0.05033   0.0464529 7.96704e-05
        6408   0.0504126   0.0464535 7.96604e-05
        6409   0.0504955   0.0464542 7.96504e-05
        6410   0.0505792   0.0464548 7.96406e-05
        6411   0.0506632   0.0464555 7.96309e-05
        6412   0.0507479   0.0464561 7.96213e-05
        6413    0.050833   0.0464568 7.96118e-05
        6414   0.0509186   0.0464575 7.96024e-05
        6415   0.0510048   0.0464582 7.95932e-05
        6416   0.0510914   0.0464589  7.9584e-05
        6417   0.0511794   0.0464597  7.9575e-05
        6418   0.0512676   0.0464604 7.95662e-05
        6419   0.0513565   0.0464612 7.95574e-05
        6420   0.0514461    0.046462 7.95488e-05
        6421   0.0515364   0.0464627 7.95404e-05
        6422   0.0516278   0.0464635  7.9532e-05
        6423   0.0517197   0.0464644 7.95239e-05
        6424   0.0518124   0.0464652 7.95158e-05
        6425   0.0519057    0.046466  7.9508e-05
        6426   0.0520001   0.0464669 7.95003e-05
        6427   0.0520958   0.0464678 7.94927e-05
        6428   0.0521919   0.0464687 7.94853e-05
        6429   0.0522889   0.0464696 7.94781e-05
        6430   0.0523869   0.0464705 7.94711e-05
        6431    0.052486   0.0464714 7.94642e-05
        6432   0.0525858   0.0464724 7.94576e-05
        6433   0.0526865   0.0464734 7.94511e-05
        6434   0.0527883   0.0464743 7.94448e-05
        6435    0.052891   0.0464753 7.94387e-05
        6436   0.0529947   0.0464763 7.94328e-05
        6437   0.0530994   0.0464774 7.94272e-05
        6438   0.0532051   0.0464784 7.94217e-05
        6439    0.053312   0.0464795 7.94165e-05
        6440   0.0534197   0.0464806 7.94114e-05
        6441   0.0535284   0.0464817 7.94066e-05
        6442   0.0536383   0.0464828 7.94021e-05
        6443    0.053749   0.0464839 7.93978e-05
        6444   0.0538609    0.046485 7.93937e-05
        6445   0.0539736   0.0464862 7.93899e-05
        6446   0.0540875   0.0464874 7.93863e-05
        6447   0.0542021   0.0464886  7.9383e-05
        6448   0.0543177   0.0464898   7.938e-05
        6449   0.0544341    0.046491 7.93773e-05
        6450   0.0545515   0.0464923 7.93748e-05
        6451   0.0546695   0.0464935 7.93726e-05
        6452   0.0547887   0.0464948 7.93707e-05
        6453   0.0549081   0.0464961 7.93691e-05
        6454   0.0550291   0.0464974 7.93678e-05
        6455   0.0551505   0.0464988 7.93669e-05
        6456   0.0552727   0.0465001 7.93662e-05
        6457   0.0553955   0.0465015 7.93659e-05
        6458    0.055519   0.0465029 7.93659e-05
        6459   0.0556434   0.0465043 7.93662e-05
        6460    0.055768   0.0465058 7.93668e-05
        6461   0.0558929   0.0465072 7.93679e-05
        6462   0.0560182   0.0465087 7.93692e-05
        6463   0.0561439   0.0465102 7.93709e-05
        6464   0.0562697   0.0465117  7.9373e-05
        6465   0.0563958   0.0465132 7.93755e-05
        6466   0.0565219   0.0465148 7.93783e-05
        6467   0.0566477   0.0465163 7.93815e-05
        6468   0.0567739   0.0465179  7.9385e-05
        6469   0.0568997   0.0465195  7.9389e-05
        6470   0.0570254   0.0465212 7.93933e-05
        6471   0.0571507   0.0465228  7.9398e-05
        6472   0.0572753   0.0465245 7.94032e-05
        6473   0.0573995   0.0465261 7.94087e-05
        6474   0.0575227   0.0465278 7.94146e-05
        6475    0.057645   0.0465296 7.94209e-05
        6476   0.0577663   0.0465313 7.94275e-05
        6477   0.0578865    0.046533 7.94346e-05
        6478   0.0580054   0.0465348 7.94421e-05
        6479   0.0581232   0.0465366   7.945e-05
        6480   0.0582392   0.0465384 7.94582e-05
        6481   0.0583535   0.0465402 7.94669e-05
        6482   0.0584658   0.0465421 7.94759e-05
        6483   0.0585761   0.0465439 7.94853e-05
        6484   0.0586845   0.0465458 7.94951e-05
        6485   0.0587903   0.0465477 7.95053e-05
        6486    0.058894   0.0465496 7.95158e-05
        6487    0.058995   0.0465515 7.95267e-05
        6488   0.0590933   0.0465534 7.95379e-05
        6489   0.0591887   0.0465554 7.95495e-05
        6490   0.0592808   0.0465573 7.95614e-05
        6491   0.0593699   0.0465593 7.95736e-05
        6492   0.0594555   0.0465613 7.95862e-05
        6493   0.0595377   0.0465633  7.9599e-05
        6494   0.0596163   0.0465653 7.96121e-05
        6495   0.0596912   0.0465673 7.96255e-05
        6496   0.0597617   0.0465694 7.96392e-05
        6497   0.0598284   0.0465714  7.9653e-05
        6498   0.0598905   0.0465735 7.96671e-05
        6499   0.0599482   0.0465755 7.96815e-05
        6500    0.060001   0.0465776  7.9696e-05
        6501   0.0600492   0.0465797 7.97106e-05
        6502   0.0600928   0.0465817 7.97255e-05
        6503   0.0601317   0.0465838 7.97404e-05
        6504   0.0601653   0.0465859 7.97555e-05
        6505   0.0601937    0.046588 7.97707e-05
        6506   0.0602165   0.0465901 7.97859e-05
        6507   0.0602343   0.0465922 7.98012e-05
        6508   0.0602468   0.0465943 7.98165e-05
        6509   0.0602542   0.0465964 7.98319e-05
        6510   0.0602556   0.0465985 7.98472e-05
        6511   0.0602515   0.0466006 7.98624e-05
        6512   0.0602416   0.0466027 7.98776e-05
        6513   0.0602261   0.0466048 7.98927e-05
        6514   0.0602052   0.0466069 7.99078e-05
        6515   0.0601783   0.0466089 7.99226e-05
        6516   0.0601459    0.046611 7.99374e-05
        6517   0.0601078   0.0466131 7.99519e-05
        6518   0.0600638   0.0466152 7.99663e-05
        6519   0.0600141   0.0466172 7.99804e-05
        6520   0.0599586   0.0466193 7.99943e-05
        6521    0.059898   0.0466213  8.0008e-05
        6522   0.0598316   0.0466233 8.00213e-05
        6523   0.0597598   0.0466253 8.00344e-05
        6524   0.0596826   0.0466273 8.00472e-05
        6525   0.0596002   0.0466293 8.00596e-05
        6526   0.0595125   0.0466313 8.00717e-05
        6527   0.0594198   0.0466333 8.00834e-05
        6528   0.0593221   0.0466352 8.00947e-05
        6529   0.0592196   0.0466371 8.01056e-05
        6530   0.0591124    0.046639 8.01161e-05
        6531   0.0590006   0.0466409 8.01262e-05
        6532   0.0588843   0.0466428 8.01359e-05
        6533    0.058764   0.0466447 8.01451e-05
        6534   0.0586394   0.0466465 8.01538e-05
        6535   0.0585108   0.0466483 8.01621e-05
        6536   0.0583783   0.0466501 8.01699e-05
        6537    0.058242   0.0466519 8.01773e-05
        6538   0.0581025   0.0466536 8.01841e-05
        6539   0.0579599   0.0466554 8.01905e-05
        6540   0.0578137   0.0466571 8.01964e-05
        6541   0.0576649   0.0466587 8.02018e-05
        6542   0.0575133   0.0466604 8.02067e-05
        6543   0.0573589    0.046662 8.02111e-05
        6544   0.0572023   0.0466636  8.0215e-05
        6545   0.0570436   0.0466652 8.02184e-05
        6546   0.0568826   0.0466668 8.02214e-05
        6547     0.05672   0.0466683 8.02238e-05
        6548    0.056556   0.0466698 8.02258e-05
        6549   0.0563906   0.0466713 8.02273e-05
        6550   0.0562234   0.0466728 8.02283e-05
        6551   0.0560554   0.0466742 8.02288e-05
        6552   0.0558862   0.0466756 8.02289e-05
        6553   0.0557164    0.046677 8.02285e-05
        6554   0.0555457   0.0466784 8.02277e-05
        6555   0.0553747   0.0466797 8.02264e-05
        6556   0.0552037    0.046681 8.02247e-05
        6557   0.0550329   0.0466823 8.02226e-05
        6558   0.0548619   0.0466835   8.022e-05
        6559   0.0546914   0.0466847 8.02171e-05
        6560   0.0545209   0.0466859 8.02137e-05
        6561   0.0543512   0.0466871   8.021e-05
        6562   0.0541822   0.0466882 8.02059e-05
        6563   0.0540141   0.0466893 8.02015e-05
        6564   0.0538465   0.0466904 8.01967e-05
        6565   0.0536802   0.0466915 8.01915e-05
        6566    0.053515   0.0466925  8.0186e-05
        6567   0.0533508   0.0466936 8.01802e-05
        6568   0.0531879   0.0466945 8.01741e-05
        6569   0.0530266   0.0466955 8.01677e-05
        6570   0.0528668   0.0466964  8.0161e-05
        6571   0.0527087   0.0466974  8.0154e-05
        6572   0.0525523   0.0466983 8.01468e-05
        6573    0.052398   0.0466991 8.01393e-05
        6574   0.0522454      0.0467 8.01315e-05
        6575   0.0520948   0.0467008 8.01236e-05
        6576   0.0519459   0.0467016 8.01153e-05
        6577   0.0517995   0.0467024 8.01069e-05
        6578   0.0516555   0.0467031 8.00983e-05
        6579   0.0515137   0.0467038 8.00894e-05
        6580   0.0513737   0.0467045 8.00804e-05
        6581   0.0512364   0.0467052 8.00712e-05
        6582   0.0511014   0.0467059 8.00618e-05
        6583   0.0509688   0.0467066 8.00523e-05
        6584   0.0508387   0.0467072 8.00426e-05
        6585   0.0507111   0.0467078 8.00327e-05
        6586   0.0505861   0.0467084 8.00228e-05
        6587   0.0504633   0.0467089 8.00126e-05
        6588   0.0503434   0.0467095 8.00024e-05
        6589   0.0502263     0.04671  7.9992e-05
        6590   0.0501116   0.0467105 7.99816e-05
        6591   0.0499992    0.046711  7.9971e-05
        6592     0.04989   0.0467115 7.99603e-05
        6593   0.0497834    0.046712 7.99495e-05
        6594    0.049679   0.0467124 7.99387e-05
        6595   0.0495775   0.0467129 7.99277e-05
        6596   0.0494784   0.0467133 7.99167e-05
        6597   0.0493825   0.0467137 7.99056e-05
        6598   0.0492889   0.0467141 7.98945e-05
        6599   0.0491978   0.0467145 7.98832e-05
        6600   0.0491093   0.0467148  7.9872e-05
        6601   0.0490237   0.0467152 7.98606e-05
        6602   0.0489407   0.0467155 7.98492e-05
        6603     0.04886   0.0467158 7.98378e-05
        6604   0.0487824   0.0467162 7.98263e-05
        6605   0.0487069   0.0467165 7.98148e-05
        6606   0.0486342   0.0467168 7.98033e-05
        6607   0.0485641    0.046717 7.97917e-05
        6608   0.0484967   0.0467173 7.97801e-05
        6609   0.0484316   0.0467176 7.97684e-05
        6610   0.0483691   0.0467178 7.97567e-05
        6611    0.048309    0.046718  7.9745e-05
        6612    0.048251   0.0467183 7.97333e-05
        6613   0.0481956   0.0467185 7.97216e-05
        6614   0.0481422   0.0467187 7.97098e-05
        6615   0.0480916   0.0467189  7.9698e-05
        6616   0.0480433   0.0467191 7.96862e-05
