#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         355  -0.0350841  -0.0328753 5.14318e-05
         356  -0.0351015  -0.0328815 5.16661e-05
         357  -0.0351238  -0.0328878 5.19017e-05
         358  -0.0351437  -0.0328941 5.21379e-05
         359  -0.0351614  -0.0329004 5.23738e-05
         360  -0.0351791  -0.0329067 5.26094e-05
         361  -0.0351945  -0.0329131  5.2844e-05
         362  -0.0352147  -0.0329194 5.30791e-05
         363   -0.035235  -0.0329258 5.33148e-05
         364  -0.0352553  -0.0329322 5.35511e-05
         365  -0.0352781  -0.0329386 5.37887e-05
         366  -0.0352985  -0.0329451 5.40268e-05
         367  -0.0353167  -0.0329515 5.42646e-05
         368  -0.0353349   -0.032958 5.45023e-05
         369  -0.0353555  -0.0329645 5.47405e-05
         370  -0.0353739   -0.032971 5.49785e-05
         371  -0.0353899  -0.0329776 5.52156e-05
         372  -0.0354084  -0.0329841 5.54524e-05
         373  -0.0354269  -0.0329906 5.56892e-05
         374  -0.0354478  -0.0329972 5.59265e-05
         375  -0.0354665  -0.0330038 5.61636e-05
         376  -0.0354852  -0.0330104 5.64007e-05
         377   -0.035504   -0.033017 5.66376e-05
         378  -0.0355276  -0.0330236 5.68758e-05
         379  -0.0355512  -0.0330303 5.71154e-05
         380  -0.0355702   -0.033037 5.73549e-05
         381  -0.0355916  -0.0330437 5.75949e-05
         382  -0.0356107  -0.0330504 5.78348e-05
         383  -0.0356369  -0.0330572 5.80768e-05
         384  -0.0356562  -0.0330639 5.83186e-05
         385  -0.0356802  -0.0330707 5.85617e-05
         386  -0.0357019  -0.0330776 5.88053e-05
         387  -0.0357213  -0.0330844 5.90489e-05
         388  -0.0357408  -0.0330912 5.92923e-05
         389  -0.0357651  -0.0330981 5.95369e-05
         390  -0.0357871   -0.033105 5.97822e-05
         391  -0.0358068  -0.0331119 6.00273e-05
         392  -0.0358266  -0.0331188 6.02723e-05
         393  -0.0358464  -0.0331258 6.05172e-05
         394  -0.0358663  -0.0331327  6.0762e-05
         395   -0.035891  -0.0331397 6.10081e-05
         396   -0.035911  -0.0331467 6.12541e-05
         397  -0.0359311  -0.0331537 6.15001e-05
         398   -0.035956  -0.0331608 6.17472e-05
         399  -0.0359785  -0.0331678  6.1995e-05
         400  -0.0359988  -0.0331749 6.22427e-05
         401  -0.0360192   -0.033182 6.24903e-05
         402  -0.0360396  -0.0331891 6.27379e-05
         403    -0.03606  -0.0331962 6.29853e-05
         404   -0.036083  -0.0332034 6.32334e-05
         405  -0.0361083  -0.0332106 6.34828e-05
         406   -0.036129  -0.0332177 6.37321e-05
         407  -0.0361497  -0.0332249 6.39814e-05
         408  -0.0361729  -0.0332322 6.42313e-05
         409  -0.0361938  -0.0332394 6.44811e-05
         410  -0.0362171  -0.0332467 6.47315e-05
         411  -0.0362405   -0.033254 6.49826e-05
         412  -0.0362616  -0.0332613 6.52336e-05
         413  -0.0362875  -0.0332686 6.54859e-05
         414  -0.0363087  -0.0332759 6.57382e-05
         415  -0.0363324  -0.0332833  6.5991e-05
         416  -0.0363537  -0.0332907 6.62439e-05
         417  -0.0363751  -0.0332981 6.64967e-05
         418   -0.036399  -0.0333055 6.67501e-05
         419  -0.0364206  -0.0333129 6.70036e-05
         420  -0.0364446  -0.0333204 6.72576e-05
         421  -0.0364686  -0.0333279 6.75123e-05
         422  -0.0364951  -0.0333354 6.77682e-05
         423   -0.036517  -0.0333429 6.80242e-05
         424  -0.0365413  -0.0333504 6.82807e-05
         425  -0.0365656   -0.033358 6.85378e-05
         426  -0.0365924  -0.0333656 6.87962e-05
         427  -0.0366145  -0.0333732 6.90546e-05
         428  -0.0366415  -0.0333808 6.93142e-05
         429  -0.0366661  -0.0333885 6.95743e-05
         430  -0.0366908  -0.0333962 6.98351e-05
         431  -0.0367132  -0.0334039 7.00959e-05
         432  -0.0367357  -0.0334116 7.03566e-05
         433   -0.036763  -0.0334193 7.06186e-05
         434  -0.0367856  -0.0334271 7.08806e-05
         435  -0.0368083  -0.0334348 7.11426e-05
         436  -0.0368358  -0.0334426 7.14058e-05
         437  -0.0368611  -0.0334505 7.16696e-05
         438  -0.0368887  -0.0334583 7.19345e-05
         439  -0.0369117  -0.0334662 7.21995e-05
         440  -0.0369395  -0.0334741 7.24657e-05
         441   -0.036965   -0.033482 7.27324e-05
         442  -0.0369906  -0.0334899 7.29998e-05
         443  -0.0370138  -0.0334979 7.32671e-05
         444  -0.0370396  -0.0335059  7.3535e-05
         445  -0.0370654  -0.0335139 7.38035e-05
         446  -0.0370912  -0.0335219 7.40726e-05
         447  -0.0371148  -0.0335299 7.43417e-05
         448  -0.0371361   -0.033538 7.46103e-05
         449  -0.0371598   -0.033546 7.48789e-05
         450  -0.0371836  -0.0335541 7.51476e-05
         451  -0.0372075  -0.0335622 7.54163e-05
         452  -0.0372314  -0.0335703 7.56851e-05
         453  -0.0372578  -0.0335785 7.59545e-05
         454  -0.0372819  -0.0335866 7.62239e-05
         455  -0.0373108  -0.0335948 7.64946e-05
         456   -0.037335   -0.033603 7.67653e-05
         457  -0.0373617  -0.0336113 7.70367e-05
         458  -0.0373861  -0.0336195 7.73082e-05
         459   -0.037413  -0.0336278 7.75802e-05
         460  -0.0374375   -0.033636 7.78524e-05
         461  -0.0374645  -0.0336443 7.81252e-05
         462  -0.0374892  -0.0336527 7.83981e-05
         463   -0.037514   -0.033661 7.86711e-05
         464  -0.0375412  -0.0336694 7.89448e-05
         465  -0.0375661  -0.0336777 7.92185e-05
         466  -0.0375935  -0.0336862 7.94929e-05
         467  -0.0376209  -0.0336946  7.9768e-05
         468  -0.0376461   -0.033703 8.00431e-05
         469  -0.0376713  -0.0337115 8.03184e-05
         470  -0.0376989    -0.03372 8.05944e-05
         471  -0.0377267  -0.0337285  8.0871e-05
         472  -0.0377545   -0.033737 8.11482e-05
         473  -0.0377824  -0.0337456 8.14261e-05
         474  -0.0378057  -0.0337541 8.17036e-05
         475  -0.0378314  -0.0337627 8.19813e-05
         476  -0.0378572  -0.0337713 8.22591e-05
         477   -0.037883  -0.0337799  8.2537e-05
         478  -0.0379113  -0.0337886 8.28157e-05
         479  -0.0379421  -0.0337972 8.30955e-05
         480  -0.0379682  -0.0338059 8.33755e-05
         481  -0.0379944  -0.0338146 8.36557e-05
         482  -0.0380207  -0.0338234  8.3936e-05
         483   -0.038047  -0.0338321 8.42165e-05
         484  -0.0380758  -0.0338409 8.44977e-05
         485  -0.0381023  -0.0338497  8.4779e-05
         486  -0.0381289  -0.0338585 8.50606e-05
         487  -0.0381532  -0.0338673 8.53418e-05
         488  -0.0381823  -0.0338761 8.56238e-05
         489  -0.0382115   -0.033885 8.59065e-05
         490  -0.0382384  -0.0338939 8.61894e-05
         491  -0.0382654  -0.0339028 8.64725e-05
         492  -0.0382925  -0.0339117 8.67558e-05
         493  -0.0383196  -0.0339206 8.70393e-05
         494  -0.0383492  -0.0339296 8.73236e-05
         495  -0.0383766  -0.0339386  8.7608e-05
         496   -0.038404  -0.0339476 8.78928e-05
         497  -0.0384338  -0.0339566 8.81782e-05
         498   -0.038459  -0.0339657 8.84634e-05
         499  -0.0384866  -0.0339747 8.87489e-05
         500  -0.0385144  -0.0339838 8.90346e-05
         501  -0.0385422  -0.0339929 8.93206e-05
         502  -0.0385701   -0.034002 8.96068e-05
         503  -0.0385981  -0.0340112 8.98933e-05
         504  -0.0386261  -0.0340203 9.01801e-05
         505  -0.0386543  -0.0340295 9.04672e-05
         506  -0.0386848  -0.0340387  9.0755e-05
         507  -0.0387132  -0.0340479 9.10431e-05
         508  -0.0387415  -0.0340571 9.13315e-05
         509  -0.0387748  -0.0340664 9.16212e-05
         510  -0.0388033  -0.0340757 9.19111e-05
         511  -0.0388343   -0.034085 9.22018e-05
         512  -0.0388655  -0.0340944 9.24932e-05
         513   -0.038899  -0.0341037 9.27859e-05
         514  -0.0389303  -0.0341131 9.30794e-05
         515  -0.0389593  -0.0341225 9.33731e-05
         516  -0.0389884   -0.034132 9.36671e-05
         517  -0.0390199  -0.0341414 9.39618e-05
         518  -0.0390539  -0.0341509 9.42578e-05
         519  -0.0390832  -0.0341604 9.45541e-05
         520  -0.0391127  -0.0341699 9.48507e-05
         521  -0.0391422  -0.0341795 9.51475e-05
         522  -0.0391742   -0.034189 9.54452e-05
         523  -0.0392086  -0.0341986  9.5744e-05
         524  -0.0392384  -0.0342082 9.60431e-05
         525  -0.0392706  -0.0342179  9.6343e-05
         526  -0.0393029  -0.0342276 9.66437e-05
         527   -0.039333  -0.0342372 9.69446e-05
         528  -0.0393631  -0.0342469 9.72459e-05
         529  -0.0393933  -0.0342567 9.75475e-05
         530  -0.0394236  -0.0342664 9.78494e-05
         531  -0.0394564  -0.0342762  9.8152e-05
         532  -0.0394868   -0.034286  9.8455e-05
         533  -0.0395151  -0.0342958 9.87579e-05
         534  -0.0395457  -0.0343056 9.90611e-05
         535  -0.0395765  -0.0343155 9.93646e-05
         536  -0.0396073  -0.0343254 9.96685e-05
         537   -0.039643  -0.0343353 9.99736e-05
         538  -0.0396811  -0.0343452  0.00010028
         539  -0.0397122  -0.0343552 0.000100587
         540  -0.0397434  -0.0343651 0.000100895
         541  -0.0397747  -0.0343751 0.000101203
         542  -0.0398061  -0.0343852 0.000101511
         543  -0.0398376  -0.0343952 0.000101819
         544  -0.0398692  -0.0344053 0.000102128
         545  -0.0399008  -0.0344153 0.000102437
         546  -0.0399326  -0.0344254 0.000102747
         547  -0.0399644  -0.0344356 0.000103057
         548  -0.0399987  -0.0344457 0.000103368
         549  -0.0400308  -0.0344559 0.000103679
         550  -0.0400629  -0.0344661  0.00010399
         551  -0.0400951  -0.0344763 0.000104302
         552  -0.0401274  -0.0344865 0.000104614
         553  -0.0401622  -0.0344968 0.000104927
         554  -0.0401923  -0.0345071  0.00010524
         555  -0.0402249  -0.0345174 0.000105554
         556    -0.04026  -0.0345277 0.000105868
         557  -0.0402951  -0.0345381 0.000106183
         558   -0.040328  -0.0345485 0.000106499
         559   -0.040361  -0.0345589 0.000106815
