#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         563     1.43302     1.42751 9.87359e-05
         564     1.43306     1.42752 9.90501e-05
         565     1.43309     1.42753  9.9365e-05
         566     1.43312     1.42754 9.96804e-05
         567     1.43316     1.42755 9.99965e-05
         568     1.43319     1.42756 0.000100313
         569     1.43323     1.42757  0.00010063
         570     1.43326     1.42758 0.000100948
         571     1.43329     1.42759 0.000101267
         572     1.43333      1.4276 0.000101586
         573     1.43336     1.42761 0.000101906
         574      1.4334     1.42762 0.000102227
         575     1.43343     1.42763 0.000102548
         576     1.43346     1.42764 0.000102869
         577      1.4335     1.42765 0.000103192
         578     1.43353     1.42766 0.000103515
         579     1.43357     1.42767 0.000103839
         580      1.4336     1.42768 0.000104163
         581     1.43364     1.42769 0.000104488
         582     1.43367      1.4277 0.000104814
         583     1.43371     1.42771  0.00010514
         584     1.43374     1.42772 0.000105467
         585     1.43378     1.42773 0.000105794
         586     1.43382     1.42774 0.000106123
         587     1.43385     1.42775 0.000106451
         588     1.43389     1.42776 0.000106781
         589     1.43392     1.42777 0.000107111
         590     1.43396     1.42778 0.000107442
         591       1.434     1.42779 0.000107774
         592     1.43403      1.4278 0.000108106
         593     1.43407     1.42781 0.000108439
         594      1.4341     1.42782 0.000108772
         595     1.43414     1.42783 0.000109106
         596     1.43418     1.42784 0.000109441
         597     1.43421     1.42785 0.000109777
         598     1.43425     1.42787 0.000110113
         599     1.43429     1.42788  0.00011045
         600     1.43432     1.42789 0.000110787
         601     1.43436      1.4279 0.000111125
         602      1.4344     1.42791 0.000111464
         603     1.43444     1.42792 0.000111804
         604     1.43447     1.42793 0.000112144
         605     1.43451     1.42794 0.000112485
         606     1.43455     1.42795 0.000112827
         607     1.43459     1.42796 0.000113169
         608     1.43462     1.42797 0.000113512
         609     1.43466     1.42798 0.000113856
         610      1.4347       1.428   0.0001142
         611     1.43474     1.42801 0.000114545
         612     1.43478     1.42802 0.000114891
         613     1.43482     1.42803 0.000115237
         614     1.43485     1.42804 0.000115584
         615     1.43489     1.42805 0.000115932
         616     1.43493     1.42806 0.000116281
         617     1.43497     1.42807  0.00011663
         618     1.43501     1.42809  0.00011698
         619     1.43505      1.4281 0.000117331
         620     1.43509     1.42811 0.000117682
         621     1.43513     1.42812 0.000118034
         622     1.43517     1.42813 0.000118387
         623     1.43521     1.42814  0.00011874
         624     1.43525     1.42815 0.000119094
         625     1.43529     1.42816 0.000119449
         626     1.43532     1.42818 0.000119805
         627     1.43536     1.42819 0.000120161
         628      1.4354      1.4282 0.000120518
         629     1.43545     1.42821 0.000120876
         630     1.43549     1.42822 0.000121235
         631     1.43553     1.42823 0.000121594
         632     1.43557     1.42824 0.000121954
         633     1.43561     1.42826 0.000122314
         634     1.43565     1.42827 0.000122676
         635     1.43569     1.42828 0.000123038
         636     1.43573     1.42829 0.000123401
         637     1.43577      1.4283 0.000123764
         638     1.43581     1.42832 0.000124129
         639     1.43585     1.42833 0.000124494
         640      1.4359     1.42834  0.00012486
         641     1.43594     1.42835 0.000125226
         642     1.43598     1.42836 0.000125594
         643     1.43602     1.42837 0.000125962
         644     1.43606     1.42839  0.00012633
         645      1.4361      1.4284   0.0001267
         646     1.43615     1.42841  0.00012707
         647     1.43619     1.42842 0.000127441
         648     1.43623     1.42843 0.000127813
         649     1.43627     1.42845 0.000128186
         650     1.43632     1.42846 0.000128559
         651     1.43636     1.42847 0.000128933
         652      1.4364     1.42848 0.000129308
         653     1.43645      1.4285 0.000129683
         654     1.43649     1.42851  0.00013006
         655     1.43653     1.42852 0.000130437
         656     1.43657     1.42853 0.000130815
         657     1.43662     1.42854 0.000131193
         658     1.43666     1.42856 0.000131573
         659     1.43671     1.42857 0.000131953
         660     1.43675     1.42858 0.000132334
         661     1.43679     1.42859 0.000132716
         662     1.43684     1.42861 0.000133098
         663     1.43688     1.42862 0.000133482
         664     1.43693     1.42863 0.000133866
         665     1.43697     1.42864 0.000134251
         666     1.43702     1.42866 0.000134636
         667     1.43706     1.42867 0.000135023
         668     1.43711     1.42868  0.00013541
         669     1.43715     1.42869 0.000135798
         670      1.4372     1.42871 0.000136187
         671     1.43724     1.42872 0.000136577
         672     1.43729     1.42873 0.000136967
         673     1.43733     1.42875 0.000137358
