#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.150531    0.150531           0
           2    0.172379    0.161455  0.00772443
           3     0.12966    0.150856   0.0100698
           4    0.139371    0.147985  0.00795119
           5    0.155567    0.149501  0.00650393
           6    0.159027    0.151089  0.00561036
           7    0.145733    0.150324  0.00486076
           8    0.142913    0.149397  0.00434053
           9    0.175017    0.152244  0.00469991
          10    0.137659    0.150786  0.00445049
          11    0.136036    0.149445  0.00424308
          12    0.133215    0.148092  0.00409939
          13    0.146047    0.147935  0.00378707
          14    0.139535    0.147335  0.00356378
          15    0.137249    0.146662  0.00338903
          16    0.168487    0.148026  0.00344078
          17    0.134775    0.147247  0.00332551
          18    0.151479    0.147482  0.00314905
          19    0.142059    0.147197  0.00299622
          20    0.152361    0.147455  0.00285752
          21    0.149751    0.147564  0.00272354
          22    0.147328    0.147553  0.00259976
          23    0.126649    0.146645  0.00264082
          24    0.128464    0.145887   0.0026372
          25    0.108644    0.144397  0.00292234
          26    0.158211    0.144929  0.00285783
          27    0.175325    0.146054  0.00296545
          28    0.152204    0.146274  0.00286766
          29    0.154532    0.146559  0.00278288
          30    0.174371    0.147486  0.00284034
          31    0.143676    0.147363  0.00275137
          32    0.163269     0.14786  0.00270992
          33    0.143873    0.147739   0.0026305
          34    0.164381    0.148229  0.00259827
          35    0.135056    0.147852  0.00255115
          36    0.140953    0.147661  0.00248747
          37    0.116145    0.146809  0.00256192
          38    0.116401    0.146009  0.00261649
          39    0.144944    0.145981  0.00254954
          40    0.118035    0.145283  0.00257976
          41    0.128449    0.144872   0.0025493
          42    0.134179    0.144618  0.00250129
          43    0.133615    0.144362  0.00245617
          44    0.111785    0.143621  0.00250945
          45    0.161172    0.144011  0.00248381
          46    0.153616     0.14422  0.00243858
          47    0.138323    0.144095  0.00238992
          48    0.151955    0.144258  0.00234573
          49    0.149936    0.144374  0.00230072
          50    0.147245    0.144432  0.00225542
