#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.420551    0.420551           0
           2    0.421427    0.420989 0.000309575
           3    0.412692    0.418223   0.0022674
           4    0.420336    0.418751  0.00176098
           5    0.414619    0.417925  0.00159099
           6    0.419904    0.418255  0.00135958
           7     0.41613    0.417951  0.00119877
           8    0.410058    0.416965  0.00139715
           9    0.414189    0.416656  0.00127548
          10    0.417345    0.416725  0.00114979
          11    0.410795    0.416186  0.00116482
          12    0.423063    0.416759  0.00120047
          13    0.410231    0.416257  0.00120858
          14    0.421382    0.416623  0.00117639
          15    0.428243    0.417398  0.00132878
          16    0.420145    0.417569  0.00125678
          17    0.428404    0.418207  0.00133469
          18    0.427308    0.418712  0.00135294
          19    0.413026    0.418413  0.00131441
          20    0.414344     0.41821  0.00126434
          21    0.421502    0.418366  0.00121381
          22    0.413425    0.418142  0.00117923
          23    0.410025    0.417789  0.00117959
          24    0.416264    0.417725  0.00113215
          25    0.412223    0.417505  0.00110805
          26     0.41302    0.417333  0.00107878
          27    0.433502    0.417932  0.00119352
          28    0.421253     0.41805  0.00115677
          29    0.420409    0.418131  0.00111974
          30    0.410351    0.417872  0.00111205
          31    0.410651    0.417639   0.0011003
          32    0.425299    0.417879  0.00109164
          33    0.420953    0.417972  0.00106253
          34    0.418878    0.417998  0.00103162
          35    0.411379    0.417809  0.00101933
          36    0.428797    0.418114   0.0010357
          37    0.419843    0.418161  0.00100876
          38    0.412459    0.418011 0.000993315
          39    0.419205    0.418042 0.000968317
          40    0.423045    0.418167 0.000952154
          41    0.418825    0.418183 0.000929066
          42     0.42287    0.418295 0.000913624
          43    0.414726    0.418212 0.000896139
          44    0.414827    0.418135 0.000879068
          45     0.41143    0.417986 0.000872067
          46    0.413248    0.417883 0.000859169
          47    0.428421    0.418107 0.000869658
          48    0.423752    0.418224 0.000859456
          49    0.434818    0.418563 0.000906181
          50     0.41912    0.418574 0.000888126
