#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.613285   -0.613285           0
           2   -0.611765   -0.612525 0.000537401
           3   -0.615285   -0.613445 0.000832239
           4    -0.61192   -0.613064  0.00070616
           5   -0.612456   -0.612942 0.000575302
           6   -0.611648   -0.612727 0.000518291
           7   -0.613736   -0.612871 0.000463874
           8   -0.612827   -0.612865 0.000405922
           9   -0.612139   -0.612785 0.000368762
          10   -0.611995   -0.612706 0.000340241
          11   -0.612283   -0.612667 0.000311475
          12   -0.614824   -0.612847 0.000333368
          13   -0.612456   -0.612817 0.000309078
          14   -0.614448   -0.612933  0.00030818
          15   -0.613141   -0.612947 0.000287947
          16   -0.614307   -0.613032 0.000282208
          17   -0.614296   -0.613107 0.000275225
          18   -0.612936   -0.613097 0.000260098
          19   -0.614424   -0.613167 0.000255613
          20   -0.613424    -0.61318 0.000243156
          21   -0.615008   -0.613267 0.000246671
          22   -0.612445   -0.613229 0.000238268
          23   -0.614699   -0.613293 0.000236316
          24   -0.612443   -0.613258 0.000229112
          25   -0.613024   -0.613249 0.000220139
          26   -0.613576   -0.613261 0.000212032
          27   -0.613469   -0.613269 0.000204319
          28   -0.611957   -0.613222 0.000202319
          29   -0.613069   -0.613217 0.000195411
          30   -0.612688   -0.613199 0.000189691
          31   -0.613093   -0.613196 0.000183602
          32   -0.612523   -0.613175 0.000179065
          33   -0.615253   -0.613238 0.000184386
          34   -0.613677   -0.613251 0.000179415
          35   -0.614037   -0.613273 0.000175692
          36   -0.613437   -0.613278 0.000170871
          37   -0.613832   -0.613293 0.000166908
          38   -0.613624   -0.613301 0.000162743
          39   -0.612619   -0.613284 0.000159509
          40   -0.611949    -0.61325 0.000158972
          41   -0.612323   -0.613228 0.000156697
          42   -0.613864   -0.613243 0.000153697
          43   -0.611829    -0.61321 0.000153598
          44   -0.614067    -0.61323 0.000151336
          45   -0.614629   -0.613261 0.000151136
          46    -0.61352   -0.613266 0.000147955
          47   -0.613491   -0.613271 0.000144884
          48   -0.613765   -0.613281 0.000142231
          49   -0.613925   -0.613295 0.000139934
          50   -0.612789   -0.613284   0.0001375
