#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.313059    0.313059           0
           2    0.315892    0.314476  0.00100147
           3    0.311852    0.313601 0.000977566
           4    0.316876     0.31442  0.00101995
           5    0.318758    0.315287  0.00112602
           6    0.319489    0.315988  0.00113537
           7    0.315758    0.315955 0.000973646
           8    0.319427    0.316389 0.000943755
           9    0.320083    0.316799 0.000923863
          10    0.311856    0.316305 0.000954599
          11    0.315357    0.316219   0.0008717
          12     0.31625    0.316221 0.000799062
          13    0.314262    0.316071 0.000751671
          14    0.318452    0.316241 0.000716962
          15    0.322256    0.316642 0.000773212
          16     0.32163    0.316954 0.000785232
          17    0.318623    0.317052 0.000745157
          18     0.31775    0.317091 0.000704769
          19    0.319074    0.317195 0.000675359
          20    0.316644    0.317167 0.000642153
          21    0.312284    0.316935 0.000652322
          22    0.321181    0.317128 0.000650595
          23    0.315011    0.317036 0.000628785
          24    0.322472    0.317262 0.000642092
          25    0.320397    0.317388 0.000628529
          26    0.320942    0.317524 0.000619041
          27    0.321516    0.317672 0.000613513
          28    0.317953    0.317682 0.000591684
          29    0.314157    0.317561 0.000583635
          30    0.312062    0.317377 0.000592263
          31    0.318304    0.317407 0.000573912
          32    0.316304    0.317373 0.000557011
          33    0.318027    0.317393 0.000540484
          34    0.314471    0.317307 0.000531373
          35    0.319403    0.317367 0.000519556
          36    0.314365    0.317283  0.00051177
          37    0.319228    0.317336  0.00050063
          38    0.316239    0.317307 0.000488287
          39    0.318398    0.317335 0.000476567
          40    0.318779    0.317371 0.000466019
          41    0.320899    0.317457 0.000462529
          42    0.315505    0.317411 0.000453846
          43    0.327075    0.317635 0.000495831
          44    0.316884    0.317618 0.000484856
          45    0.319525    0.317661  0.00047593
          46    0.314782    0.317598  0.00046968
          47     0.31361    0.317513 0.000467288
          48    0.319607    0.317557 0.000459584
          49    0.318928    0.317585 0.000451056
          50    0.309874    0.317431 0.000467659
