#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     10.4448     10.4448           0
           2     10.5217     10.4832   0.0272063
           3     10.0045     10.3236    0.131564
           4     10.4189     10.3475    0.100805
           5     10.3015     10.3383    0.081062
           6     10.6708     10.3937   0.0843987
           7     10.3461     10.3869   0.0726147
           8     10.3622     10.3838   0.0636034
           9     10.8326     10.4337   0.0735284
          10     9.55745      10.346     0.10625
          11     9.72153     10.2893    0.110725
          12     10.7142     10.3247    0.107009
          13     10.8425     10.3645    0.105932
          14     10.5334     10.3766   0.0990499
          15     9.64787      10.328    0.103678
          16     9.82944     10.2968    0.101773
          17     10.4965     10.3086   0.0964615
          18     10.2319     10.3043   0.0911966
          19      10.454     10.3122   0.0867363
          20     9.80378     10.2868    0.086044
          21     10.2461     10.2848   0.0819685
          22     10.0741     10.2753   0.0788004
          23     10.1568     10.2701   0.0755424
          24     10.5199     10.2805   0.0731084
          25     9.91921     10.2661   0.0715983
          26     10.4467      10.273   0.0691808
          27     10.2343     10.2716   0.0666334
          28     10.0743     10.2645   0.0646252
          29      10.573     10.2752   0.0632658
          30      9.6524     10.2544   0.0644728
          31     10.2614     10.2546   0.0623934
          32     10.0839     10.2493   0.0606713
          33     10.8489     10.2675   0.0614929
          34     10.0242     10.2603   0.0600992
          35     10.1813     10.2581   0.0584245
          36     10.5885     10.2672   0.0575182
          37     9.81162     10.2549   0.0572666
          38     10.7173     10.2671   0.0570374
          39     10.1719     10.2646   0.0556271
          40     10.1383     10.2615    0.054326
          41     10.4409     10.2659   0.0531769
          42     10.8142     10.2789   0.0534892
          43     10.8187     10.2915   0.0536979
          44     9.59614     10.2757   0.0547535
          45     10.3914     10.2782   0.0535972
          46     10.0845      10.274   0.0525973
          47      10.176     10.2719   0.0515195
          48     10.0579     10.2675   0.0506388
          49     10.0648     10.2634    0.049774
          50     10.4443      10.267   0.0489098
