#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.805339   -0.805339           0
           2   -0.804043   -0.804691 0.000458205
           3   -0.803784   -0.804388 0.000392688
           4    -0.80584   -0.804751 0.000430704
           5    -0.80412   -0.804625   0.0003626
           6   -0.804205   -0.804555 0.000308841
           7   -0.805843   -0.804739 0.000314764
           8   -0.804923   -0.804762 0.000276254
           9   -0.807533    -0.80507  0.00038024
          10   -0.802664   -0.804829 0.000411349
          11   -0.804477   -0.804797 0.000375196
          12   -0.803896   -0.804722 0.000351368
          13   -0.805619   -0.804791 0.000331037
          14   -0.803211   -0.804678 0.000326074
          15   -0.804072   -0.804638  0.00030683
          16   -0.803547    -0.80457 0.000295136
          17   -0.806208   -0.804666 0.000293087
          18    -0.80396   -0.804627 0.000279417
          19   -0.805477   -0.804672 0.000268273
          20   -0.802923   -0.804584 0.000268733
          21   -0.803131   -0.804515 0.000264699
          22   -0.804963   -0.804535 0.000253449
          23   -0.801659    -0.80441 0.000271541
          24   -0.804685   -0.804422 0.000260468
          25   -0.804123    -0.80441 0.000250324
          26   -0.806205   -0.804479 0.000250042
          27   -0.805883   -0.804531 0.000246128
          28   -0.802587   -0.804461 0.000246937
          29   -0.804123    -0.80445 0.000238698
          30   -0.800219   -0.804309   0.0002692
          31   -0.806472   -0.804378  0.00026941
          32   -0.804512   -0.804383 0.000261023
          33   -0.804915   -0.804399 0.000253611
          34   -0.805448    -0.80443 0.000248022
          35   -0.806829   -0.804498 0.000250234
          36   -0.805363   -0.804522 0.000244433
          37   -0.802803   -0.804476 0.000242204
          38   -0.807123   -0.804545 0.000245643
          39   -0.800371   -0.804438 0.000261629
          40   -0.804165   -0.804431 0.000255178
          41   -0.804744   -0.804439 0.000249068
          42   -0.805563   -0.804466  0.00024457
          43   -0.806904   -0.804523 0.000245367
          44   -0.802589   -0.804479 0.000243693
          45   -0.803659    -0.80446 0.000238957
          46   -0.805085   -0.804474 0.000234149
          47   -0.804211   -0.804468 0.000229234
          48   -0.802035   -0.804418 0.000229997
          49   -0.805299   -0.804436 0.000226005
          50   -0.803811   -0.804423  0.00022183
