#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.291755    0.291755           0
           2    0.291883    0.291819 4.53722e-05
           3    0.288913     0.29085  0.00079151
           4    0.292335    0.291221 0.000675123
           5    0.295316     0.29204  0.00091001
           6    0.297608    0.292968  0.00113692
           7    0.298162     0.29371   0.0011923
           8    0.291089    0.293382  0.00108735
           9    0.302539      0.2944  0.00136171
          10    0.287011    0.293661  0.00141184
          11    0.292072    0.293516  0.00129086
          12    0.293623    0.293525  0.00118332
          13    0.291156    0.293343  0.00110625
          14    0.298926    0.293742  0.00109675
          15    0.295171    0.293837  0.00102776
          16    0.296048    0.293975 0.000972768
          17    0.294913     0.29403 0.000917108
          18    0.292261    0.293932 0.000871411
          19    0.292352    0.293849 0.000829507
          20     0.29458    0.293885 0.000788836
          21    0.289425    0.293673  0.00077935
          22    0.291314    0.293566 0.000751262
          23     0.29244    0.293517 0.000720191
          24    0.293844     0.29353 0.000690312
          25    0.297553    0.293691 0.000681197
          26    0.298598     0.29388 0.000680633
          27    0.291701    0.293799 0.000660192
          28    0.292253    0.293744  0.00063892
          29    0.297106     0.29386 0.000627316
          30    0.293761    0.293857 0.000606414
          31    0.291891    0.293793 0.000590159
          32    0.291646    0.293726  0.00057552
          33    0.291512    0.293659 0.000561977
          34    0.293249    0.293647 0.000545578
          35     0.29687    0.293739 0.000537704
          36    0.288266    0.293587 0.000543839
          37    0.289884    0.293487 0.000538271
          38      0.2934    0.293485 0.000524111
          39     0.29004    0.293396 0.000518062
          40    0.291715    0.293354 0.000506814
          41    0.296934    0.293442 0.000501917
          42    0.295292    0.293486 0.000491896
          43    0.295454    0.293532 0.000482583
          44    0.291991    0.293497 0.000472882
          45    0.295195    0.293534 0.000463878
          46    0.289909    0.293455 0.000460442
          47    0.291425    0.293412 0.000452667
          48    0.293794     0.29342 0.000443306
          49    0.292958    0.293411 0.000434359
          50    0.290489    0.293352 0.000429585
