#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.583579   -0.583579           0
           2   -0.581845   -0.582712 0.000612826
           3   -0.584888   -0.583437 0.000719481
           4   -0.582312   -0.583156 0.000592065
           5   -0.583619   -0.583249 0.000480829
           6   -0.581453   -0.582949 0.000484926
           7   -0.583408   -0.583015 0.000420054
           8   -0.583096   -0.583025  0.00036767
           9   -0.581283   -0.582831 0.000374331
          10   -0.582536   -0.582802 0.000338062
          11   -0.582291   -0.582755 0.000310507
          12   -0.582955   -0.582772 0.000285075
          13   -0.582325   -0.582738 0.000265208
          14   -0.581808   -0.582671 0.000254442
          15   -0.583165   -0.582704 0.000239602
          16    -0.58368   -0.582765 0.000232259
          17   -0.582627   -0.582757  0.00021874
          18   -0.581581   -0.582692 0.000216119
          19   -0.584309   -0.582777 0.000220879
          20   -0.581821   -0.582729  0.00021494
          21   -0.583395   -0.582761 0.000207028
          22   -0.581688   -0.582712 0.000203279
          23   -0.582568   -0.582706 0.000194537
          24   -0.582128   -0.582682 0.000187915
          25   -0.584075   -0.582737 0.000188479
          26   -0.584643   -0.582811 0.000194955
          27   -0.582803    -0.58281 0.000187735
          28    -0.58228   -0.582791 0.000181983
          29   -0.582128   -0.582769  0.00017714
          30   -0.583291   -0.582786 0.000172088
          31    -0.58208   -0.582763 0.000168037
          32   -0.581261   -0.582716 0.000169213
          33   -0.583656   -0.582745 0.000166464
          34   -0.585251   -0.582818 0.000177135
          35   -0.584549   -0.582868 0.000178844
          36   -0.581664   -0.582834 0.000176975
          37   -0.583725   -0.582859 0.000173823
          38   -0.582328   -0.582845 0.000169808
          39   -0.580829   -0.582793 0.000173138
          40   -0.582037   -0.582774 0.000169836
          41   -0.582331   -0.582763 0.000166038
          42   -0.583093   -0.582771 0.000162271
          43   -0.581936   -0.582752 0.000159655
          44   -0.583168   -0.582761 0.000156306
          45    -0.58424   -0.582794  0.00015625
          46   -0.583312   -0.582805 0.000153258
          47   -0.583064   -0.582811 0.000150096
          48   -0.583056   -0.582816 0.000147056
          49   -0.581467   -0.582788  0.00014661
          50   -0.582632   -0.582785 0.000143711
