#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.453819    0.453819           0
           2    0.430317    0.442068  0.00830952
           3     0.45063    0.444922  0.00600981
           4    0.422673     0.43936  0.00659696
           5    0.408532    0.433194  0.00763306
           6    0.440348    0.434386  0.00645333
           7    0.412542    0.431266  0.00624048
           8      0.4165     0.42942  0.00572686
           9    0.421349    0.428523  0.00516027
          10    0.414541    0.427125  0.00482997
          11     0.43402    0.427752  0.00443137
          12    0.415066    0.426695  0.00418628
          13    0.438224    0.427582  0.00395708
          14    0.425784    0.427453  0.00367652
          15    0.442553     0.42846  0.00356657
          16    0.425877    0.428298  0.00334731
          17    0.435282    0.428709  0.00317552
          18    0.401123    0.427177  0.00334857
          19    0.414554    0.426512  0.00323756
          20    0.438428    0.427108  0.00313002
          21    0.401016    0.425866  0.00321815
          22    0.418462    0.425529  0.00308941
          23     0.44578     0.42641    0.003078
          24    0.428525    0.426498  0.00295101
          25     0.41792    0.426155  0.00285285
          26    0.416668     0.42579  0.00276636
          27    0.418044    0.425503  0.00267873
          28    0.441989    0.426092  0.00264698
          29    0.434474    0.426381  0.00257144
          30    0.420304    0.426178  0.00249369
          31    0.427837    0.426232  0.00241382
          32    0.449103    0.426946  0.00244191
          33    0.425259    0.426895  0.00236845
          34    0.442378    0.427351  0.00234216
          35    0.427613    0.427358  0.00227525
          36    0.414003    0.426987  0.00224209
          37     0.45145    0.427648  0.00227689
          38    0.417363    0.427378  0.00223301
          39     0.43087    0.427467  0.00217754
          40    0.429041    0.427507  0.00212346
          41    0.446403    0.427967   0.0021211
          42    0.443396    0.428335  0.00210217
          43    0.450134    0.428842  0.00211353
          44    0.455899    0.429457  0.00215309
          45    0.434898    0.429578  0.00210864
          46    0.420097    0.429372  0.00207285
          47    0.423278    0.429242   0.0020328
          48    0.416233    0.428971  0.00200843
          49    0.424109    0.428872  0.00196989
          50    0.421149    0.428717  0.00193654
