#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.89336    -0.89336           0
           2   -0.892533   -0.892947 0.000292271
           3   -0.888947   -0.891613  0.00110596
           4   -0.892475   -0.891829 0.000850176
           5   -0.887405   -0.890944  0.00104341
           6   -0.890867   -0.890931 0.000869586
           7   -0.895912   -0.891643 0.000994757
           8   -0.889387   -0.891361 0.000909506
           9   -0.890331   -0.891246 0.000815618
          10   -0.890523   -0.891174 0.000737259
          11   -0.893672   -0.891401 0.000704346
          12   -0.892504   -0.891493  0.00065162
          13   -0.894229   -0.891703 0.000634584
          14   -0.890837   -0.891642 0.000592264
          15   -0.892549   -0.891702 0.000555864
          16   -0.893579   -0.891819 0.000533353
          17   -0.895195   -0.892018 0.000537667
          18   -0.895781   -0.892227  0.00054694
          19   -0.889056    -0.89206  0.00054302
          20   -0.891197   -0.892017 0.000517579
          21   -0.886339   -0.891747 0.000559119
          22    -0.89312   -0.891809 0.000537178
          23   -0.891648   -0.891802 0.000513868
          24   -0.896229   -0.891986 0.000524525
          25   -0.891989   -0.891987 0.000503544
          26   -0.886933   -0.891792 0.000520335
          27   -0.894267   -0.891884  0.00050907
          28   -0.891296   -0.891863 0.000491322
          29   -0.886619   -0.891682 0.000506566
          30   -0.890059   -0.891628 0.000492562
          31   -0.890037   -0.891577 0.000479338
          32   -0.891605   -0.891577  0.00046436
          33   -0.890189   -0.891535  0.00045219
          34   -0.897973   -0.891725 0.000476889
          35   -0.891109   -0.891707 0.000463588
          36   -0.887357   -0.891586 0.000466191
          37   -0.888256   -0.891496 0.000462199
          38   -0.895536   -0.891603 0.000462099
          39   -0.894168   -0.891668 0.000454908
          40   -0.895395   -0.891762 0.000452973
          41   -0.893603   -0.891807 0.000444145
          42   -0.890219   -0.891769 0.000435176
          43   -0.895291   -0.891851 0.000432695
          44   -0.889832   -0.891805 0.000425287
          45   -0.894808   -0.891871  0.00042104
          46   -0.893496   -0.891907 0.000413365
          47   -0.896523   -0.892005 0.000416073
          48   -0.892144   -0.892008 0.000407415
          49   -0.890029   -0.891968 0.000401097
          50   -0.890219   -0.891933 0.000394597
