#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     26.0676     26.0676           0
           2     24.1528     25.1102     0.67698
           3     23.5191     24.5798    0.625466
           4     24.7273     24.6167    0.470186
           5     22.1475     24.1229    0.580165
           6     24.6696      24.214    0.490575
           7     25.7432     24.4324    0.466607
           8     23.1398     24.2709    0.435361
           9     24.0474      24.246    0.387695
          10     23.4443     24.1659     0.35712
          11     24.5916     24.2046    0.326745
          12     24.0724     24.1935    0.299701
          13     25.2306     24.2733    0.287067
          14     24.6709     24.3017    0.267963
          15     24.4177     24.3094    0.250211
          16     25.4096     24.3782    0.243838
          17     26.4155     24.4981    0.257264
          18     25.3761     24.5468    0.247553
          19     22.6514     24.4471     0.25383
          20     24.8792     24.4687    0.242056
          21     21.4972     24.3272    0.268725
          22      25.174     24.3657    0.259252
          23     25.0498     24.3954    0.249681
          24     26.0761     24.4654    0.248904
          25     23.7393     24.4364    0.240637
          26     21.9756     24.3417    0.249301
          27     25.3262     24.3782    0.242719
          28     25.4592     24.4168    0.237101
          29     22.7346     24.3588    0.235915
          30     22.9616     24.3122    0.232602
          31     23.8843     24.2984    0.225508
          32     26.1511     24.3563    0.225771
          33     25.4429     24.3893    0.221317
          34     27.5154     24.4812    0.233126
          35     24.0812     24.4698    0.226745
          36     21.8645     24.3974    0.231708
          37     23.9202     24.3845    0.225804
          38       25.58      24.416    0.222043
          39     25.3534       24.44    0.217646
          40     26.9314     24.5023    0.220938
          41     25.1258     24.5175    0.216072
          42     24.0864     24.5072    0.211171
          43     25.1626     24.5225    0.206809
          44      24.163     24.5143    0.202271
          45     26.8242     24.5656    0.204185
          46     24.1099     24.5557    0.199986
          47     25.8125     24.5825    0.197511
          48     22.4659     24.5384    0.198258
          49     23.5759     24.5187    0.195182
          50     23.1838      24.492    0.193096
