#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.039136    0.039136           0
           2    0.039908    0.039522 0.000272943
           3   0.0415733   0.0402058 0.000587207
           4   0.0415627    0.040545 0.000529396
           5    0.039296   0.0402952 0.000478839
           6   0.0424707   0.0406578 0.000518439
           7   0.0324613   0.0394869  0.00117161
           8    0.033252   0.0387075  0.00125794
           9    0.044268   0.0393253   0.0012608
          10   0.0380627   0.0391991  0.00114102
          11   0.0338013   0.0387084  0.00113793
          12   0.0373867   0.0385982  0.00104842
          13   0.0374413   0.0385092 0.000971538
          14   0.0418973   0.0387512 0.000931797
          15   0.0335333   0.0384034 0.000932351
          16   0.0418707   0.0386201  0.00089891
          17   0.0416933   0.0388009  0.00086402
          18   0.0331987   0.0384896 0.000870271
          19   0.0345933   0.0382846 0.000848284
          20   0.0419853   0.0384696 0.000825805
          21    0.037044   0.0384017 0.000789266
          22   0.0385107   0.0384067 0.000753406
          23   0.0345027   0.0382369 0.000739523
          24   0.0358693   0.0381383 0.000715259
          25   0.0439293   0.0383699 0.000723186
          26    0.040752   0.0384615 0.000701151
          27    0.036032   0.0383716 0.000680932
          28     0.03948   0.0384111 0.000657762
          29     0.02862   0.0380735 0.000716511
          30   0.0447333   0.0382955 0.000726203
          31    0.037596   0.0382729 0.000703128
          32   0.0343213   0.0381495 0.000691914
          33   0.0375707   0.0381319 0.000671169
          34    0.034068   0.0380124 0.000661987
          35   0.0366013   0.0379721 0.000644299
          36   0.0372693   0.0379526 0.000626698
          37    0.045752   0.0381634 0.000644237
          38   0.0455333   0.0383573 0.000655827
          39   0.0432227   0.0384821 0.000650769
          40   0.0397453   0.0385136 0.000635265
          41   0.0375787   0.0384908  0.00062018
          42     0.03878   0.0384977 0.000605452
          43   0.0394293   0.0385194 0.000591759
          44   0.0485347    0.038747 0.000620545
          45   0.0386667   0.0387452 0.000606758
          46    0.039476   0.0387611 0.000593775
          47   0.0330747   0.0386401  0.00059334
          48   0.0414533   0.0386987 0.000583866
          49   0.0334307   0.0385912 0.000581765
          50   0.0391227   0.0386018 0.000570227
