#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.462301   -0.462301           0
           2   -0.460307   -0.461304 0.000705221
           3   -0.463189   -0.461932 0.000695941
           4   -0.461667   -0.461866 0.000525118
           5   -0.464272   -0.462347 0.000601433
           6   -0.462835   -0.462428 0.000506652
           7   -0.461933   -0.462358 0.000439183
           8   -0.462051   -0.462319 0.000385958
           9   -0.462267   -0.462313 0.000343118
          10   -0.462219   -0.462304 0.000308937
          11   -0.462885   -0.462357 0.000285337
          12   -0.463365   -0.462441 0.000273655
          13   -0.461344   -0.462357 0.000265294
          14   -0.462573   -0.462372 0.000246796
          15   -0.462269   -0.462365 0.000230438
          16   -0.462371   -0.462366 0.000216036
          17   -0.460981   -0.462284 0.000218132
          18   -0.460509   -0.462185 0.000227207
          19   -0.463725   -0.462267 0.000229248
          20   -0.460445   -0.462175 0.000235176
          21   -0.463539    -0.46224 0.000232764
          22   -0.461573    -0.46221  0.00022415
          23   -0.462184   -0.462209 0.000214407
          24   -0.462013   -0.462201 0.000205628
          25   -0.462987   -0.462232 0.000199791
          26   -0.462432    -0.46224 0.000192255
          27   -0.461736   -0.462221 0.000186038
          28   -0.462413   -0.462228  0.00017952
          29   -0.462821   -0.462249 0.000174491
          30   -0.462011   -0.462241 0.000168855
          31   -0.461629   -0.462221 0.000164556
          32   -0.462211   -0.462221 0.000159413
          33   -0.461141   -0.462188 0.000157902
          34   -0.462645   -0.462201  0.00015383
          35   -0.463056   -0.462226  0.00015136
          36   -0.462389    -0.46223 0.000147224
          37   -0.462387   -0.462235 0.000143306
          38    -0.46096   -0.462201 0.000143406
          39   -0.461088   -0.462172  0.00014254
          40   -0.461864   -0.462165 0.000139185
          41   -0.461232   -0.462142 0.000137637
          42   -0.461499   -0.462127 0.000135209
          43   -0.460501   -0.462089 0.000137247
          44   -0.463275   -0.462116 0.000136748
          45   -0.462221   -0.462118 0.000133729
          46   -0.462755   -0.462132 0.000131536
          47   -0.463157   -0.462154 0.000130534
          48    -0.46156   -0.462141 0.000128399
          49   -0.462733   -0.462154 0.000126346
          50   -0.461965    -0.46215 0.000123875
