#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     67.7101     67.7101           0
           2     71.4643     69.5872     1.32731
           3     72.8712     70.6819     1.25771
           4     74.6313     71.6692     1.27316
           5     79.3987     73.2151     1.71733
           6     79.9756     74.3419     1.76239
           7     78.6958     74.9639     1.61666
           8     78.1904     75.3672     1.46402
           9      77.066     75.5559     1.31346
          10     79.8957     75.9899     1.25176
          11     77.9729     76.1702     1.15087
          12     81.8222     76.6412      1.1473
          13     74.2218     76.4551     1.07404
          14     80.3653     76.7344       1.033
          15     83.3801     77.1774     1.05487
          16     76.3426     77.1252     0.99023
          17     80.8349     77.3435    0.955723
          18     77.2266      77.337    0.902649
          19     82.0647     77.5858    0.888776
          20     70.0181     77.2074    0.921369
          21      72.448     76.9808     0.90494
          22     80.1858     77.1265    0.875454
          23     78.7471     77.1969    0.840222
          24     84.1872     77.4882    0.854205
          25     86.0933     77.8324    0.886678
          26      78.326     77.8514    0.852778
          27     78.8707     77.8891    0.822029
          28     81.9201     78.0331    0.805179
          29     79.8233     78.0948    0.779777
          30      71.844     77.8865    0.781126
          31     76.5001     77.8417    0.757207
          32     80.2719     77.9177    0.737343
          33      83.538      78.088    0.734406
          34     80.9124     78.1711    0.717488
          35     79.1282     78.1984     0.69751
          36       83.94     78.3579     0.69613
          37     80.4135     78.4135    0.679529
          38     84.2319     78.5666    0.678678
          39     76.4044     78.5111    0.663536
          40     84.9854      78.673    0.666396
          41     77.5033     78.6445    0.650753
          42     71.1889     78.4669    0.659026
          43     84.2408     78.6012    0.657236
          44     75.3003     78.5262    0.646566
          45     70.8488     78.3556     0.65432
          46     83.9732     78.4777    0.651392
          47     81.5598     78.5433    0.640825
          48     78.4458     78.5413    0.627478
          49      77.861     78.5274    0.614826
          50     79.7751     78.5523    0.603036
