#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.902256    0.902256           0
           2    0.940921    0.921589   0.0136703
           3    0.923153     0.92211  0.00912345
           4    0.877047    0.910844   0.0119168
           5    0.938797    0.916435   0.0107653
           6    0.801656    0.897305   0.0196326
           7    0.906217    0.898578   0.0168692
           8    0.944385    0.904304   0.0157022
           9    0.935177    0.907735   0.0143273
          10    0.897577    0.906719   0.0129306
          11    0.946309    0.910318   0.0122457
          12    0.813655    0.902263   0.0136193
          13    0.892639    0.901522   0.0125918
          14    0.925872    0.903262   0.0118119
          15    0.901197    0.903124   0.0110252
          16    0.891707     0.90241   0.0103592
          17    0.949833      0.9052   0.0101185
          18    0.760892    0.897183   0.0123299
          19    0.960648    0.900523    0.012125
          20    0.918071    0.901401   0.0115504
          21    0.842103    0.898577   0.0113403
          22    0.926101    0.899828   0.0108937
          23    0.770353    0.894199   0.0117851
          24    0.843955    0.892105   0.0114785
          25    0.781248    0.887671   0.0118449
          26    0.929004    0.889261   0.0114955
          27    0.932361    0.890857   0.0111801
          28    0.948356     0.89291   0.0109677
          29    0.858661    0.891729   0.0106529
          30    0.877195    0.891245   0.0103089
          31    0.927924    0.892428    0.010044
          32    0.934044    0.893729  0.00981394
          33    0.850243    0.892411  0.00960462
          34    0.934616    0.893652    0.009402
          35    0.797103    0.890894  0.00952947
          36    0.914205    0.891541  0.00928673
          37     0.77022    0.888262  0.00959716
          38    0.897457    0.888504  0.00934766
          39    0.914865     0.88918  0.00913238
          40    0.939304    0.890433  0.00898963
          41    0.710171    0.886037  0.00978665
          42    0.765736    0.883172  0.00996397
          43     0.87466    0.882974  0.00973422
          44    0.860351     0.88246  0.00952655
          45    0.955863    0.884091  0.00945347
          46    0.825923    0.882827  0.00933215
          47    0.960724    0.884484   0.0092796
          48    0.879315    0.884376   0.0090869
          49    0.838767    0.883446    0.008949
          50    0.907207    0.883921  0.00878263
