#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.684445   -0.684445           0
           2   -0.680627   -0.682536   0.0013501
           3   -0.683152   -0.682741  0.00091555
           4   -0.681965   -0.682547 0.000706917
           5   -0.682821   -0.682602 0.000567654
           6   -0.682024   -0.682506 0.000481153
           7   -0.684413   -0.682778 0.000483466
           8   -0.683323   -0.682846 0.000427795
           9   -0.681837   -0.682734 0.000394679
          10   -0.684267   -0.682887 0.000383811
          11   -0.682435   -0.682846 0.000351119
          12   -0.683779   -0.682924 0.000330344
          13   -0.682832   -0.682917 0.000305009
          14   -0.683459   -0.682956 0.000285666
          15   -0.681317   -0.682846 0.000286742
          16   -0.682517   -0.682826 0.000269557
          17   -0.684109   -0.682901 0.000264062
          18   -0.684165   -0.682972 0.000258561
          19   -0.682467   -0.682945 0.000246314
          20   -0.681549   -0.682875 0.000243683
          21   -0.683891   -0.682924 0.000236828
          22   -0.681491   -0.682858 0.000234849
          23   -0.680344   -0.682749 0.000248785
          24   -0.680784   -0.682667 0.000251532
          25   -0.681157   -0.682607 0.000248616
          26   -0.682611   -0.682607 0.000239054
          27   -0.681011   -0.682548 0.000237399
          28   -0.682709   -0.682554  0.00022899
          29   -0.680872   -0.682496 0.000228318
          30   -0.681488   -0.682462 0.000223164
          31   -0.681549   -0.682433 0.000217899
          32   -0.681875   -0.682415 0.000211786
          33   -0.682283   -0.682411 0.000205406
          34   -0.682229   -0.682406 0.000199434
          35   -0.681925   -0.682392 0.000194208
          36   -0.682165   -0.682386 0.000188916
          37   -0.682667   -0.682393 0.000183962
          38    -0.68472   -0.682455 0.000189036
          39   -0.680669   -0.682409  0.00018965
          40   -0.682077   -0.682401  0.00018509
          41   -0.681125   -0.682369  0.00018317
          42   -0.682165   -0.682365 0.000178873
          43   -0.683024    -0.68238  0.00017537
          44   -0.681797   -0.682367 0.000171883
          45   -0.681389   -0.682345  0.00016943
          46   -0.681517   -0.682327 0.000166699
          47   -0.682901   -0.682339   0.0001636
          48   -0.680491   -0.682301 0.000164662
          49   -0.682141   -0.682297 0.000161333
          50   -0.680576   -0.682263 0.000161738
