#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.079008    0.079008           0
           2   0.0747813   0.0768947  0.00149435
           3      0.0928   0.0821964  0.00444204
           4    0.090184   0.0841933  0.00375363
           5   0.0854413   0.0844429  0.00301119
           6   0.0796307   0.0836409  0.00261396
           7   0.0778413   0.0828124   0.0023682
           8   0.0887093   0.0835495  0.00218388
           9     0.09106    0.084384  0.00209461
          10    0.083132   0.0842588  0.00188888
          11    0.078568   0.0837415  0.00178661
          12   0.0861053   0.0839384  0.00164855
          13    0.080236   0.0836536  0.00154615
          14    0.094656   0.0844395  0.00162319
          15    0.090048   0.0848134  0.00155745
          16    0.090572   0.0851733  0.00150112
          17   0.0927173   0.0856171  0.00147695
          18   0.0871573   0.0857027  0.00139738
          19    0.090544   0.0859575  0.00134686
          20     0.08806   0.0860626  0.00128361
          21   0.0891773   0.0862109  0.00123103
          22    0.086992   0.0862464  0.00117559
          23    0.088872   0.0863606     0.00113
          24    0.095164   0.0867274   0.0011409
          25    0.090244   0.0868681   0.0011039
          26   0.0819267    0.086678  0.00107768
          27   0.0936947   0.0869379  0.00106864
          28   0.0860747    0.086907  0.00103092
          29     0.09524   0.0871944  0.00103464
          30   0.0669827   0.0865207  0.00119962
          31    0.082532    0.086392   0.0011678
          32   0.0784667   0.0861443  0.00115727
          33   0.0841107   0.0860827  0.00112384
          34      0.0838   0.0860156  0.00109279
          35    0.084708   0.0859782  0.00106221
          36   0.0853533   0.0859609  0.00103284
          37   0.0872907   0.0859968  0.00100555
          38    0.091216   0.0861341 0.000988427
          39    0.101885    0.086538  0.00104233
          40   0.0940947   0.0867269  0.00103325
          41   0.0961747   0.0869574  0.00103343
          42    0.091604    0.087068  0.00101473
          43    0.103109   0.0874411  0.00105748
          44   0.0888133   0.0874722  0.00103391
          45    0.081936   0.0873492  0.00101823
          46   0.0954053   0.0875243  0.00101104
          47   0.0733387   0.0872225   0.0010336
          48    0.092396   0.0873303  0.00101767
          49     0.07266   0.0870309  0.00104001
          50   0.0932467   0.0871552  0.00102661
