#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.486931    0.486931           0
           2    0.470147    0.478539  0.00593404
           3    0.457688    0.471588  0.00691765
           4    0.500781    0.478887  0.00817715
           5    0.454964    0.474102  0.00781713
           6    0.418307    0.464803   0.0107004
           7    0.425687    0.459215   0.0105303
           8    0.430653    0.455645  0.00980055
           9    0.414305    0.451051  0.00972861
          10     0.39676    0.445622   0.0101583
          11    0.395381    0.441055   0.0102101
          12    0.474633    0.443853  0.00973516
          13    0.470212    0.445881  0.00919502
          14    0.452399    0.446346  0.00855002
          15     0.45434    0.446879  0.00799661
          16    0.439897    0.446443  0.00750871
          17     0.42858    0.445392  0.00714017
          18    0.397661     0.44274  0.00721911
          19    0.452823    0.443271  0.00685863
          20     0.42148    0.442181  0.00660168
          21    0.468752    0.443447  0.00640741
          22    0.421627    0.442455  0.00619246
          23    0.404781    0.440817  0.00613603
          24     0.48966    0.442852  0.00620869
          25    0.529264    0.446309  0.00685529
          26    0.448243    0.446383  0.00659203
          27    0.419143    0.445374  0.00642462
          28    0.463888    0.446035   0.0062291
          29    0.486704    0.447438  0.00617015
          30    0.401139    0.445894  0.00615446
          31     0.39462     0.44424  0.00617418
          32    0.430167      0.4438  0.00599688
          33    0.440223    0.443692  0.00581614
          34    0.490805    0.445078   0.0058078
          35    0.474695    0.445924  0.00570318
          36    0.434805    0.445615  0.00555311
          37    0.511016    0.447383  0.00567738
          38    0.460524    0.447729   0.0055385
          39    0.440724    0.447549   0.0053994
          40    0.451712    0.447653  0.00526541
          41    0.478137    0.448397  0.00518922
          42    0.457224    0.448607  0.00506992
          43    0.451696    0.448679  0.00495253
          44    0.508633    0.450041  0.00502392
          45    0.431165    0.449622  0.00492976
          46    0.382444    0.448161  0.00503426
          47    0.452431    0.448252  0.00492796
          48    0.406376     0.44738  0.00490191
          49    0.474241    0.447928  0.00483243
          50    0.470431    0.448378  0.00475669
