#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.895264   -0.895264           0
           2   -0.888744   -0.892004  0.00230517
           3   -0.889123   -0.891044   0.0017253
           4   -0.895056   -0.892047  0.00155854
           5   -0.890067   -0.891651  0.00129616
           6   -0.893248   -0.891917  0.00110714
           7   -0.894613   -0.892302  0.00101378
           8   -0.895005    -0.89264 0.000941686
           9   -0.888531   -0.892183 0.000941261
          10   -0.890304   -0.891995 0.000865695
          11   -0.889325   -0.891753 0.000820321
          12   -0.892568   -0.891821 0.000754769
          13   -0.896165   -0.892155 0.000767142
          14   -0.892883   -0.892207 0.000714105
          15   -0.889464   -0.892024 0.000689512
          16   -0.893467   -0.892114 0.000652287
          17   -0.894019   -0.892226 0.000623463
          18   -0.895688   -0.892419 0.000617778
          19   -0.894136   -0.892509  0.00059184
          20   -0.890643   -0.892416 0.000569556
          21   -0.890424   -0.892321 0.000550274
          22   -0.894584   -0.892424 0.000534791
          23   -0.891347   -0.892377 0.000513585
          24   -0.892085   -0.892365 0.000492329
          25   -0.891893   -0.892346 0.000472997
          26   -0.893707   -0.892398 0.000457691
          27   -0.892149   -0.892389 0.000440833
          28   -0.893725   -0.892437 0.000427665
          29    -0.89172   -0.892412 0.000413631
          30   -0.892856   -0.892427 0.000400108
          31   -0.894851   -0.892505 0.000394768
          32   -0.889227   -0.892402 0.000395501
          33   -0.893653    -0.89244 0.000385328
          34   -0.887587   -0.892298 0.000399565
          35   -0.892664   -0.892308 0.000388286
          36   -0.891795   -0.892294 0.000377762
          37   -0.894307   -0.892348 0.000371449
          38   -0.890864   -0.892309 0.000363721
          39      -0.892   -0.892301 0.000354482
          40   -0.891731   -0.892287 0.000345907
          41   -0.892445   -0.892291 0.000337491
          42   -0.893331   -0.892316 0.000330363
          43   -0.891968   -0.892308 0.000322779
          44   -0.892443   -0.892311 0.000315457
          45   -0.891989   -0.892303 0.000308528
          46   -0.890032   -0.892254 0.000305747
          47   -0.893987   -0.892291 0.000301456
          48   -0.895691   -0.892362 0.000303382
          49   -0.892771    -0.89237 0.000297305
          50   -0.892253   -0.892368 0.000291368
