#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         639     1.68599     1.91844   0.0177592
         640     1.68418     1.91807   0.0177352
         641     1.68236     1.91771   0.0177114
         642     1.68054     1.91734   0.0176877
         643     1.67872     1.91697    0.017664
         644      1.6769     1.91659   0.0176405
         645     1.67508     1.91622   0.0176172
         646     1.67326     1.91584   0.0175939
         647     1.67143     1.91546   0.0175708
         648     1.66959     1.91509   0.0175477
         649     1.66776      1.9147   0.0175248
         650     1.66592     1.91432   0.0175021
         651     1.66407     1.91394   0.0174794
         652     1.66222     1.91355   0.0174569
         653     1.66037     1.91316   0.0174344
         654     1.65851     1.91277   0.0174121
         655     1.65664     1.91238   0.0173899
         656     1.65477     1.91199   0.0173678
         657      1.6529      1.9116   0.0173459
         658     1.65102      1.9112    0.017324
         659     1.64914      1.9108   0.0173023
         660     1.64725      1.9104   0.0172807
         661     1.64536        1.91   0.0172592
         662     1.64347      1.9096   0.0172378
         663     1.64158      1.9092   0.0172166
         664     1.63969     1.90879   0.0171954
         665      1.6378     1.90838   0.0171744
         666     1.63591     1.90797   0.0171535
         667     1.63402     1.90756   0.0171327
         668     1.63215     1.90715    0.017112
         669     1.63028     1.90674   0.0170914
         670     1.62841     1.90632    0.017071
         671     1.62657      1.9059   0.0170506
         672     1.62473     1.90549   0.0170304
         673     1.62291     1.90507   0.0170103
         674     1.62112     1.90464   0.0169902
         675     1.61934     1.90422   0.0169703
         676     1.61759      1.9038   0.0169505
         677     1.61586     1.90337   0.0169308
         678     1.61416     1.90295   0.0169112
         679      1.6125     1.90252   0.0168917
         680     1.61087     1.90209   0.0168723
         681     1.60927     1.90166    0.016853
         682     1.60772     1.90123   0.0168338
         683     1.60621      1.9008   0.0168147
         684     1.60474     1.90036   0.0167957
         685     1.60332     1.89993   0.0167768
         686     1.60196     1.89949   0.0167579
         687     1.60064     1.89906   0.0167392
         688     1.59938     1.89862   0.0167205
         689     1.59818     1.89819   0.0167019
         690     1.59704     1.89775   0.0166834
         691     1.59597     1.89732    0.016665
         692     1.59495     1.89688   0.0166467
         693     1.59401     1.89644   0.0166284
         694     1.59313       1.896   0.0166102
         695     1.59232     1.89557    0.016592
         696     1.59158     1.89513   0.0165739
         697     1.59092     1.89469   0.0165559
         698     1.59033     1.89426   0.0165379
         699     1.58982     1.89382     0.01652
         700     1.58938     1.89339   0.0165021
         701     1.58902     1.89295   0.0164843
         702     1.58873     1.89252   0.0164665
         703     1.58852     1.89209   0.0164487
         704     1.58839     1.89166    0.016431
         705     1.58834     1.89123   0.0164134
         706     1.58837      1.8908   0.0163957
         707     1.58847     1.89037   0.0163781
         708     1.58865     1.88994   0.0163605
         709     1.58891     1.88952   0.0163429
         710     1.58925      1.8891   0.0163254
         711     1.58966     1.88867   0.0163079
         712     1.59015     1.88826   0.0162903
         713     1.59071     1.88784   0.0162728
         714     1.59135     1.88742   0.0162553
         715     1.59206     1.88701   0.0162379
         716     1.59284      1.8866   0.0162204
         717     1.59369     1.88619   0.0162029
         718      1.5946     1.88578   0.0161854
         719     1.59558     1.88538   0.0161679
         720     1.59663     1.88498   0.0161505
         721     1.59774     1.88458    0.016133
         722     1.59891     1.88419   0.0161155
         723     1.60013     1.88379    0.016098
         724     1.60142      1.8834   0.0160805
         725     1.60275     1.88302   0.0160629
         726     1.60414     1.88263   0.0160454
         727     1.60558     1.88225   0.0160279
         728     1.60707     1.88187   0.0160103
         729      1.6086      1.8815   0.0159927
         730     1.61017     1.88113   0.0159751
         731     1.61178     1.88076   0.0159575
         732     1.61343     1.88039   0.0159399
