#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         370    -5.04383    -5.40714   0.0284877
         371    -5.04372    -5.40616   0.0284278
         372    -5.04326    -5.40518   0.0283681
         373    -5.04245    -5.40421   0.0283087
         374    -5.04188    -5.40324   0.0282496
         375    -5.04081    -5.40228   0.0281908
         376    -5.04044    -5.40131   0.0281322
         377    -5.03958    -5.40036    0.028074
         378    -5.03852     -5.3994    0.028016
         379    -5.03787    -5.39844   0.0279583
         380    -5.03673    -5.39749   0.0279009
         381    -5.03586    -5.39654   0.0278438
         382    -5.03464     -5.3956   0.0277871
         383    -5.03385    -5.39465   0.0277306
         384    -5.03288    -5.39371   0.0276743
         385    -5.03204    -5.39277   0.0276184
         386    -5.03041    -5.39183   0.0275628
         387    -5.02892    -5.39089   0.0275075
         388    -5.02786    -5.38996   0.0274525
         389    -5.02695    -5.38902   0.0273978
         390    -5.02556    -5.38809   0.0273434
         391    -5.02448    -5.38716   0.0272893
         392    -5.02338    -5.38623   0.0272355
         393    -5.02229    -5.38531   0.0271819
         394    -5.02119    -5.38438   0.0271286
         395     -5.0201    -5.38346   0.0270756
         396    -5.01901    -5.38254   0.0270229
         397    -5.01809    -5.38162   0.0269704
         398    -5.01702    -5.38071   0.0269182
         399    -5.01612    -5.37979   0.0268662
         400    -5.01539    -5.37888   0.0268145
         401    -5.01422    -5.37797    0.026763
         402    -5.01307    -5.37707   0.0267119
         403    -5.01209    -5.37616   0.0266609
         404    -5.01099    -5.37526   0.0266102
         405    -5.01022    -5.37435   0.0265598
         406    -5.00917    -5.37346   0.0265096
         407    -5.00846    -5.37256   0.0264596
         408    -5.00732    -5.37166   0.0264099
         409    -5.00652    -5.37077   0.0263604
         410    -5.00546    -5.36988   0.0263112
         411    -5.00488    -5.36899   0.0262622
         412    -5.00419    -5.36811   0.0262133
         413    -5.00354    -5.36722   0.0261647
         414    -5.00294    -5.36634   0.0261163
         415    -5.00237    -5.36547   0.0260681
         416    -5.00139    -5.36459   0.0260201
         417    -5.00076    -5.36372   0.0259724
         418    -5.00017    -5.36285   0.0259248
         419    -4.99964    -5.36198   0.0258774
         420     -4.9993    -5.36112   0.0258302
         421    -4.99901    -5.36026   0.0257832
         422    -4.99877     -5.3594   0.0257363
         423    -4.99858    -5.35855   0.0256896
         424     -4.9986     -5.3577    0.025643
         425    -4.99852    -5.35685   0.0255966
         426     -4.9985    -5.35601   0.0255503
         427    -4.99838    -5.35518   0.0255042
         428    -4.99847    -5.35434   0.0254582
         429    -4.99877    -5.35351   0.0254124
         430    -4.99914    -5.35269   0.0253666
         431    -4.99956    -5.35187    0.025321
         432    -5.00006    -5.35106   0.0252755
         433    -5.00062    -5.35025   0.0252301
         434    -5.00094    -5.34944   0.0251848
         435    -5.00133    -5.34864   0.0251396
         436    -5.00149    -5.34785   0.0250945
         437    -5.00203    -5.34705   0.0250496
         438    -5.00279    -5.34627   0.0250047
         439    -5.00317    -5.34549     0.02496
         440    -5.00424    -5.34471   0.0249153
         441    -5.00508    -5.34394   0.0248707
         442    -5.00614    -5.34318   0.0248262
         443    -5.00729    -5.34242   0.0247817
         444    -5.00851    -5.34167   0.0247373
         445    -5.00967    -5.34092    0.024693
         446    -5.01105    -5.34018   0.0246487
         447    -5.01237    -5.33945   0.0246044
         448    -5.01437    -5.33872   0.0245602
         449    -5.01584      -5.338    0.024516
         450     -5.0177    -5.33729   0.0244719
         451    -5.01949    -5.33659   0.0244278
         452     -5.0215    -5.33589   0.0243837
         453    -5.02344     -5.3352   0.0243396
         454    -5.02545    -5.33452   0.0242955
         455    -5.02754    -5.33384   0.0242515
         456    -5.02969    -5.33318   0.0242075
         457    -5.03176    -5.33252   0.0241635
         458    -5.03405    -5.33186   0.0241195
         459    -5.03609    -5.33122   0.0240756
         460     -5.0385    -5.33058   0.0240317
         461    -5.04065    -5.32995   0.0239878
         462    -5.04347    -5.32933   0.0239439
         463    -5.04542    -5.32872      0.0239
         464    -5.04817    -5.32812   0.0238561
         465    -5.05096    -5.32752   0.0238123
         466    -5.05438    -5.32693   0.0237684
         467    -5.05708    -5.32636   0.0237245
         468    -5.05995    -5.32579   0.0236807
         469    -5.06269    -5.32523   0.0236368
         470    -5.06529    -5.32467    0.023593
         471     -5.0682    -5.32413   0.0235492
         472    -5.07081    -5.32359   0.0235054
         473    -5.07357    -5.32306   0.0234616
         474    -5.07648    -5.32254   0.0234179
         475    -5.07922    -5.32203   0.0233742
         476    -5.08195    -5.32153   0.0233306
         477     -5.0848    -5.32103   0.0232869
         478    -5.08764    -5.32054   0.0232433
         479    -5.09044    -5.32006   0.0231998
         480     -5.0929    -5.31959   0.0231563
         481    -5.09503    -5.31912   0.0231128
         482    -5.09802    -5.31866   0.0230694
         483    -5.10066    -5.31821   0.0230261
         484    -5.10311    -5.31777   0.0229828
         485     -5.1058    -5.31733   0.0229395
         486     -5.1086     -5.3169   0.0228964
         487    -5.11103    -5.31648   0.0228533
         488    -5.11325    -5.31606   0.0228102
         489    -5.11526    -5.31565   0.0227673
         490    -5.11751    -5.31525   0.0227244
         491    -5.11984    -5.31485   0.0226816
         492    -5.12165    -5.31446   0.0226389
         493     -5.1234    -5.31407   0.0225963
         494    -5.12538    -5.31369   0.0225538
         495    -5.12699    -5.31331   0.0225114
         496    -5.12853    -5.31294   0.0224691
         497    -5.13015    -5.31257   0.0224269
         498    -5.13154    -5.31221   0.0223848
         499    -5.13287    -5.31185   0.0223428
         500    -5.13413    -5.31149   0.0223009
         501    -5.13563    -5.31114   0.0222592
         502    -5.13675    -5.31079   0.0222176
         503     -5.1381    -5.31045    0.022176
         504    -5.13939    -5.31011   0.0221346
         505    -5.14047    -5.30977   0.0220934
         506    -5.14132    -5.30944   0.0220522
         507    -5.14257    -5.30911   0.0220112
         508    -5.14345    -5.30879   0.0219703
         509    -5.14428    -5.30846   0.0219295
         510    -5.14519    -5.30814   0.0218888
         511    -5.14604    -5.30782   0.0218483
         512    -5.14669    -5.30751   0.0218079
         513    -5.14729     -5.3072   0.0217676
         514    -5.14783    -5.30689   0.0217274
         515    -5.14847    -5.30658   0.0216874
         516    -5.14907    -5.30627   0.0216476
         517    -5.14946    -5.30597   0.0216078
         518    -5.14966    -5.30567   0.0215682
         519    -5.15011    -5.30537   0.0215287
         520    -5.15022    -5.30507   0.0214894
         521    -5.15029    -5.30477   0.0214502
         522    -5.15002    -5.30448   0.0214112
         523    -5.15016    -5.30418   0.0213722
         524    -5.15042    -5.30389   0.0213335
         525    -5.15049     -5.3036   0.0212948
         526    -5.15038    -5.30331   0.0212564
         527    -5.15024    -5.30302    0.021218
         528    -5.15021    -5.30273   0.0211798
         529    -5.15016    -5.30244   0.0211417
         530    -5.14979    -5.30215   0.0211038
         531    -5.14968    -5.30186    0.021066
         532    -5.14971    -5.30158   0.0210283
         533    -5.14941    -5.30129   0.0209908
         534    -5.14909    -5.30101   0.0209535
         535    -5.14889    -5.30072   0.0209162
         536    -5.14883    -5.30044   0.0208791
         537     -5.1486    -5.30016   0.0208421
         538     -5.1485    -5.29987   0.0208053
         539    -5.14809    -5.29959   0.0207686
         540    -5.14765    -5.29931   0.0207321
         541    -5.14736    -5.29903   0.0206956
         542    -5.14705    -5.29875   0.0206594
         543    -5.14672    -5.29847   0.0206232
         544    -5.14638    -5.29819   0.0205872
         545    -5.14588    -5.29791   0.0205513
         546    -5.14552    -5.29763   0.0205156
         547     -5.1453    -5.29735     0.02048
         548    -5.14491    -5.29707   0.0204445
         549    -5.14406     -5.2968   0.0204091
         550     -5.1432    -5.29652   0.0203739
         551    -5.14263    -5.29624   0.0203389
         552    -5.14251    -5.29596   0.0203039
         553    -5.14192    -5.29568   0.0202691
         554    -5.14163     -5.2954   0.0202344
         555    -5.14117    -5.29512   0.0201999
         556      -5.141    -5.29485   0.0201655
         557    -5.14022    -5.29457   0.0201312
         558    -5.13973    -5.29429    0.020097
         559    -5.13953    -5.29402    0.020063
         560    -5.13932    -5.29374    0.020029
         561    -5.13895    -5.29346   0.0199952
         562    -5.13857    -5.29319   0.0199616
         563    -5.13787    -5.29291    0.019928
         564    -5.13746    -5.29264   0.0198946
         565    -5.13658    -5.29236   0.0198613
         566     -5.1357    -5.29208   0.0198281
         567     -5.1351    -5.29181   0.0197951
         568    -5.13433    -5.29153   0.0197622
         569     -5.1337    -5.29125   0.0197294
         570     -5.1332    -5.29097   0.0196967
         571    -5.13253     -5.2907   0.0196642
         572     -5.1317    -5.29042   0.0196318
         573      -5.131    -5.29014   0.0195995
         574    -5.13013    -5.28986   0.0195673
         575    -5.12955    -5.28958   0.0195353
         576    -5.12879     -5.2893   0.0195034
         577    -5.12785    -5.28902   0.0194716
         578     -5.1269    -5.28874   0.0194399
         579    -5.12607    -5.28846   0.0194084
         580    -5.12507    -5.28818   0.0193769
         581    -5.12405     -5.2879   0.0193456
         582     -5.1233    -5.28762   0.0193145
         583    -5.12253    -5.28733   0.0192834
         584    -5.12158    -5.28705   0.0192525
         585    -5.12076    -5.28676   0.0192217
         586     -5.1196    -5.28648    0.019191
         587    -5.11842    -5.28619   0.0191604
         588    -5.11751    -5.28591     0.01913
         589    -5.11642    -5.28562   0.0190997
         590    -5.11516    -5.28533   0.0190695
         591    -5.11401    -5.28504   0.0190394
         592    -5.11238    -5.28475   0.0190095
         593    -5.11133    -5.28446   0.0189797
         594    -5.10994    -5.28416     0.01895
         595    -5.10883    -5.28387   0.0189205
         596    -5.10738    -5.28357    0.018891
         597    -5.10591    -5.28327   0.0188617
         598    -5.10455    -5.28297   0.0188326
         599    -5.10332    -5.28267   0.0188035
         600    -5.10176    -5.28237   0.0187746
         601    -5.10093    -5.28207   0.0187458
         602    -5.09901    -5.28177   0.0187171
         603    -5.09752    -5.28146   0.0186885
         604    -5.09569    -5.28115   0.0186601
         605    -5.09415    -5.28084   0.0186319
         606    -5.09243    -5.28053   0.0186037
         607    -5.09114    -5.28022   0.0185757
         608    -5.08953    -5.27991   0.0185478
         609    -5.08775    -5.27959     0.01852
         610    -5.08609    -5.27928   0.0184923
         611    -5.08427    -5.27896   0.0184648
         612    -5.08258    -5.27864   0.0184375
         613    -5.08087    -5.27831   0.0184102
         614      -5.079    -5.27799   0.0183831
         615    -5.07727    -5.27766   0.0183561
         616    -5.07552    -5.27733   0.0183292
         617     -5.0736      -5.277   0.0183025
         618    -5.07153    -5.27667   0.0182759
         619    -5.06945    -5.27634   0.0182494
         620    -5.06751      -5.276   0.0182231
         621    -5.06556    -5.27566   0.0181969
         622    -5.06376    -5.27532   0.0181708
         623    -5.06211    -5.27498   0.0181449
         624     -5.0603    -5.27463   0.0181191
         625    -5.05849    -5.27429   0.0180934
         626    -5.05668    -5.27394   0.0180678
         627    -5.05471    -5.27359   0.0180424
         628    -5.05274    -5.27324   0.0180171
         629    -5.05122    -5.27289   0.0179919
         630    -5.04941    -5.27253   0.0179668
         631    -5.04759    -5.27217   0.0179419
         632    -5.04577    -5.27182   0.0179171
         633     -5.0441    -5.27146   0.0178924
         634    -5.04214    -5.27109   0.0178678
         635    -5.04017    -5.27073   0.0178434
         636     -5.0385    -5.27037   0.0178191
         637    -5.03669       -5.27   0.0177949
         638    -5.03518    -5.26963   0.0177708
         639    -5.03336    -5.26926   0.0177468
         640    -5.03139    -5.26889    0.017723
         641    -5.02958    -5.26852   0.0176993
         642    -5.02761    -5.26814   0.0176757
         643    -5.02548    -5.26776   0.0176522
         644    -5.02366    -5.26738   0.0176289
         645    -5.02184      -5.267   0.0176057
         646    -5.02001    -5.26662   0.0175826
         647    -5.01802    -5.26624   0.0175596
         648    -5.01619    -5.26585   0.0175367
         649    -5.01435    -5.26546    0.017514
         650     -5.0128    -5.26508   0.0174913
         651     -5.0108    -5.26468   0.0174688
         652    -5.00925    -5.26429   0.0174464
         653    -5.00679     -5.2639   0.0174242
         654    -5.00522     -5.2635    0.017402
         655     -5.0032    -5.26311     0.01738
         656    -5.00163    -5.26271   0.0173581
         657     -4.9999    -5.26231   0.0173363
         658    -4.99817    -5.26191   0.0173146
         659    -4.99629     -5.2615    0.017293
         660     -4.9947     -5.2611   0.0172715
         661    -4.99281    -5.26069   0.0172501
