#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.504912   -0.504912           0
           2   -0.502531   -0.503721 0.000841928
           3   -0.506221   -0.504555 0.000882046
           4   -0.503219   -0.504221 0.000722007
           5   -0.505781   -0.504533 0.000641537
           6   -0.504621   -0.504548 0.000534784
           7   -0.504227   -0.504502 0.000460347
           8   -0.505149   -0.504583  0.00040986
           9   -0.503997   -0.504518 0.000369444
          10   -0.504192   -0.504485 0.000333931
          11   -0.505829   -0.504607 0.000325167
          12   -0.504357   -0.504586 0.000298736
          13   -0.506072   -0.504701 0.000296809
          14   -0.504245   -0.504668 0.000277385
          15   -0.504715   -0.504671  0.00025891
          16   -0.504085   -0.504635 0.000245305
          17   -0.502499   -0.504509 0.000261078
          18   -0.503629    -0.50446 0.000251106
          19   -0.506088   -0.504546 0.000252083
          20   -0.502869   -0.504462 0.000253032
          21   -0.505755   -0.504524 0.000248358
          22     -0.5048   -0.504536 0.000237386
          23   -0.504085   -0.504517 0.000227873
          24   -0.505853   -0.504572 0.000225083
          25   -0.505387   -0.504605 0.000218424
          26   -0.506149   -0.504664 0.000217952
          27   -0.505453   -0.504693  0.00021183
          28   -0.504939   -0.504702 0.000204446
          29   -0.505477   -0.504729 0.000199136
          30   -0.502619   -0.504659 0.000204544
          31   -0.503896   -0.504634  0.00019942
          32   -0.504651   -0.504635 0.000193189
          33   -0.505205   -0.504652 0.000188107
          34   -0.506112   -0.504695 0.000187413
          35   -0.505904   -0.504729 0.000185216
          36   -0.505299   -0.504745 0.000180745
          37   -0.505136   -0.504756 0.000176169
          38   -0.505621   -0.504778 0.000172999
          39   -0.504144   -0.504762 0.000169327
          40   -0.504533   -0.504756  0.00016519
          41   -0.504232   -0.504744 0.000161655
          42   -0.505411    -0.50476 0.000158585
          43   -0.502925   -0.504717 0.000160531
          44   -0.505365   -0.504732 0.000157558
          45   -0.504667    -0.50473 0.000154063
          46   -0.505709   -0.504751 0.000152177
          47      -0.505   -0.504757 0.000149031
          48   -0.503613   -0.504733 0.000147818
          49   -0.505656   -0.504752 0.000145997
          50   -0.504397   -0.504745 0.000143249
