#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.23041     0.23041           0
           2     0.23002    0.230215 0.000137838
           3    0.228171    0.229534 0.000563628
           4    0.228408    0.229252 0.000487929
           5    0.229677    0.229337 0.000397665
           6    0.228117    0.229134 0.000379874
           7       0.229    0.229115 0.000326086
           8    0.232702    0.229563 0.000507301
           9    0.229421    0.229547  0.00045118
          10     0.22813    0.229406 0.000427727
          11    0.229039    0.229372 0.000390136
          12    0.226196    0.229108 0.000438316
          13    0.227192     0.22896 0.000428644
          14    0.231133    0.229115 0.000425185
          15    0.229566    0.229145 0.000397901
          16    0.228585     0.22911 0.000374569
          17    0.232669     0.22932 0.000406846
          18    0.228546    0.229277  0.00038651
          19    0.226554    0.229133 0.000391834
          20    0.232963    0.229325 0.000416399
          21     0.22927    0.229322 0.000396579
          22    0.230594     0.22938 0.000382744
          23    0.229902    0.229403 0.000366775
          24    0.230449    0.229446 0.000354074
          25    0.229284     0.22944  0.00033997
          26    0.232292     0.22955 0.000344139
          27     0.22883    0.229523 0.000332424
          28    0.225306    0.229372 0.000353025
          29    0.228298    0.229335 0.000342791
          30    0.232638    0.229445 0.000348597
          31    0.228653     0.22942 0.000338288
          32    0.231044    0.229471 0.000331502
          33    0.231651    0.229537 0.000327975
          34    0.231638    0.229598 0.000324097
          35    0.232654    0.229686 0.000326383
          36    0.226805    0.229606 0.000326982
          37    0.232357     0.22968 0.000326488
          38    0.230093    0.229691 0.000318077
          39      0.2297    0.229691 0.000309922
          40    0.229467    0.229686 0.000302224
          41    0.231814    0.229738 0.000299279
          42    0.234519    0.229851 0.000313062
          43    0.232765    0.229919 0.000313029
          44    0.230097    0.229923 0.000305941
          45    0.229636    0.229917 0.000299209
          46    0.230952    0.229939 0.000293549
          47    0.232146    0.229986 0.000291034
          48    0.233338    0.230056 0.000293226
          49     0.22896    0.230034 0.000288094
          50    0.230716    0.230047 0.000282655
