#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.399667    0.399667           0
           2    0.398099    0.398883 0.000554247
           3    0.395178    0.397648  0.00107384
           4    0.403722    0.399167  0.00154213
           5    0.391171    0.397568  0.00188892
           6    0.398915    0.397792  0.00158739
           7    0.390047    0.396686  0.00170313
           8    0.387997      0.3956  0.00180359
           9    0.395366    0.395574  0.00160338
          10    0.394063    0.395423  0.00145013
          11    0.389688    0.394901   0.0014089
          12    0.404026    0.395662  0.00148256
          13    0.392322    0.395405  0.00139059
          14    0.396326    0.395471  0.00129282
          15    0.406898    0.396232  0.00141338
          16    0.387048    0.395658  0.00143689
          17      0.3893    0.395284   0.0014002
          18    0.400884    0.395595  0.00135654
          19    0.394283    0.395526   0.0012869
          20    0.395516    0.395526  0.00122255
          21    0.396964    0.395594  0.00116625
          22    0.388851    0.395288  0.00115281
          23    0.385833    0.394877  0.00117369
          24    0.406814    0.395374  0.00122565
          25    0.394022     0.39532  0.00117782
          26    0.398281    0.395434  0.00113801
          27    0.394048    0.395383  0.00109702
          28    0.398148    0.395481  0.00106228
          29    0.392704    0.395386  0.00102995
          30    0.398986    0.395506  0.00100259
          31    0.397985    0.395586 0.000973431
          32    0.394607    0.395555 0.000943491
          33    0.398514    0.395645 0.000919151
          34    0.390574    0.395496 0.000904137
          35    0.388401    0.395293 0.000900737
          36    0.402061    0.395481 0.000895123
          37    0.399828    0.395598 0.000878606
          38    0.396344    0.395618 0.000855704
          39    0.391294    0.395507 0.000840913
          40    0.406705    0.395787 0.000865233
          41    0.398532    0.395854 0.000846717
          42    0.399309    0.395936 0.000830544
          43    0.395133    0.395918 0.000811439
          44    0.397499    0.395954 0.000793793
          45    0.395243    0.395938  0.00077631
          46    0.392499    0.395863 0.000763025
          47    0.401669    0.395986 0.000756724
          48    0.397059    0.396009 0.000741289
          49    0.398511     0.39606 0.000727918
          50    0.389917    0.395937 0.000723655
