#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.724683   -0.724683           0
           2   -0.721883   -0.723283 0.000989949
           3   -0.723693    -0.72342 0.000669364
           4   -0.720395   -0.722663 0.000825185
           5   -0.720741   -0.722279 0.000744316
           6   -0.719832   -0.721871 0.000723413
           7   -0.719336   -0.721509 0.000704916
           8   -0.720744   -0.721413 0.000623253
           9   -0.720376   -0.721298 0.000564559
          10   -0.721872   -0.721355 0.000511012
          11   -0.723419   -0.721543  0.00049779
          12   -0.720253   -0.721436 0.000467766
          13   -0.722064   -0.721484 0.000434275
          14   -0.720624   -0.721422 0.000407575
          15   -0.723411   -0.721555 0.000401378
          16   -0.719765   -0.721443 0.000391568
          17   -0.720413   -0.721383 0.000373191
          18   -0.721195   -0.721372 0.000352604
          19   -0.720864   -0.721345 0.000335059
          20    -0.72312   -0.721434 0.000329845
          21   -0.721259   -0.721426 0.000314244
          22   -0.720597   -0.721388 0.000302208
          23   -0.720059    -0.72133 0.000294544
          24   -0.719917   -0.721271 0.000288096
          25   -0.722019   -0.721301 0.000278118
          26   -0.720659   -0.721277 0.000268517
          27   -0.721472   -0.721284  0.00025867
          28   -0.721536   -0.721293 0.000249588
          29   -0.719256   -0.721223  0.00025067
          30   -0.719923   -0.721179 0.000246031
          31    -0.72088    -0.72117 0.000238284
          32   -0.721008   -0.721165 0.000230891
          33   -0.721824   -0.721185 0.000224757
          34   -0.721976   -0.721208 0.000219349
          35    -0.72076   -0.721195 0.000213454
          36   -0.721677   -0.721208 0.000207945
          37   -0.720339   -0.721185 0.000203649
          38   -0.722837   -0.721228  0.00020288
          39   -0.718819   -0.721167 0.000206873
          40   -0.719696    -0.72113 0.000204942
          41   -0.720565   -0.721116 0.000200405
          42   -0.717968   -0.721041 0.000209182
          43   -0.722021   -0.721064 0.000205555
          44   -0.719613   -0.721031  0.00020351
          45   -0.719624      -0.721 0.000201375
          46   -0.719088   -0.720958  0.00020124
          47   -0.722981   -0.721001  0.00020151
          48   -0.722099   -0.721024 0.000198605
          49   -0.719091   -0.720985 0.000198432
          50   -0.719576   -0.720956 0.000196453
