#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.483205   -0.483205           0
           2   -0.481216   -0.482211 0.000703336
           3   -0.484176   -0.482866 0.000711317
           4   -0.481069   -0.482417 0.000660216
           5   -0.484821   -0.482898 0.000681178
           6   -0.481888   -0.482729 0.000588064
           7   -0.482373   -0.482678 0.000506249
           8    -0.48228   -0.482629 0.000445412
           9   -0.483027   -0.482673 0.000398111
          10   -0.481947     -0.4826 0.000364863
          11   -0.483429   -0.482676 0.000339389
          12   -0.481821   -0.482604 0.000318486
          13     -0.4828   -0.482619 0.000294342
          14   -0.483237   -0.482664 0.000276606
          15   -0.483093   -0.482692 0.000259645
          16   -0.482947   -0.482708 0.000243904
          17   -0.481237   -0.482622 0.000244421
          18   -0.481843   -0.482578 0.000234642
          19   -0.483003   -0.482601 0.000223352
          20   -0.480645   -0.482503 0.000232601
          21    -0.48348   -0.482549  0.00022613
          22      -0.483    -0.48257 0.000216777
          23   -0.481784   -0.482536 0.000210028
          24   -0.483133   -0.482561 0.000202747
          25   -0.482189   -0.482546  0.00019518
          26   -0.483229   -0.482572 0.000189436
          27   -0.482387   -0.482565 0.000182544
          28   -0.484563   -0.482637 0.000189451
          29   -0.483909    -0.48268 0.000187933
          30   -0.481509   -0.482641 0.000185679
          31   -0.481075   -0.482591 0.000186441
          32    -0.48232   -0.482582 0.000180807
          33   -0.482331   -0.482575 0.000175489
          34   -0.483787    -0.48261 0.000173909
          35   -0.484008    -0.48265 0.000173464
          36   -0.481936   -0.482631 0.000169777
          37   -0.483005   -0.482641  0.00016549
          38   -0.483579   -0.482665 0.000162966
          39   -0.482795   -0.482669 0.000158821
          40   -0.481392   -0.482637 0.000158025
          41   -0.481899   -0.482619 0.000155193
          42   -0.482317   -0.482612 0.000151663
          43   -0.482813   -0.482616 0.000148209
          44   -0.482907   -0.482623 0.000144987
          45   -0.482528   -0.482621 0.000141781
          46   -0.484088   -0.482653 0.000142241
          47   -0.483419   -0.482669 0.000140145
          48   -0.482136   -0.482658 0.000137665
          49   -0.483821   -0.482682 0.000136888
          50   -0.482317   -0.482674 0.000134344
