#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.030596    0.030596           0
           2   0.0284427   0.0295193 0.000761318
           3    0.031132   0.0300569 0.000671004
           4    0.034088   0.0310647  0.00100746
           5   0.0289027   0.0306323 0.000893958
           6     0.03066   0.0306369 0.000744977
           7   0.0202413   0.0291518  0.00151596
           8   0.0287293    0.029099  0.00132739
           9    0.023992   0.0285316  0.00129552
          10    0.032032   0.0288816  0.00121234
          11   0.0306627   0.0290435  0.00111289
          12   0.0304453   0.0291603  0.00102626
          13   0.0329467   0.0294516 0.000987781
          14    0.033584   0.0297468 0.000960315
          15   0.0329413   0.0299597 0.000919607
          16    0.038296   0.0304808 0.000998881
          17   0.0297107   0.0304355 0.000941149
          18    0.029916   0.0304066 0.000889306
          19   0.0343387   0.0306135 0.000866245
          20   0.0303653   0.0306011 0.000823022
          21   0.0333213   0.0307307 0.000793959
          22   0.0296467   0.0306814 0.000759397
          23    0.030468   0.0306721 0.000726436
          24   0.0281333   0.0305663 0.000703828
          25   0.0296587     0.03053 0.000676611
          26   0.0367427    0.030769 0.000691494
          27   0.0297307   0.0307305 0.000666951
          28   0.0315747   0.0307607 0.000643813
          29   0.0278133    0.030659 0.000629583
          30   0.0314227   0.0306845 0.000609111
          31   0.0347533   0.0308157 0.000603438
          32   0.0353493   0.0309574 0.000600982
          33   0.0363707   0.0311215 0.000604743
          34   0.0270253    0.031001 0.000598836
          35   0.0233467   0.0307823 0.000620376
          36   0.0280347    0.030706 0.000607821
          37   0.0306253   0.0307038 0.000591397
          38   0.0335347   0.0307783 0.000580507
          39   0.0311853   0.0307887 0.000565716
          40   0.0285387   0.0307325 0.000554363
          41    0.030352   0.0307232 0.000540919
          42    0.030428   0.0307162 0.000528086
          43   0.0316493   0.0307379 0.000516251
          44     0.03358   0.0308025 0.000508543
          45    0.034448   0.0308835 0.000503653
          46   0.0270653   0.0308005 0.000499497
          47   0.0288173   0.0307583 0.000490648
          48   0.0342067   0.0308301 0.000485657
          49    0.030188    0.030817 0.000475923
          50   0.0338787   0.0308782 0.000470327
