#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.726352    0.726352           0
           2    0.731967    0.729159  0.00198508
           3    0.694653    0.717657  0.00948413
           4    0.712585    0.716389  0.00719736
           5     0.75976    0.725063  0.00966156
           6    0.694556    0.719979  0.00929341
           7    0.561337    0.697316   0.0224432
           8    0.751019    0.704029   0.0206173
           9    0.676927    0.701017   0.0185451
          10    0.674285    0.698344   0.0168821
          11    0.797572    0.707365   0.0175931
          12    0.682976    0.705332    0.016244
          13    0.706307    0.705407   0.0149946
          14    0.712499    0.705914   0.0139321
          15    0.695847    0.705243   0.0130195
          16    0.736289    0.707183   0.0123495
          17    0.735869    0.708871   0.0117378
          18    0.709339    0.708897   0.0110857
          19    0.716679    0.709306   0.0105098
          20     0.77106    0.712394    0.010428
          21    0.609216    0.707481   0.0110283
          22    0.780121    0.710782   0.0110103
          23     0.66396    0.708747   0.0107181
          24    0.674283    0.707311   0.0103673
          25    0.725845    0.708052  0.00997904
          26    0.652963    0.705933   0.0098176
          27    0.713756    0.706223  0.00945826
          28    0.755761    0.707992  0.00928446
          29    0.601516    0.704321  0.00966305
          30    0.691371    0.703889  0.00935059
          31    0.527049    0.698184   0.0106478
          32    0.721507    0.698913     0.01034
          33    0.712189    0.699316   0.0100344
          34    0.772293    0.701462  0.00996623
          35    0.450829    0.694301    0.011981
          36    0.669408     0.69361   0.0116682
          37    0.661024    0.692729    0.011386
          38    0.596843    0.690206   0.0113625
          39    0.583595    0.687472   0.0113953
          40    0.694744    0.687654   0.0111118
          41    0.613412    0.685843   0.0109874
          42    0.598375     0.68376   0.0109213
          43    0.478325    0.678983   0.0116656
          44    0.557085    0.676212   0.0117248
          45    0.791865    0.678783   0.0117426
          46    0.648807    0.678131   0.0115054
          47    0.649928    0.677531   0.0112762
          48    0.615319    0.676235   0.0111155
          49    0.660828     0.67592   0.0108931
          50    0.680425     0.67601   0.0106756
