#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     47.2345     47.2345           0
           2     39.4866     43.3606     2.73929
           3     40.3869     42.3693      1.9975
           4     42.4878      42.399     1.49834
           5      42.999      42.519     1.20347
           6     43.0002     42.5992     1.00556
           7     45.1777     42.9675    0.926924
           8     42.4883     42.9076    0.812992
           9     48.3004     43.5068    0.917265
          10     45.0902     43.6652    0.839093
          11     47.3563     44.0007    0.827189
          12     41.4237      43.786    0.785639
          13     44.3739     43.8312    0.726506
          14     44.3535     43.8685     0.67557
          15     46.0048     44.0109    0.645369
          16     43.8392     44.0002    0.605123
          17     46.8837     44.1698    0.592823
          18     45.5962     44.2491     0.56516
          19     41.5821     44.1087    0.552571
          20     41.2296     43.9647     0.54337
          21     41.6921     43.8565    0.528162
          22     46.5278     43.9779    0.517924
          23     44.5859     44.0044     0.49608
          24     46.4128     44.1047    0.485454
          25     47.6077     44.2448    0.485837
          26     37.4512     43.9835    0.532802
          27     47.3048     44.1066    0.527077
          28     48.1555     44.2512    0.527717
          29     38.7072       44.06    0.543044
          30     41.5499     43.9763    0.531349
          31     47.4611     44.0887    0.525965
          32     44.6947     44.1077    0.509869
          33     49.1381     44.2601    0.516704
          34     47.2878     44.3492    0.509123
          35     47.6505     44.4435    0.503238
          36     43.8762     44.4277    0.489506
          37     44.4007      44.427    0.476277
          38       48.85     44.5434    0.477754
          39     43.4442     44.5152    0.466334
          40     46.6989     44.5698     0.45786
          41     42.8696     44.5283    0.448567
          42     44.6315     44.5308    0.437894
          43     45.4032     44.5511     0.42818
          44     41.2026      44.475    0.425158
          45     47.1274     44.5339    0.419775
          46     45.2336     44.5491    0.410925
          47     44.1741     44.5411     0.40226
          48     44.1765     44.5335    0.393951
          49     42.9652     44.5015    0.387209
          50     40.0709     44.4129    0.389473
