#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.93656    -0.93656           0
           2   -0.929907   -0.933233  0.00235231
           3   -0.930013    -0.93216  0.00179647
           4   -0.932376   -0.932214  0.00134816
           5   -0.934187   -0.932609  0.00113479
           6   -0.933512   -0.932759 0.000955598
           7   -0.938157    -0.93353  0.00108658
           8   -0.932592   -0.933413 0.000957064
           9    -0.93984   -0.934127  0.00108491
          10   -0.936392   -0.934354 0.000999778
          11   -0.938448   -0.934726 0.000975721
          12   -0.931928   -0.934493 0.000921846
          13   -0.937667   -0.934737 0.000882675
          14   -0.935296   -0.934777  0.00082053
          15   -0.935917   -0.934853 0.000769343
          16   -0.933395   -0.934762 0.000726637
          17   -0.939216   -0.935024 0.000729607
          18   -0.935517   -0.935051 0.000689589
          19   -0.933067   -0.934947 0.000661157
          20   -0.931488   -0.934774 0.000650322
          21   -0.932496   -0.934665 0.000628334
          22   -0.937347   -0.934787  0.00061148
          23   -0.936152   -0.934846 0.000587767
          24   -0.937904   -0.934974 0.000576917
          25   -0.940437   -0.935192 0.000593791
          26   -0.926341   -0.934852 0.000661378
          27   -0.939515   -0.935025 0.000659042
          28    -0.93952   -0.935185 0.000654768
          29    -0.92972   -0.934997 0.000658753
          30   -0.931669   -0.934886 0.000646064
          31   -0.938733    -0.93501 0.000637033
          32   -0.933941   -0.934977 0.000618001
          33   -0.939699    -0.93512 0.000615617
          34   -0.939392   -0.935245   0.0006102
          35   -0.939139   -0.935357 0.000602819
          36    -0.93476    -0.93534 0.000586302
          37   -0.933867     -0.9353 0.000571807
          38   -0.940931   -0.935448 0.000575637
          39   -0.934453   -0.935423 0.000561442
          40   -0.939501   -0.935525 0.000556587
          41   -0.935219   -0.935517 0.000543062
          42   -0.935144   -0.935508 0.000530205
          43   -0.937032   -0.935544 0.000519057
          44   -0.930683   -0.935433 0.000518885
          45   -0.938139   -0.935494 0.000510825
          46   -0.937211   -0.935531 0.000501082
          47   -0.934765   -0.935515 0.000490686
          48   -0.934827     -0.9355 0.000480672
          49   -0.932435   -0.935438 0.000474917
          50   -0.927683   -0.935283 0.000490091
