#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.43701     0.43701           0
           2    0.430353    0.433682  0.00235381
           3    0.441507     0.43629  0.00264556
           4    0.434663    0.435883  0.00201522
           5    0.424572    0.433621  0.00258721
           6    0.439131    0.434539  0.00231323
           7     0.43547    0.434672  0.00198658
           8     0.41867    0.432672  0.00255394
           9    0.434546     0.43288  0.00227863
          10    0.433568    0.432949  0.00205181
          11    0.441306    0.433709  0.00200099
          12    0.433171    0.433664  0.00183474
          13     0.42481    0.432983  0.00181563
          14     0.43555    0.433166  0.00169518
          15    0.438817    0.433543  0.00162349
          16    0.427208    0.433147  0.00156955
          17    0.442645    0.433706  0.00157353
          18    0.435844    0.433824  0.00149059
          19     0.42951    0.433597  0.00142934
          20    0.424644     0.43315  0.00142625
          21     0.42585    0.432802  0.00140006
          22    0.437206    0.433002  0.00135065
          23    0.445938    0.433565  0.00140415
          24    0.434453    0.433602  0.00134614
          25    0.436892    0.433733  0.00129871
          26    0.424473    0.433377  0.00129667
          27    0.437446    0.433528  0.00125737
          28    0.433442    0.433525  0.00121247
          29    0.434528    0.433559  0.00117116
          30    0.447233    0.434015  0.00121758
          31    0.446029    0.434403  0.00123845
          32    0.433552    0.434376  0.00120003
          33     0.43111    0.434277  0.00116774
          34    0.427978    0.434092    0.001148
          35     0.42988    0.433972  0.00112149
          36     0.45305    0.434501  0.00120908
          37    0.440581    0.434666  0.00118752
          38    0.430954    0.434568  0.00116028
          39     0.43187    0.434499  0.00113259
          40    0.434766    0.434506  0.00110429
          41    0.431647    0.434436  0.00107956
          42    0.436011    0.434473   0.0010545
          43    0.431853    0.434412  0.00103174
          44    0.434033    0.434404  0.00100833
          45    0.438135    0.434487 0.000989322
          46    0.426524    0.434314 0.000982841
          47    0.436418    0.434358 0.000962948
          48     0.43701    0.434414  0.00094447
          49     0.42912    0.434306 0.000931352
          50    0.431103    0.434242 0.000914925
