#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.803533   -0.803533           0
           2    -0.80352   -0.803527 4.71405e-06
           3   -0.806283   -0.804445 0.000750095
           4   -0.806176   -0.804878 0.000675934
           5   -0.803365   -0.804575 0.000604672
           6   -0.802829   -0.804284 0.000569638
           7   -0.805533   -0.804463 0.000515444
           8   -0.806808   -0.804756  0.00052783
           9   -0.804325   -0.804708 0.000471346
          10   -0.806499   -0.804887 0.000456956
          11   -0.806099   -0.804997 0.000428481
          12   -0.803459   -0.804869 0.000411513
          13   -0.802733   -0.804705 0.000411348
          14   -0.804651   -0.804701 0.000381984
          15   -0.805413   -0.804748 0.000359459
          16   -0.802008   -0.804577 0.000375588
          17   -0.804493   -0.804572 0.000353527
          18   -0.802403   -0.804452 0.000353838
          19   -0.804528   -0.804456 0.000335237
          20   -0.804016   -0.804434 0.000319196
          21   -0.806757   -0.804544 0.000322604
          22   -0.805613   -0.804593 0.000311578
          23   -0.803595    -0.80455 0.000301039
          24   -0.804947   -0.804566  0.00028895
          25   -0.805533   -0.804605  0.00027997
          26   -0.805397   -0.804635 0.000270856
          27   -0.804963   -0.804647 0.000261096
          28   -0.803795   -0.804617 0.000253541
          29   -0.802653   -0.804549 0.000253679
          30   -0.804339   -0.804542  0.00024532
          31   -0.804123   -0.804529 0.000237779
          32   -0.802963    -0.80448 0.000235331
          33   -0.807283   -0.804565 0.000243045
          34   -0.805627   -0.804596 0.000237895
          35   -0.805504   -0.804622 0.000232508
          36   -0.805629    -0.80465 0.000227728
          37   -0.802899   -0.804603 0.000226438
          38   -0.805069   -0.804615 0.000220812
          39   -0.806448   -0.804662 0.000220096
          40    -0.80336   -0.804629 0.000216987
          41   -0.803747   -0.804608  0.00021276
          42   -0.803531   -0.804582 0.000209234
          43   -0.805349     -0.8046 0.000205127
          44   -0.803016   -0.804564 0.000203599
          45   -0.804736   -0.804568 0.000199111
          46   -0.804773   -0.804572 0.000194833
          47   -0.804371   -0.804568 0.000190734
          48   -0.804197    -0.80456 0.000186917
          49   -0.803685   -0.804542 0.000183953
          50   -0.801397   -0.804479 0.000190725
