#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.974347   -0.974347           0
           2   -0.970069   -0.972208  0.00151227
           3   -0.973339   -0.972585   0.0010541
           4   -0.972693   -0.972612  0.00079092
           5   -0.971069   -0.972303 0.000690297
           6   -0.975755   -0.972879 0.000778859
           7   -0.978797   -0.973724  0.00102882
           8   -0.975707   -0.973972  0.00092958
           9   -0.973979   -0.973973 0.000826293
          10   -0.973968   -0.973972 0.000743664
          11   -0.980099   -0.974529 0.000859677
          12   -0.970648   -0.974206 0.000846696
          13   -0.974045   -0.974193 0.000781656
          14   -0.973739   -0.974161 0.000726498
          15   -0.975355   -0.974241 0.000682409
          16   -0.974269   -0.974242 0.000639761
          17   -0.969859   -0.973984 0.000652028
          18   -0.974733   -0.974026  0.00061713
          19   -0.972173   -0.973929 0.000592303
          20   -0.973136   -0.973889 0.000564012
          21   -0.969304   -0.973671 0.000577869
          22   -0.975179   -0.973739 0.000555653
          23   -0.979296   -0.973981 0.000581653
          24   -0.972496   -0.973919 0.000560698
          25   -0.977728   -0.974071 0.000558588
          26   -0.970608   -0.973938 0.000552758
          27   -0.975307   -0.973989 0.000534604
          28   -0.972573   -0.973938 0.000517896
          29   -0.979712   -0.974137 0.000536945
          30   -0.972296   -0.974076 0.000522543
          31   -0.976256   -0.974146 0.000510397
          32   -0.975427   -0.974186 0.000496013
          33   -0.973696   -0.974171 0.000481205
          34   -0.976219   -0.974232 0.000470804
          35   -0.974483   -0.974239 0.000457407
          36   -0.976349   -0.974297 0.000448443
          37   -0.975504    -0.97433 0.000437507
          38   -0.973827   -0.974317 0.000426194
          39   -0.973371   -0.974293 0.000415956
          40   -0.972504   -0.974248 0.000407953
          41    -0.97728   -0.974322 0.000404651
          42   -0.973677   -0.974306 0.000395307
          43   -0.981091   -0.974464  0.00041641
          44   -0.976867   -0.974519 0.000410511
          45   -0.976837    -0.97457 0.000404609
          46   -0.977819   -0.974641 0.000401928
          47   -0.974773   -0.974644 0.000393386
          48   -0.979536   -0.974746 0.000398175
          49   -0.970765   -0.974664 0.000398249
          50   -0.973405   -0.974639 0.000391079
