#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     79.5248     79.5248           0
           2      75.681     77.6029     1.35898
           3      78.172     77.7926    0.919126
           4     77.1676     77.6363    0.702501
           5     76.0881     77.3267    0.626535
           6     80.7449     77.8964    0.736926
           7     83.5586     78.7053    0.979703
           8     80.4344     78.9214    0.880758
           9     78.7247     78.8996    0.783167
          10     78.9255     78.9022    0.704855
          11     84.8478     79.4427    0.822306
          12     75.2638     79.0944    0.824227
          13     78.9607     79.0841    0.760889
          14     78.8585      79.068    0.706711
          15     80.3058     79.1505    0.664397
          16     79.9364     79.1997    0.624685
          17     75.6134     78.9887    0.622541
          18     80.1523     79.0533    0.591302
          19     77.1834     78.9549    0.568313
          20     77.8075     78.8976    0.542785
          21     73.5817     78.6444    0.572933
          22     79.4836     78.6826    0.548159
          23     84.7237     78.9452    0.583873
          24     76.9707      78.863    0.565312
          25     82.4523     79.0065    0.560635
          26     76.0932     78.8945    0.550156
          27     80.2588      78.945    0.532095
          28     77.4189     78.8905    0.515876
          29     84.3673     79.0794    0.531533
          30     77.2373      79.018    0.517349
          31     80.8133     79.0759    0.503892
          32     81.0019     79.1361    0.491727
          33     78.2083     79.1079    0.477629
          34     82.0816     79.1954    0.471521
          35     79.4851     79.2037    0.458122
          36     81.3755      79.264     0.44935
          37     79.9537     79.2827    0.437592
          38      78.748     79.2686    0.426303
          39     78.6687     79.2532    0.415649
          40     78.0777     79.2238    0.406296
          41     81.6312     79.2825    0.400606
          42       77.56     79.2415    0.393162
          43     85.9229     79.3969    0.413584
          44     81.7554     79.4505    0.407643
          45     82.1883     79.5113    0.403099
          46      81.977     79.5649    0.397884
          47     79.6953     79.5677    0.389428
          48     84.1679     79.6635     0.39293
          49     76.2315     79.5935    0.391104
          50     78.5851     79.5733    0.383802
