#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.528901   -0.528901           0
           2   -0.527608   -0.528255 0.000457262
           3   -0.529123   -0.528544 0.000385665
           4   -0.528515   -0.528537 0.000289319
           5   -0.529163   -0.528662 0.000257121
           6   -0.527707   -0.528503 0.000258904
           7   -0.527285   -0.528329 0.000274171
           8   -0.529296    -0.52845 0.000265222
           9   -0.528083   -0.528409 0.000238867
          10   -0.526963   -0.528264 0.000255031
          11   -0.530085    -0.52843 0.000280479
          12   -0.527821   -0.528379 0.000261649
          13   -0.529131   -0.528437 0.000247827
          14   -0.527656   -0.528381 0.000236319
          15   -0.530184   -0.528501 0.000249261
          16   -0.527077   -0.528412 0.000249065
          17   -0.530469   -0.528533 0.000262164
          18    -0.52868   -0.528541 0.000247726
          19   -0.529205   -0.528576 0.000237139
          20   -0.527165   -0.528506 0.000235544
          21   -0.528875   -0.528523 0.000224981
          22   -0.528504   -0.528523 0.000214757
          23   -0.527723   -0.528488 0.000208216
          24   -0.528352   -0.528482 0.000199617
          25   -0.527805   -0.528455  0.00019346
          26   -0.528547   -0.528459 0.000186051
          27   -0.530187   -0.528523  0.00018985
          28   -0.528213   -0.528512 0.000183391
          29   -0.527936   -0.528492 0.000178138
          30   -0.528195   -0.528482 0.000172475
          31   -0.527912   -0.528463 0.000167887
          32   -0.529397   -0.528493 0.000165158
          33   -0.529045   -0.528509    0.000161
          34   -0.530643   -0.528572 0.000168047
          35   -0.528192   -0.528561 0.000163597
          36   -0.528117   -0.528549 0.000159516
          37   -0.527731   -0.528527  0.00015673
          38    -0.52968   -0.528557 0.000155516
          39   -0.528237   -0.528549 0.000151745
          40   -0.527832   -0.528531 0.000149006
          41   -0.529051   -0.528544  0.00014591
          42   -0.529307   -0.528562 0.000143562
          43   -0.531091   -0.528621 0.000151792
          44   -0.528373   -0.528615 0.000148446
          45   -0.529808   -0.528642 0.000147495
          46   -0.529157   -0.528653 0.000144715
          47   -0.528157   -0.528642 0.000142019
          48   -0.526341   -0.528594 0.000146927
          49   -0.526643   -0.528554  0.00014923
          50   -0.527299   -0.528529 0.000148343
