#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.683888   -0.683888           0
           2   -0.682411   -0.683149 0.000522316
           3   -0.685232   -0.683844 0.000665242
           4   -0.682451   -0.683495  0.00058299
           5   -0.681979   -0.683192 0.000539565
           6   -0.682904   -0.683144 0.000451767
           7   -0.681904   -0.682967 0.000420527
           8   -0.682819   -0.682948 0.000368369
           9   -0.682824   -0.682935 0.000327698
          10   -0.681536   -0.682795 0.000323397
          11   -0.683885   -0.682894 0.000308823
          12   -0.683339   -0.682931 0.000285304
          13   -0.684136   -0.683024  0.00027801
          14   -0.681707    -0.68293 0.000273603
          15   -0.684192   -0.683014 0.000267996
          16    -0.68172   -0.682933 0.000263161
          17   -0.682304   -0.682896 0.000250267
          18   -0.683312   -0.682919 0.000237429
          19   -0.682976   -0.682922 0.000224952
          20   -0.681725   -0.682862 0.000221518
          21   -0.681653   -0.682805  0.00021832
          22   -0.681357   -0.682739 0.000218082
          23   -0.681035   -0.682665 0.000220828
          24   -0.681456   -0.682614 0.000217294
          25   -0.683499    -0.68265 0.000211462
          26   -0.681747   -0.682615 0.000206162
          27   -0.682792   -0.682622  0.00019863
          28   -0.683011   -0.682635 0.000192022
          29   -0.683616   -0.682669 0.000188354
          30   -0.683704   -0.682704 0.000185207
          31   -0.681216   -0.682656 0.000185346
          32   -0.683112    -0.68267 0.000180101
          33   -0.682339    -0.68266 0.000174923
          34   -0.684581   -0.682716 0.000178674
          35    -0.68176   -0.682689 0.000175646
          36   -0.683992   -0.682725 0.000174456
          37   -0.682109   -0.682709 0.000170533
          38   -0.686149   -0.682799 0.000188556
          39   -0.680645   -0.682744 0.000191639
          40    -0.68192   -0.682723 0.000187952
          41   -0.681288   -0.682688   0.0001866
          42   -0.679869   -0.682621 0.000193853
          43   -0.683555   -0.682643 0.000190557
          44   -0.681541   -0.682618 0.000187863
          45   -0.679445   -0.682547 0.000196473
          46   -0.680579   -0.682505 0.000196808
          47   -0.682336   -0.682501 0.000192654
          48   -0.683573   -0.682523 0.000189931
          49   -0.680752   -0.682487 0.000189464
          50   -0.680941   -0.682456  0.00018818
