#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.415655    0.415655           0
           2    0.424286     0.41997  0.00305151
           3    0.421769     0.42057  0.00209242
           4    0.420144    0.420463  0.00157202
           5    0.415647      0.4195  0.00152443
           6    0.423552    0.420175  0.00141203
           7    0.414244    0.419328  0.00144227
           8    0.425675    0.420121  0.00146404
           9    0.412829    0.419311    0.001509
          10    0.424254    0.419805  0.00143677
          11    0.418099     0.41965  0.00131451
          12      0.4281    0.420354  0.00138074
          13    0.425418    0.420744  0.00132833
          14    0.414722    0.420314  0.00130124
          15    0.424304     0.42058  0.00124139
          16    0.417312    0.420375  0.00118048
          17    0.424765    0.420634  0.00113892
          18    0.416943    0.420429  0.00109395
          19    0.423865     0.42061  0.00105122
          20    0.424213     0.42079  0.00101398
          21     0.41777    0.420646 0.000975843
          22    0.412702    0.420285 0.000996061
          23    0.418424    0.420204 0.000956034
          24    0.426085    0.420449 0.000947079
          25    0.409666    0.420018   0.0010026
          26    0.415582    0.419847  0.00097845
          27    0.425719    0.420064 0.000966081
          28    0.415566    0.419904 0.000944841
          29    0.425656    0.420102 0.000932846
          30    0.422771    0.420191 0.000905984
          31    0.419618    0.420173 0.000876948
          32    0.412952    0.419947 0.000878096
          33    0.433155    0.420347 0.000938283
          34    0.427915     0.42057 0.000936714
          35    0.420263    0.420561 0.000909992
          36    0.416507    0.420448 0.000891657
          37    0.423694    0.420536 0.000871863
          38    0.411452    0.420297 0.000881084
          39    0.420018     0.42029 0.000858521
          40     0.42008    0.420285 0.000837074
          41    0.428265    0.420479 0.000838983
          42    0.430859    0.420726 0.000854629
          43    0.429308    0.420926  0.00085774
          44    0.425015    0.421019 0.000843265
          45    0.432175    0.421267 0.000860199
          46    0.415619    0.421144 0.000850218
          47    0.416363    0.421042 0.000838193
          48    0.437447    0.421384 0.000887674
          49    0.420614    0.421368 0.000869697
          50    0.415351    0.421248 0.000860591
