#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     7.43077     7.43077           0
           2     7.39164     7.41121   0.0138367
           3     7.79737     7.53993    0.105503
           4     7.55738     7.54429   0.0792178
           5     7.11401     7.45823   0.0997037
           6     7.49007     7.46354   0.0832274
           7     7.52146     7.47181   0.0717479
           8     7.34818     7.45636   0.0644223
           9     7.34519     7.44401   0.0584365
          10     7.78626     7.47823    0.061808
          11     7.39713     7.47086   0.0566272
          12     7.33061     7.45917   0.0531005
          13     7.61565     7.47121   0.0503616
          14     7.31948     7.46037   0.0479163
          15     7.22071     7.44439   0.0473107
          16     7.40274     7.44179   0.0444254
          17      7.5569     7.44856    0.042325
          18     7.36297     7.44381   0.0402398
          19     7.67123     7.45577   0.0398624
          20     7.51072     7.45852   0.0379638
          21     7.47325     7.45922   0.0361625
          22     7.47763     7.46006   0.0345284
          23     7.42529     7.45855   0.0330603
          24     7.22842     7.44896    0.033044
          25     7.29413     7.44277   0.0322974
          26     7.28323     7.43663   0.0316327
          27      7.3012     7.43161   0.0308563
          28     7.26025     7.42549   0.0303552
          29     7.41728     7.42521   0.0293098
          30     7.53477     7.42886   0.0285594
          31     7.06342     7.41707   0.0299725
          32     6.96366     7.40291   0.0322114
          33     7.77535     7.41419   0.0331536
          34     7.68995      7.4223   0.0331557
          35     7.71594     7.43069   0.0332529
          36     7.32182     7.42767   0.0324664
          37     7.25693     7.42305   0.0319152
          38     7.33036     7.42061   0.0311684
          39     7.36958      7.4193   0.0303967
          40     7.28811     7.41602   0.0298132
          41     7.24729     7.41191   0.0293687
          42     7.36307     7.41075   0.0286925
          43     7.43489     7.41131   0.0280307
          44     7.51565     7.41368   0.0274938
          45     7.42556     7.41394   0.0268841
          46     7.41998     7.41407   0.0262999
          47      7.2608     7.41081   0.0259418
          48     7.79058     7.41873   0.0265804
          49     7.37738     7.41788   0.0260514
          50     7.38334     7.41719   0.0255395
