#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.762824   -0.762824           0
           2   -0.760221   -0.761523 0.000920182
           3   -0.763336   -0.762127 0.000787334
           4   -0.764272   -0.762663 0.000751227
           5   -0.760152   -0.762161 0.000750331
           6   -0.760096   -0.761817 0.000699775
           7   -0.762979   -0.761983 0.000619176
           8   -0.761597   -0.761935 0.000543651
           9   -0.762027   -0.761945 0.000483341
          10   -0.763613   -0.762112 0.000462909
          11   -0.762931   -0.762186 0.000426771
          12    -0.76088   -0.762077  0.00040485
          13   -0.762736   -0.762128 0.000376865
          14   -0.762109   -0.762127 0.000349948
          15   -0.761875    -0.76211 0.000327021
          16   -0.760459   -0.762007 0.000322455
          17   -0.763789   -0.762112 0.000320084
          18   -0.762195   -0.762116 0.000302335
          19   -0.762795   -0.762152 0.000288524
          20   -0.760091   -0.762049 0.000291924
          21   -0.761795   -0.762037 0.000278274
          22   -0.762741   -0.762069 0.000267462
          23   -0.760768   -0.762012 0.000261744
          24   -0.759259   -0.761897 0.000274835
          25   -0.761651   -0.761888 0.000264018
          26   -0.763493   -0.761949 0.000260987
          27   -0.762056   -0.761953 0.000251351
          28   -0.760997   -0.761919 0.000244682
          29   -0.762949   -0.761955  0.00023881
          30     -0.7602   -0.761896 0.000237904
          31   -0.760621   -0.761855 0.000233757
          32   -0.759592   -0.761784 0.000236908
          33   -0.764325   -0.761861 0.000241919
          34   -0.761531   -0.761852 0.000234999
          35   -0.763619   -0.761902 0.000233646
          36   -0.760981   -0.761877 0.000228551
          37   -0.760997   -0.761853 0.000223606
          38   -0.762824   -0.761878 0.000219177
          39   -0.759163   -0.761809 0.000224346
          40   -0.761635   -0.761804 0.000218779
          41   -0.761317   -0.761792 0.000213765
          42   -0.760003    -0.76175 0.000212881
          43   -0.762232   -0.761761 0.000208225
          44   -0.761117   -0.761746 0.000204006
          45   -0.761088   -0.761732 0.000199997
          46   -0.762053   -0.761739 0.000195771
          47   -0.761131   -0.761726 0.000192033
          48   -0.762032   -0.761732 0.000188138
          49   -0.763115    -0.76176 0.000186402
          50   -0.762304   -0.761771 0.000182991
