#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.046688    0.046688           0
           2   0.0443947   0.0455413 0.000810816
           3   0.0489347   0.0466724  0.00107011
           4   0.0378547    0.044468  0.00207095
           5   0.0486733   0.0453091  0.00181955
           6   0.0358453   0.0437318  0.00209101
           7    0.043648   0.0437198  0.00179233
           8    0.037932   0.0429963  0.00170808
           9   0.0392947    0.042585  0.00156703
          10   0.0382213   0.0421487  0.00146983
          11    0.043316   0.0422548  0.00134003
          12   0.0458067   0.0425508  0.00126063
          13   0.0413093   0.0424553  0.00116727
          14    0.042876   0.0424853  0.00108428
          15    0.044308   0.0426068  0.00101878
          16   0.0470733    0.042886 0.000992615
          17   0.0475813   0.0431622 0.000971892
          18   0.0458147   0.0433096 0.000929003
          19   0.0377373   0.0430163 0.000925242
          20   0.0502733   0.0433791 0.000947462
          21   0.0471067   0.0435566 0.000918821
          22   0.0411987   0.0434495 0.000883286
          23   0.0404253    0.043318 0.000854612
          24    0.047848   0.0435067 0.000839589
          25   0.0447507   0.0435565 0.000807478
          26   0.0478467   0.0437215 0.000793102
          27    0.046576   0.0438272 0.000770742
          28   0.0440427   0.0438349 0.000743254
          29    0.036268    0.043574  0.00076205
          30   0.0397387   0.0434461 0.000747295
          31     0.04346   0.0434466 0.000723189
          32   0.0421213   0.0434052 0.000701774
          33   0.0474253    0.043527 0.000691001
          34   0.0395347   0.0434096 0.000680581
          35   0.0450133   0.0434554 0.000662677
          36     0.04772   0.0435739 0.000654772
          37   0.0450133   0.0436128  0.00063823
          38   0.0494253   0.0437657 0.000639502
          39    0.049716   0.0439183 0.000641046
          40    0.050112   0.0440731 0.000643449
          41    0.041732    0.044016 0.000630284
          42   0.0453587    0.044048 0.000616087
          43   0.0467867   0.0441117 0.000605043
          44   0.0465027    0.044166 0.000593727
          45   0.0441347   0.0441653 0.000580533
          46   0.0390787   0.0440548 0.000578349
          47   0.0459093   0.0440942 0.000567388
          48     0.05028   0.0442231 0.000570015
          49    0.048496   0.0443103 0.000565013
          50   0.0420133   0.0442643 0.000555577
