#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.269701    0.269701           0
           2    0.274563    0.272132  0.00171897
           3    0.267508    0.270591  0.00170214
           4    0.270312    0.270521  0.00127802
           5    0.268932    0.270203  0.00106122
           6    0.270004     0.27017 0.000884871
           7     0.27091    0.270276 0.000764749
           8    0.274229     0.27077 0.000813313
           9    0.272762    0.270991 0.000752463
          10    0.271016    0.270994 0.000677221
          11    0.271088    0.271002 0.000615709
          12    0.267166    0.270683 0.000642067
          13    0.268858    0.270542 0.000607821
          14    0.273285    0.270738 0.000595136
          15    0.265768    0.270407 0.000641103
          16    0.273869    0.270623 0.000636496
          17    0.272999    0.270763 0.000614201
          18    0.270178     0.27073 0.000580937
          19    0.269783    0.270681 0.000552499
          20    0.269507    0.270622 0.000527979
          21    0.265754     0.27039 0.000551383
          22    0.270607      0.2704 0.000526408
          23    0.267894    0.270291 0.000514672
          24    0.274737    0.270476  0.00052551
          25    0.273191    0.270585 0.000515584
          26    0.274062    0.270719 0.000512809
          27    0.272573    0.270787 0.000498393
          28    0.269264    0.270733 0.000483552
          29    0.275037    0.270881 0.000489124
          30    0.277518    0.271103 0.000520445
          31    0.272922    0.271161 0.000506954
          32    0.268707    0.271085  0.00049688
          33    0.271521    0.271098 0.000481999
          34    0.271148    0.271099 0.000467825
          35     0.27556    0.271227 0.000471503
          36    0.264733    0.271046 0.000491701
          37    0.268911    0.270989 0.000481786
          38    0.272178     0.27102 0.000470123
          39    0.268233    0.270948 0.000463469
          40    0.269483    0.270912 0.000453329
          41    0.274464    0.270998 0.000450474
          42    0.277057    0.271143  0.00046227
          43    0.271795    0.271158 0.000451768
          44    0.269023    0.271109 0.000444097
          45    0.274168    0.271177 0.000439399
          46    0.268959    0.271129 0.000432485
          47    0.272072    0.271149 0.000423748
          48    0.270541    0.271136  0.00041511
          49    0.270354     0.27112 0.000406945
          50    0.268645    0.271071 0.000401807
