#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.647413   -0.647413           0
           2   -0.647853   -0.647633 0.000155563
           3   -0.648613    -0.64796 0.000286175
           4   -0.646384   -0.647566 0.000403105
           5   -0.647653   -0.647583 0.000322862
           6   -0.645277   -0.647199  0.00044215
           7   -0.646339   -0.647076 0.000395703
           8   -0.646712   -0.647031 0.000348849
           9   -0.646925   -0.647019 0.000310284
          10   -0.643803   -0.646697 0.000413624
          11   -0.649416   -0.646944  0.00044376
          12   -0.647749   -0.647012 0.000411818
          13   -0.648128   -0.647097 0.000388991
          14   -0.645331   -0.646971 0.000381128
          15   -0.647413   -0.647001 0.000356857
          16   -0.645461   -0.646905 0.000347281
          17   -0.647069   -0.646914 0.000326988
          18   -0.646147   -0.646872  0.00031159
          19   -0.647163   -0.646887 0.000295567
          20   -0.647259   -0.646905 0.000281372
          21   -0.646944   -0.646907  0.00026798
          22   -0.644656   -0.646805 0.000274643
          23   -0.644576   -0.646708 0.000279277
          24   -0.646168   -0.646686 0.000268546
          25   -0.647573   -0.646721 0.000260141
          26   -0.647997    -0.64677 0.000254725
          27   -0.646763    -0.64677 0.000245291
          28   -0.643923   -0.646668 0.000256744
          29   -0.646861   -0.646675 0.000247977
          30   -0.647024   -0.646686 0.000239984
          31   -0.646101   -0.646668 0.000232984
          32   -0.646272   -0.646655 0.000226031
          33   -0.647061   -0.646668 0.000219516
          34   -0.648864   -0.646732 0.000222363
          35   -0.646411   -0.646723 0.000216199
          36   -0.647947   -0.646757 0.000212849
          37   -0.646541   -0.646751 0.000207176
          38   -0.650003   -0.646837 0.000218681
          39   -0.646493   -0.646828 0.000213251
          40   -0.645525   -0.646795 0.000210392
          41   -0.646656   -0.646792 0.000205288
          42    -0.64624   -0.646779  0.00020082
          43   -0.646717   -0.646777 0.000196155
          44   -0.644643   -0.646729 0.000197605
          45   -0.645389   -0.646699 0.000195443
          46   -0.646547   -0.646696 0.000191223
          47   -0.646853   -0.646699 0.000187184
          48   -0.646824   -0.646702 0.000183302
          49   -0.644712   -0.646661 0.000184004
          50   -0.644483   -0.646618  0.00018541
